[5] ['1/7', '5/9', '8/9', '7/4', '6'] -> ((8/9 - (5/9 / 7/4)) / (1/7 / 6))
[5019] ['3/7', '4/7', '7/9', '6/5', '4'] -> (4 / (7/9 * (4/7 - (3/7 / 6/5))))
[5020] ['1/4', '7/8', '8/9', '9/7', '8'] -> ((8 - (8/9 * 9/7)) / (1/4 / 7/8))
[5021] ['6/7', '7/6', '9/7', '7/5', '4'] -> (4 / ((7/6 / 7/5) - (6/7 / 9/7)))
[5022] ['1/7', '7/6', '6/5', '8/5', '5'] -> ((6/5 + (5 / 7/6)) / (1/7 * 8/5))
[5023] ['1/6', '2/7', '1/3', '1/2', '4'] -> (((4 / 2/7) - (1/3 / 1/6)) / 1/2)
[5024] ['1/3', '1/3', '5/7', '5/2', '4'] -> (((4 / (5/7 - 1/3)) - 5/2) / 1/3)
[5025] ['1/8', '1/7', '1/6', '6/5', '5'] -> (((5 / 6/5) - (1/6 / 1/7)) / 1/8)
[5026] ['8/9', '8/7', '5/4', '3', '7/2'] -> ((3 / 7/2) / ((8/7 / 8/9) - 5/4))
[5027] ['2/9', '8/7', '5/3', '5/3', '2'] -> (5/3 / (((2 - 5/3) / 8/7) - 2/9))
[5028] ['3/7', '4/7', '7/9', '9/7', '4'] -> ((9/7 + (4 / (4/7 * 7/9))) / 3/7)
[5029] ['1/4', '7/8', '8/9', '7/5', '8'] -> ((8 / 8/9) / ((7/8 / 7/5) - 1/4))
[5030] ['2/9', '1/4', '5/4', '9/4', '5'] -> ((9/4 / (1/4 + 5/4)) + (5 / 2/9))
[5031] ['8/7', '7/5', '3/2', '9/5', '2'] -> (8/7 / ((2 / 3/2) - (9/5 / 7/5)))
[5032] ['4/9', '7/9', '1', '9/7', '8/5'] -> (9/7 / ((1 / 8/5) - (4/9 / 7/9)))
[5033] ['1/8', '1/7', '1/6', '9/7', '5'] -> (((5 * (1/7 / 1/6)) - 9/7) / 1/8)
[5034] ['8/9', '8/7', '5/4', '3', '9/2'] -> ((3 / (5/4 - 8/7)) - (8/9 * 9/2))
[5035] ['7/9', '6/5', '9/7', '9/5', '6'] -> (6 * ((7/9 * 9/7) + (6/5 + 9/5)))
[5036] ['6/7', '7/6', '9/7', '7/4', '4'] -> ((4 / 6/7) / ((7/4 / 9/7) - 7/6))
[5037] ['1/7', '5/8', '8/5', '7/3', '6'] -> (((6 / 5/8) - 8/5) / (1/7 * 7/3))
[5038] ['2/9', '1/4', '5/4', '7/3', '5'] -> (((7/3 / 1/4) - (5 / 5/4)) / 2/9)
[5039] ['1/3', '1/3', '3/4', '8/7', '4'] -> (4 / (3/4 - ((1/3 + 1/3) / 8/7)))
[5040] ['6/7', '7/6', '9/7', '9/5', '4'] -> (4 / (7/6 * (6/7 - (9/7 / 9/5))))
[5041] ['7/9', '6/5', '9/7', '5/2', '6'] -> (6 * ((7/9 * 9/7) + (6/5 * 5/2)))
[5042] ['1/8', '1/7', '1/6', '8/5', '5'] -> (((1/8 / 1/7) + (5 / 8/5)) / 1/6)
[5043] ['2/9', '1/4', '9/7', '9/7', '5'] -> (((9/7 + 5) - (2/9 * 9/7)) / 1/4)
[5044] ['1/7', '5/8', '8/5', '9/2', '6'] -> (6 * ((8/5 / 1/7) - (9/2 / 5/8)))
[5045] ['6/7', '7/6', '9/7', '5/2', '4'] -> (4 / ((7/6 - 5/2) + (9/7 / 6/7)))
[5046] ['8/9', '8/7', '9/7', '3/2', '3'] -> (8/7 / ((8/9 * (3 - 3/2)) - 9/7))
[5047] ['3/7', '4/7', '7/9', '9/5', '4'] -> ((4/7 + (4 / 7/9)) / (3/7 / 9/5))
[5048] ['1/8', '1/7', '1/6', '5/3', '5'] -> (((5 - (1/6 / 1/8)) / 1/7) - 5/3)
[5049] ['1/7', '7/6', '6/5', '8/3', '5'] -> ((7/6 + (8/3 / 1/7)) + (5 / 6/5))
[5050] ['7/9', '6/5', '9/7', '7/2', '6'] -> (6/5 * ((7/2 * 6) - (7/9 * 9/7)))
[5051] ['1/3', '5/9', '5/8', '8/7', '3'] -> ((1/3 + 3) / (5/8 - (5/9 / 8/7)))
[5052] ['3/7', '4/7', '7/9', '9/4', '4'] -> (((4 / 7/9) - 4/7) / (3/7 / 9/4))
[5053] ['1/7', '1/6', '3/5', '5/6', '9'] -> ((9 - (3/5 / 1/7)) / (1/6 / 5/6))
[5054] ['1/7', '7/6', '6/5', '7/2', '5'] -> (7/2 * ((5 * (7/6 * 6/5)) - 1/7))
[5055] ['6/7', '7/6', '4/3', '4/3', '4'] -> ((4 / 7/6) / ((4/3 / 4/3) - 6/7))
[5056] ['1/4', '7/8', '8/9', '5/2', '8'] -> (7/8 + (5/2 * (1/4 + (8 / 8/9))))
[5057] ['7/9', '6/5', '9/7', '9/2', '6'] -> ((7/9 * 6/5) * ((9/2 * 6) - 9/7))
[5058] ['1/3', '5/9', '5/8', '5/4', '3'] -> (3 / ((5/4 * (1/3 / 5/9)) - 5/8))
[5059] ['4/9', '7/9', '1', '9/7', '5/2'] -> (5/2 / (4/9 - (7/9 / (1 + 9/7))))
[5060] ['2/9', '8/7', '5/3', '2', '9/2'] -> (8/7 * (9/2 + ((5/3 + 2) / 2/9)))
[5061] ['8/7', '7/5', '8/5', '5/3', '2'] -> ((7/5 + 2) / (8/5 - (5/3 / 8/7)))
[5062] ['3/7', '4/7', '7/9', '5/2', '4'] -> (4 / ((3/7 * (5/2 - 7/9)) - 4/7))
[5063] ['1/7', '7/6', '6/5', '9/2', '5'] -> ((6/5 * 5) * (1/7 + (9/2 / 7/6)))
[5064] ['1/4', '7/8', '9/8', '9/8', '8'] -> (((7/8 * 8) - (9/8 / 9/8)) / 1/4)
[5065] ['7/9', '6/5', '4/3', '4/3', '6'] -> ((4/3 * 6) / ((4/3 / 6/5) - 7/9))
[5066] ['6/7', '7/6', '4/3', '8/5', '4'] -> (4 / ((6/7 * 7/6) - (4/3 / 8/5)))
[5067] ['1/8', '1/7', '1/6', '8/3', '5'] -> ((5 + (8/3 / 1/6)) / (1/8 / 1/7))
[5068] ['1/7', '1/6', '3/5', '7/8', '9'] -> (9 / (1/6 + (7/8 * (1/7 / 3/5))))
[5069] ['4/9', '7/9', '1', '9/7', '7/2'] -> ((1 + 9/7) * (7/2 / (7/9 - 4/9)))
[5070] ['1/7', '7/6', '5/4', '5/4', '5'] -> ((5 - (5/4 / 5/4)) / (1/7 * 7/6))
[5071] ['2/9', '1/4', '9/7', '8/5', '5'] -> (((5 / (9/7 / 8/5)) - 2/9) / 1/4)
[5072] ['1/3', '1/3', '7/9', '7/8', '4'] -> (1/3 / (7/8 - (7/9 + (1/3 / 4))))
[5073] ['1/4', '7/8', '9/8', '9/7', '8'] -> ((8 - (9/7 / 9/8)) / (1/4 / 7/8))
[5074] ['7/9', '6/5', '4/3', '7/5', '6'] -> ((4/3 * 6) * (6/5 + (7/5 / 7/9)))
[5075] ['1/4', '7/8', '9/8', '7/5', '8'] -> ((9/8 * 8) / ((7/8 / 7/5) - 1/4))
[5076] ['2/9', '1/4', '9/7', '5/3', '5'] -> (2/9 / ((5/3 / (9/7 * 5)) - 1/4))
[5077] ['1/7', '5/8', '5/3', '8/3', '6'] -> (((5/3 / 1/7) - (8/3 - 6)) / 5/8)
[5078] ['7/9', '6/5', '4/3', '3/2', '6'] -> (((6 / (3/2 - 6/5)) - 4/3) / 7/9)
[5079] ['2/9', '8/7', '7/4', '2', '7/3'] -> ((8/7 + (2 / 7/4)) / (2/9 / 7/3))
[5080] ['4/9', '7/9', '1', '4/3', '7/5'] -> (((7/9 / (7/5 - 4/3)) - 1) / 4/9)
[5081] ['1/4', '7/8', '9/8', '8/5', '8'] -> (9/8 / ((1/4 / 8/5) - (7/8 / 8)))
[5082] ['1/3', '1/3', '7/9', '5/4', '4'] -> (((7/9 + 5/4) / (1/3 / 4)) - 1/3)
[5083] ['1/7', '5/8', '5/3', '7/2', '6'] -> (6 / (1/7 + ((5/8 / 5/3) / 7/2)))
[5084] ['6/7', '7/6', '4/3', '9/4', '4'] -> (6/7 / (((4 - 4/3) / 7/6) - 9/4))
[5085] ['8/7', '7/5', '8/5', '2', '7/2'] -> ((7/5 + 8/5) * (7/2 * (8/7 * 2)))
[5086] ['3/7', '4/7', '4/5', '8/9', '4'] -> (4 * ((4/7 / (8/9 - 4/5)) - 3/7))
[5087] ['8/9', '8/7', '9/7', '3', '7/2'] -> ((8/7 + (8/9 * 9/7)) * (3 * 7/2))
[5088] ['4/9', '7/9', '1', '4/3', '5/3'] -> ((1 + 5/3) / (4/3 - (4/9 + 7/9)))
[5089] ['2/9', '8/7', '7/4', '2', '5/2'] -> (5/2 / (2/9 * (2 - (7/4 / 8/7))))
[5090] ['7/9', '6/5', '4/3', '7/4', '6'] -> (6 / ((7/9 * 7/4) - (4/3 / 6/5)))
[5091] ['1/8', '1/7', '1/5', '1/3', '5'] -> ((1/5 / 1/7) / (1/8 - (1/3 / 5)))
[5092] ['8/7', '7/5', '8/5', '2', '9/2'] -> ((2 * 9/2) / (8/5 - (7/5 / 8/7)))
[5093] ['3/7', '4/7', '4/5', '9/8', '4'] -> ((4 / 4/5) / ((4/7 / 3/7) - 9/8))
[5094] ['1/3', '5/9', '2/3', '4/5', '3'] -> ((4/5 * (1/3 + 3)) / (2/3 - 5/9))
[5095] ['2/9', '1/4', '9/7', '9/4', '5'] -> ((5 / 2/9) - (1/4 - (9/4 / 9/7)))
[5096] ['6/7', '7/6', '4/3', '8/3', '4'] -> ((8/3 / 4) / ((7/6 / 6/7) - 4/3))
[5097] ['1/7', '1/6', '3/5', '4/3', '9'] -> ((3/5 + 9) * (4/3 + (1/6 / 1/7)))
[5098] ['1/8', '1/7', '1/5', '2/5', '5'] -> ((5 + (2/5 / 1/7)) / (1/8 + 1/5))
[5099] ['1/4', '7/8', '8/7', '7/6', '8'] -> ((8 - (7/8 * 8/7)) / (1/4 * 7/6))
[5100] ['1/6', '2/7', '3/8', '2/3', '4'] -> ((1/6 / (2/3 - (2/7 + 3/8))) - 4)
[5101] ['1/3', '5/9', '2/3', '5/6', '3'] -> ((5/6 + (3 / 2/3)) / (5/9 - 1/3))
[5102] ['1/7', '7/6', '5/4', '9/5', '5'] -> ((5/4 / (1/7 * 7/6)) * (5 - 9/5))
[5103] ['4/9', '7/9', '1', '4/3', '9/4'] -> (4/3 / ((9/4 * (1 - 7/9)) - 4/9))
[5104] ['1/3', '1/3', '7/9', '7/4', '4'] -> ((4 / 7/4) / ((1/3 / 7/9) - 1/3))
[5105] ['1/7', '1/6', '3/5', '7/5', '9'] -> ((1/7 + (9 * (3/5 / 7/5))) / 1/6)
[5106] ['8/7', '7/5', '5/3', '9/5', '2'] -> ((2 * (8/7 * 7/5)) / (9/5 - 5/3))
[5107] ['6/7', '7/6', '7/5', '3/2', '4'] -> ((4 / 7/5) / ((6/7 * 3/2) - 7/6))
[5108] ['1/7', '7/6', '5/4', '5/2', '5'] -> ((5 / (1/7 * 7/6)) / (5/2 - 5/4))
[5109] ['1/3', '5/9', '2/3', '8/7', '3'] -> ((2/3 + 3) / ((5/9 / 8/7) - 1/3))
[5110] ['1/6', '2/7', '3/8', '3/4', '4'] -> ((1/6 / ((2/7 / 3/4) - 3/8)) - 4)
[5111] ['3/7', '4/7', '4/5', '5/4', '4'] -> ((4/5 / ((4/7 / 5/4) - 3/7)) - 4)
[5112] ['8/7', '7/5', '5/3', '2', '9/4'] -> (2 / ((8/7 - 9/4) + (5/3 / 7/5)))
[5113] ['2/9', '1/4', '9/7', '7/2', '5'] -> ((5 + (7/2 * (2/9 * 9/7))) / 1/4)
[5114] ['1/7', '5/8', '7/4', '9/2', '6'] -> (6 * (9/2 - (1/7 + (5/8 / 7/4))))
[5115] ['1/6', '2/7', '3/8', '7/9', '4'] -> ((1/6 / ((3/8 * 7/9) - 2/7)) - 4)
[5116] ['1/4', '7/8', '8/7', '7/5', '8'] -> ((8/7 + (8 / 7/5)) / (1/4 / 7/8))
[5117] ['8/7', '7/5', '5/3', '2', '7/3'] -> (8/7 / ((2 / (7/5 / 5/3)) - 7/3))
[5118] ['1/3', '1/3', '4/5', '7/8', '4'] -> (4 / (4/5 * (7/8 - (1/3 + 1/3))))
[5119] ['1/3', '5/9', '2/3', '9/7', '3'] -> ((1/3 + (3 / 9/7)) / (2/3 - 5/9))
[5120] ['7/9', '6/5', '7/5', '5/3', '6'] -> (6 * ((7/9 * 6/5) + (7/5 + 5/3)))
[5121] ['3/7', '4/7', '4/5', '3/2', '4'] -> (4 / ((4/7 / (3/7 * 4/5)) - 3/2))
[5122] ['1/6', '2/7', '3/8', '5/6', '4'] -> (((4 / 2/7) - (5/6 / 1/6)) / 3/8)
[5123] ['2/9', '8/7', '9/5', '2', '8/3'] -> ((8/7 * 9/5) * (8/3 + (2 / 2/9)))
[5124] ['4/9', '7/9', '1', '7/5', '8/5'] -> (8/5 / ((4/9 - 7/9) - (1 - 7/5)))
[5125] ['8/7', '7/5', '5/3', '2', '8/3'] -> (8/7 / (8/3 - ((5/3 + 2) / 7/5)))
[5126] ['7/9', '6/5', '7/5', '9/5', '6'] -> (6 * ((7/9 * 9/5) + (6/5 + 7/5)))
[5127] ['2/9', '1/4', '4/3', '9/5', '5'] -> ((2/9 * 9/5) / ((4/3 / 5) - 1/4))
[5128] ['6/7', '7/6', '7/5', '5/2', '4'] -> ((7/5 + (6/7 * 7/6)) * (5/2 * 4))
[5129] ['1/7', '7/6', '9/7', '8/5', '5'] -> (5 / ((1/7 / 8/5) - (7/6 - 9/7)))
[5130] ['4/9', '7/9', '1', '7/5', '5/3'] -> ((1 + 5/3) / ((7/9 / 7/5) - 4/9))
[5131] ['7/9', '6/5', '7/5', '9/4', '6'] -> (6 / (9/4 * (6/5 - (7/9 * 7/5))))
[5132] ['1/7', '5/8', '9/5', '7/2', '6'] -> ((6 - (9/5 / 7/2)) / (1/7 / 5/8))
[5133] ['6/7', '7/6', '7/5', '8/3', '4'] -> (4 / ((7/5 * (6/7 + 7/6)) - 8/3))
[5134] ['8/7', '7/5', '5/3', '2', '9/2'] -> ((5/3 * 2) * (9/2 * (8/7 * 7/5)))
[5135] ['8/9', '8/7', '4/3', '5/2', '3'] -> (4/3 / ((5/2 / 3) - (8/9 / 8/7)))
[5136] ['1/7', '1/6', '3/5', '5/2', '9'] -> (9 * ((1/6 / 1/7) + (3/5 * 5/2)))
[5137] ['1/3', '5/9', '5/7', '3/4', '3'] -> ((1/3 + 3) / (5/7 * (3/4 - 5/9)))
[5138] ['1/4', '7/8', '7/6', '7/5', '8'] -> (8 / ((7/8 / 7/5) - (1/4 * 7/6)))
[5139] ['1/7', '7/6', '9/7', '9/5', '5'] -> ((1/7 + 5) / (9/5 * (9/7 - 7/6)))
[5140] ['1/3', '1/3', '4/5', '3/2', '4'] -> ((1/3 + (4 / 4/5)) / (1/3 / 3/2))
[5141] ['2/9', '8/7', '2', '9/4', '7/3'] -> (2 / (8/7 - ((2/9 + 9/4) / 7/3)))
[5142] ['6/7', '7/6', '7/5', '4', '9/2'] -> ((7/5 * 9/2) * ((7/6 * 4) - 6/7))
[5143] ['2/9', '1/4', '7/5', '3/2', '5'] -> (((7/5 / 2/9) - (3/2 / 5)) / 1/4)
[5144] ['8/9', '8/7', '4/3', '3', '7/2'] -> ((4/3 / 8/9) / ((7/2 / 8/7) - 3))
[5145] ['1/3', '1/3', '4/5', '7/4', '4'] -> (4 / ((1/3 * 7/4) - (1/3 / 4/5)))
[5146] ['1/7', '7/6', '9/7', '7/3', '5'] -> (((5 - 9/7) / 1/7) - (7/3 / 7/6))
[5147] ['3/7', '4/7', '4/5', '7/2', '4'] -> ((7/2 + 4) / (3/7 / (4/7 + 4/5)))
[5148] ['1/6', '2/7', '3/8', '4/3', '4'] -> ((1/6 / ((2/7 * 4/3) - 3/8)) - 4)
[5149] ['6/7', '7/6', '3/2', '3/2', '4'] -> ((4 / 7/6) / ((3/2 / 3/2) - 6/7))
[5150] ['1/4', '7/8', '7/6', '9/5', '8'] -> (9/5 * (8 + (7/6 / (1/4 * 7/8))))
[5151] ['2/9', '1/4', '7/5', '8/5', '5'] -> ((8/5 + 5) / (7/5 - (1/4 / 2/9)))
[5152] ['2/9', '8/7', '2', '9/4', '8/3'] -> (8/3 / (2/9 * (9/4 - (2 / 8/7))))
[5153] ['1/8', '1/7', '1/5', '7/6', '5'] -> ((1/5 * 5) / ((1/7 * 7/6) - 1/8))
[5154] ['1/7', '1/6', '5/8', '5/8', '9'] -> ((9 - (5/8 + (5/8 / 1/7))) / 1/6)
[5155] ['2/9', '1/4', '7/5', '5/3', '5'] -> ((5/3 - 7/5) * (5 / (2/9 * 1/4)))
[5156] ['1/3', '5/9', '5/7', '7/8', '3'] -> ((1/3 + 3) / (7/8 * (5/7 - 5/9)))
[5157] ['1/7', '7/6', '9/7', '8/3', '5'] -> ((1/7 + 5) / (8/3 - (7/6 + 9/7)))
[5158] ['1/3', '1/3', '4/5', '4', '9/2'] -> ((4 * 9/2) / (1/3 + (1/3 / 4/5)))
[5159] ['3/7', '4/7', '5/6', '9/8', '4'] -> (4 / (5/6 - ((3/7 / 4/7) / 9/8)))
[5160] ['7/9', '6/5', '3/2', '7/3', '6'] -> (6 * (3/2 + (7/3 / (7/9 * 6/5))))
[5161] ['6/7', '7/6', '3/2', '9/4', '4'] -> (6/7 / ((4 / (7/6 * 3/2)) - 9/4))
[5162] ['4/9', '7/9', '1', '3/2', '3/2'] -> (4/9 / ((7/9 / 3/2) + (1 - 3/2)))
[5163] ['1/7', '1/6', '5/8', '2/3', '9'] -> (9 / ((5/8 / 1/7) - (2/3 / 1/6)))
[5164] ['1/7', '7/6', '4/3', '4/3', '5'] -> ((5 - (4/3 / 4/3)) / (1/7 * 7/6))
[5165] ['1/3', '1/3', '5/6', '6/7', '4'] -> (((1/3 + 1/3) / (6/7 - 5/6)) - 4)
[5166] ['2/9', '8/7', '2', '7/3', '7/3'] -> ((8/7 * 7/3) / (7/3 - (2/9 + 2)))
[5167] ['6/7', '7/6', '3/2', '5/2', '4'] -> (4 / (7/6 * (5/2 - (6/7 + 3/2))))
[5168] ['3/7', '4/7', '5/6', '6/5', '4'] -> (4 / (5/6 * (6/5 - (3/7 + 4/7))))
[5169] ['1/7', '7/6', '4/3', '7/5', '5'] -> ((1/7 + 5) / (7/6 - (4/3 / 7/5)))
[5170] ['2/9', '8/7', '2', '7/3', '5/2'] -> ((7/3 / (2/9 / 8/7)) / (5/2 - 2))
[5171] ['1/4', '7/8', '6/5', '8/5', '8'] -> (8 * (6/5 + (8/5 * (1/4 + 7/8))))
[5172] ['1/8', '1/7', '1/5', '7/5', '5'] -> ((1/5 - (7/5 / 1/8)) + (5 / 1/7))
[5173] ['4/9', '7/9', '1', '3/2', '7/4'] -> ((4/9 * 3/2) / ((7/9 + 1) - 7/4))
[5174] ['1/6', '2/7', '3/8', '7/3', '4'] -> (((1/6 + 7/3) / (3/8 - 2/7)) - 4)
[5175] ['2/9', '1/4', '7/5', '5/2', '5'] -> ((7/5 + (1/4 / 5/2)) + (5 / 2/9))
[5176] ['1/3', '1/3', '5/6', '6/5', '4'] -> (4 / (5/6 * (6/5 - (1/3 / 1/3))))
[5177] ['6/7', '7/6', '8/5', '8/5', '4'] -> ((4 / 7/6) / ((8/5 / 8/5) - 6/7))
[5178] ['3/7', '4/7', '5/6', '7/4', '4'] -> (4 / (7/4 - (5/6 + (3/7 / 4/7))))
[5179] ['1/4', '7/8', '6/5', '7/4', '8'] -> (8 / ((7/4 / 6/5) - (1/4 + 7/8)))
[5180] ['1/6', '2/7', '3/8', '5/2', '4'] -> ((1/6 * 4) + (5/2 / (2/7 * 3/8)))
[5181] ['1/7', '7/6', '4/3', '5/3', '5'] -> ((4/3 / 5/3) * (5 / (1/7 * 7/6)))
[5182] ['8/9', '8/7', '7/5', '9/4', '3'] -> ((3 / (7/5 - (8/7 / 8/9))) - 9/4)
[5183] ['2/9', '8/7', '2', '5/2', '8/3'] -> (((5/2 * 8/3) - 2) / (2/9 / 8/7))
[5184] ['1/7', '1/6', '5/8', '4/5', '9'] -> (9 * (4/5 + (1/6 / (1/7 * 5/8))))
[5185] ['2/9', '1/4', '7/5', '7/2', '5'] -> ((7/2 / 2/9) + (5 * (1/4 + 7/5)))
[5186] ['1/7', '7/6', '4/3', '7/4', '5'] -> ((7/4 + (5 / (1/7 * 4/3))) / 7/6)
[5187] ['1/6', '2/7', '3/8', '4', '9/2'] -> (3/8 + (9/2 / (4 * (1/6 * 2/7))))
[5188] ['7/9', '6/5', '8/5', '5/2', '6'] -> (5/2 * (6 + ((6/5 + 8/5) / 7/9)))
[5189] ['1/8', '1/7', '1/5', '7/4', '5'] -> ((1/7 + 1/5) * (5 / (1/8 / 7/4)))
[5190] ['1/3', '1/3', '6/7', '7/8', '4'] -> (4 / (7/8 * (6/7 - (1/3 + 1/3))))
[5191] ['2/9', '8/7', '2', '5/2', '9/2'] -> ((8/7 * (5/2 + (9/2 / 2/9))) - 2)
[5192] ['7/9', '6/5', '8/5', '8/3', '6'] -> ((8/3 * 6) / (8/5 - (7/9 * 6/5)))
[5193] ['1/3', '5/9', '5/7', '5/3', '3'] -> ((3 + (5/3 / 5/7)) / (5/9 - 1/3))
[5194] ['8/9', '8/7', '7/5', '8/3', '3'] -> (8/3 / ((3 / 7/5) - (8/9 + 8/7)))
[5195] ['2/9', '8/7', '2', '8/3', '8/3'] -> (8/3 / ((8/3 / 8/7) - (2/9 + 2)))
[5196] ['4/9', '7/9', '1', '3/2', '9/2'] -> ((3/2 + 9/2) / (4/9 / (7/9 + 1)))
[5197] ['1/3', '1/3', '6/7', '7/6', '4'] -> ((4 / 7/6) / ((1/3 / 1/3) - 6/7))
[5198] ['1/7', '7/6', '4/3', '5/2', '5'] -> ((7/6 / 1/7) + (5/2 * (4/3 + 5)))
[5199] ['1/4', '7/8', '5/4', '5/3', '8'] -> (8 / ((5/4 / (7/8 - 1/4)) - 5/3))
[5200] ['1/7', '2/3', '2/3', '5/6', '6'] -> (2/3 + ((5/6 * 6) / (1/7 / 2/3)))
[5201] ['2/9', '1/4', '3/2', '9/5', '5'] -> ((9/5 * 5) / (3/2 - (1/4 / 2/9)))
[5202] ['7/9', '6/5', '5/3', '7/4', '6'] -> (6 / ((7/4 / 7/9) - (6/5 * 5/3)))
[5203] ['1/3', '1/3', '6/7', '6/5', '4'] -> ((6/7 + 6/5) * ((4 / 1/3) - 1/3))
[5204] ['1/3', '5/9', '5/7', '9/4', '3'] -> ((3 / (5/7 - (1/3 / 5/9))) - 9/4)
[5205] ['3/7', '4/7', '6/7', '9/8', '4'] -> (3/7 / ((4 * (6/7 - 4/7)) - 9/8))
[5206] ['1/7', '2/3', '2/3', '6/7', '6'] -> (((2/3 * 6) - (2/3 * 6/7)) / 1/7)
[5207] ['1/7', '1/6', '5/8', '9/7', '9'] -> (5/8 / (1/6 - (9/7 / (1/7 + 9))))
[5208] ['8/9', '8/7', '3/2', '8/5', '3'] -> (3/2 / ((3 / (8/9 + 8/5)) - 8/7))
[5209] ['2/9', '8/7', '2', '7/2', '9/2'] -> (7/2 * ((9/2 * (2 - 2/9)) - 8/7))
[5210] ['7/9', '6/5', '5/3', '9/5', '6'] -> (6 * (5/3 + (7/9 * (6/5 + 9/5))))
[5211] ['1/8', '1/7', '1/5', '7/2', '5'] -> (((1/5 * 5) - 1/7) / (1/8 / 7/2))
[5212] ['1/7', '2/3', '2/3', '7/8', '6'] -> ((2/3 / 7/8) / (1/7 - (2/3 / 6)))
[5213] ['8/9', '8/7', '3/2', '5/3', '3'] -> (3 / ((5/3 / 8/7) - (8/9 * 3/2)))
[5214] ['4/9', '7/9', '1', '8/5', '9/4'] -> (9/4 / ((7/9 / (4/9 * 8/5)) - 1))
[5215] ['1/7', '1/6', '5/8', '4/3', '9'] -> ((4/3 / 1/7) + ((1/6 + 9) / 5/8))
[5216] ['1/4', '7/8', '9/7', '9/7', '8'] -> (((7/8 * 8) - (9/7 / 9/7)) / 1/4)
[5217] ['7/9', '6/5', '5/3', '9/4', '6'] -> (6 / ((6/5 * 5/3) - (7/9 * 9/4)))
[5218] ['1/7', '7/6', '7/5', '7/4', '5'] -> ((7/5 / 7/4) * (5 / (1/7 * 7/6)))
[5220] ['6/7', '7/6', '5/3', '5/3', '4'] -> ((4 / 7/6) / ((5/3 / 5/3) - 6/7))
[5219] ['1/3', '1/3', '6/7', '8/5', '4'] -> ((1/3 + (4 / 6/7)) / (1/3 / 8/5))
[5221] ['2/9', '1/4', '8/5', '7/4', '5'] -> ((5 / (2/9 / 8/5)) / (7/4 - 1/4))
[5222] ['1/4', '7/8', '9/7', '4/3', '8'] -> (8 / ((1/4 / 7/8) - (9/7 - 4/3)))
[5223] ['1/7', '2/3', '2/3', '7/6', '6'] -> (((2/3 * 6) - (2/3 / 7/6)) / 1/7)
[5224] ['1/3', '5/9', '5/7', '3', '9/2'] -> (9/2 * (3 + (5/9 / (1/3 * 5/7))))
[5225] ['1/3', '1/3', '6/7', '5/3', '4'] -> (4 / ((1/3 * 5/3) - (1/3 / 6/7)))
[5226] ['4/9', '7/9', '1', '8/5', '5/2'] -> (8/5 / ((4/9 - 7/9) + (1 / 5/2)))
[5227] ['1/7', '2/3', '2/3', '6/5', '6'] -> (2/3 + (6 / (6/5 * (1/7 / 2/3))))
[5228] ['1/8', '1/7', '2/9', '2/7', '5'] -> ((5 / (1/8 + 1/7)) / (2/9 / 2/7))
[5229] ['1/3', '5/9', '3/4', '3/4', '3'] -> ((3 / (5/9 - 1/3)) / (3/4 * 3/4))
[5230] ['4/9', '7/9', '1', '8/5', '8/3'] -> (8/3 / ((8/5 * (1 - 4/9)) - 7/9))
[5231] ['6/7', '7/6', '5/3', '9/4', '4'] -> ((5/3 + (6/7 * 7/6)) * (9/4 * 4))
[5232] ['7/9', '6/5', '5/3', '9/2', '6'] -> ((9/2 - (5/3 / 6/5)) / (7/9 / 6))
[5233] ['2/9', '1/4', '8/5', '5/2', '5'] -> ((8/5 - (1/4 / 5/2)) + (5 / 2/9))
[5234] ['3/7', '4/7', '6/7', '7/4', '4'] -> (4 / ((6/7 * 7/4) - (4/7 / 3/7)))
[5235] ['8/9', '8/7', '3/2', '7/3', '3'] -> (8/7 / ((8/9 * 3/2) - (3 / 7/3)))
[5236] ['1/3', '1/3', '6/7', '9/4', '4'] -> ((1/3 + (9/4 * 4)) / (1/3 / 6/7))
[5237] ['1/7', '7/6', '7/5', '7/3', '5'] -> ((7/6 + 7/3) * ((7/5 * 5) - 1/7))
[5238] ['1/3', '5/9', '3/4', '4/5', '3'] -> ((4/5 + (3 / (5/9 * 3/4))) / 1/3)
[5239] ['8/7', '7/5', '2', '5/2', '9/2'] -> ((8/7 * 9/2) / (2 - (5/2 / 7/5)))
[5240] ['6/7', '7/6', '5/3', '7/3', '4'] -> (4 / (7/6 * (6/7 - (5/3 / 7/3))))
[5241] ['1/7', '2/3', '2/3', '7/5', '6'] -> (6 * (2/3 + (2/3 / (1/7 * 7/5))))
[5242] ['1/3', '1/3', '6/7', '7/3', '4'] -> (4 / (1/3 - ((1/3 / 6/7) / 7/3)))
[5243] ['1/4', '7/8', '9/7', '5/3', '8'] -> (8 / (((5/3 - 1/4) / 7/8) - 9/7))
[5244] ['1/7', '7/6', '7/5', '5/2', '5'] -> ((1/7 + 5) * (7/6 + (7/5 * 5/2)))
[5245] ['2/9', '1/4', '8/5', '7/2', '5'] -> ((1/4 + (8/5 * 5)) + (7/2 / 2/9))
[5246] ['1/3', '5/9', '3/4', '6/7', '3'] -> (3 / (3/4 * (5/9 - (1/3 / 6/7))))
[5247] ['6/7', '7/6', '5/3', '5/2', '4'] -> (4 / ((6/7 * 7/6) + (5/3 - 5/2)))
