[345736] ['1/5', '1/4', '5/9', '5/8', '8'] -> 8 / (5/9 * (1/5 + 1/4 / 5/8))
[348241] ['1', '9/8', '7/6', '4/3', '7/5'] -> 4/3 / (1 / 9/8 - 7/6 / 7/5)
[348242] ['5/8', '7/6', '9/7', '9/5', '7'] -> 7 / (7/6 - 9/5 * 5/8 / 9/7)
[348243] ['3/8', '5/6', '5/6', '7/6', '5'] -> 5 / (3/8 - 7/6 + 5/6 / 5/6)
[348244] ['5/9', '5/9', '3/5', '9/4', '5'] -> (5 + 5/9 / 3/5) / (5/9 / 9/4)
[348245] ['3/8', '5/6', '5/6', '6/5', '5'] -> 5 / (3/8 + 5/6 - 5/6 * 6/5)
[348246] ['5/9', '5/9', '3/5', '7/3', '5'] -> (7/3 + 5/9 * 3/5) / (5/9 / 5)
[348247] ['5/8', '7/6', '9/7', '5/2', '7'] -> 7 / ((5/2 - 5/8) / 9/7 - 7/6)
[348248] ['3/8', '5/6', '5/6', '9/7', '5'] -> (5/6 + 5) * 9/7 / (3/8 * 5/6)
[348249] ['5/9', '5/9', '3/5', '5/2', '5'] -> (5 + 5/9 * 3/5) / (5/9 / 5/2)
[348250] ['3/8', '5/6', '5/6', '7/5', '5'] -> (5/6 + 7/5 * (5/6 + 5)) / 3/8
[348251] ['1', '9/8', '7/6', '4/3', '7/2'] -> (1 + 7/2) / (9/8 * (4/3 - 7/6))
[348252] ['5/9', '5/9', '3/5', '9/2', '5'] -> 5/9 * 9/2 * (3/5 + 5 / 5/9)
[348253] ['1', '9/8', '7/6', '7/5', '3/2'] -> 3/2 / (1 - 9/8 * 7/6 / 7/5)
[348254] ['5/9', '5/9', '5/8', '5/8', '5'] -> 5 / 5/8 / (5/9 / 5/8 - 5/9)
[348255] ['3/8', '5/6', '5/6', '8/3', '5'] -> (8/3 + 5) / (5/6 * 5/6 - 3/8)
[348256] ['1', '9/8', '7/6', '7/5', '8/5'] -> 8/5 / (7/5 / (9/8 * 7/6) - 1)
[348257] ['3/8', '5/6', '5/6', '7/2', '5'] -> 7/2 / (3/8 * 5/6 - 5/6 / 5)
[348258] ['1', '9/8', '7/6', '7/5', '5/3'] -> 1 / (7/5 * 5/3 - (9/8 + 7/6))
[348259] ['1/9', '2/9', '4/9', '9/5', '8'] -> 4/9 / 1/9 + 8 / (2/9 * 9/5)
[348260] ['3/8', '5/6', '6/7', '6/7', '5'] -> 5 / (3/8 + 5/6 - 6/7 / 6/7)
[348261] ['5/9', '5/9', '5/8', '7/8', '5'] -> (5 + 5/9 / 5/9) / (7/8 - 5/8)
[348262] ['5/8', '7/6', '4/3', '7/2', '7'] -> (7 * (7/2 - 7/6) - 4/3) / 5/8
[348263] ['1/9', '2/9', '1/2', '6/7', '8'] -> 8 / (6/7 * (1/2 + 1/9 - 2/9))
[348264] ['3/8', '5/6', '6/7', '8/9', '5'] -> 8/9 / (6/7 - 5/6) - 5 / 3/8
[348265] ['5/8', '7/6', '7/5', '7/5', '7'] -> 7 / 7/5 / (7/6 / 7/5 - 5/8)
[348266] ['5/8', '7/6', '7/5', '3/2', '7'] -> 7 / (5/8 * 7/5) / (3/2 - 7/6)
[348267] ['1/9', '2/9', '1/2', '9/8', '8'] -> 8 / (1/9 - 2/9 + 1/2 / 9/8)
[348268] ['1', '9/8', '7/6', '7/5', '9/2'] -> 9/2 / (9/8 * (1 - 7/6 / 7/5))
[348269] ['3/8', '5/6', '6/7', '7/6', '5'] -> 5 / (3/8 + 5/6 - 6/7 * 7/6)
[348270] ['5/8', '7/6', '7/5', '9/4', '7'] -> 7 / (5/8 / 9/4) - 7/5 / 7/6
[348271] ['1', '9/8', '7/6', '3/2', '8/5'] -> 7/6 / (3/2 / 8/5 - 1 / 9/8)
[348272] ['5/8', '7/6', '7/5', '7/3', '7'] -> 7 / (7/3 - (7/6 + 5/8 * 7/5))
[348273] ['5/8', '7/6', '7/5', '5/2', '7'] -> 7 / (5/8 - 7/6 / 7/5 / 5/2)
[348274] ['5/9', '5/9', '5/8', '5/3', '5'] -> 5 * 5/9 / 5/3 / (5/8 - 5/9)
[348275] ['1', '9/8', '7/6', '3/2', '9/4'] -> 3/2 / (1 - 9/4 + 9/8 * 7/6)
[348276] ['3/8', '5/6', '6/7', '4/3', '5'] -> 5 / ((4/3 - 5/6) / 6/7 - 3/8)
[348277] ['5/9', '5/9', '5/8', '7/4', '5'] -> 5 / (5/9 + 5/8 - 5/9 * 7/4)
[348278] ['5/8', '7/6', '7/5', '8/3', '7'] -> 7 / ((8/3 - 5/8) / 7/5 - 7/6)
[348279] ['1/9', '2/9', '5/9', '5/7', '8'] -> (5/9 / 5/7 - 1/9) / (2/9 / 8)
[348280] ['3/8', '5/6', '6/7', '7/5', '5'] -> (5/6 + 5 / (6/7 / 7/5)) / 3/8
[348281] ['1', '9/8', '7/6', '8/5', '9/5'] -> 8/5 / 9/5 / (7/6 / 9/8 - 1)
[348282] ['5/9', '5/9', '5/8', '7/2', '5'] -> (7/2 * (5 - 5/9) - 5/9) / 5/8
[348283] ['5/8', '7/6', '3/2', '5/2', '7'] -> (5/2 + 3/2 * 7) / (7/6 - 5/8)
[348284] ['1/9', '2/9', '5/9', '8/7', '8'] -> (5/9 + 2/9 * 8) / (1/9 / 8/7)
[348285] ['1/9', '2/9', '5/9', '7/6', '8'] -> (7/6 + 1/9 / 2/9) / (5/9 / 8)
[348286] ['5/9', '5/9', '2/3', '4/5', '5'] -> 2/3 * 5 / (5/9 / 4/5 - 5/9)
[348287] ['3/8', '5/6', '6/7', '7/3', '5'] -> (5/6 + 7/3 + 5 / 6/7) / 3/8
[348288] ['5/8', '7/6', '8/5', '7/4', '7'] -> 7 / (7/4 * (7/6 - 5/8 * 8/5))
[348289] ['5/9', '5/9', '2/3', '8/7', '5'] -> 5 / (5/9 / 5/9 / 8/7 - 2/3)
[348290] ['5/8', '7/6', '8/5', '9/5', '7'] -> (9/5 + 8/5 * 7) / (7/6 - 5/8)
[348291] ['1', '9/8', '7/6', '5/3', '7/4'] -> 1 / (9/8 - 7/6 - (5/3 - 7/4))
[348292] ['1/9', '2/9', '4/7', '3/5', '8'] -> 3/5 / (1/9 / 4/7) * (8 - 2/9)
[348293] ['5/8', '7/6', '8/5', '9/4', '7'] -> 7 / (7/6 / 5/8 - 8/5) - 9/4
[348294] ['3/8', '5/6', '6/7', '7/2', '5'] -> (6/7 * 7/2 + 5 / 5/6) / 3/8
[348295] ['1/9', '2/9', '4/7', '5/8', '8'] -> 8 / (1/9 / 4/7 + 2/9 * 5/8)
[348296] ['5/8', '7/6', '8/5', '8/3', '7'] -> 8/3 * 7 / (5/8 * 7/6) - 8/5
[348297] ['1/9', '2/9', '4/7', '3/4', '8'] -> 8 / (3/4 - (2/9 + 1/9 / 4/7))
[348298] ['3/8', '5/6', '7/8', '9/8', '5'] -> 5 / (7/8 - 9/8 - (3/8 - 5/6))
[348299] ['1', '9/8', '7/6', '5/3', '9/2'] -> 5/3 * 9/2 / (9/8 * 7/6 - 1)
[348300] ['3/8', '5/6', '7/8', '8/7', '5'] -> 5 / (3/8 + 5/6 - 7/8 * 8/7)
[348301] ['1/9', '2/9', '4/7', '7/8', '8'] -> 8 / (2/9 / 4/7 / 7/8 - 1/9)
[348302] ['1', '9/8', '7/6', '7/4', '9/4'] -> 1 / (7/6 * 7/4 - 9/4 / 9/8)
[348303] ['3/8', '5/6', '7/8', '6/5', '5'] -> 5 / ((3/8 + 7/8) / 6/5 - 5/6)
[348304] ['5/8', '7/6', '5/3', '7/4', '7'] -> 7 / (7/6 / 7/4 - 5/8 / 5/3)
[348305] ['5/9', '5/9', '2/3', '5/2', '5'] -> (5/9 / 2/3 + 5/2 * 5) / 5/9
[348306] ['1', '9/8', '7/6', '7/4', '7/3'] -> (7/3 + 7/6 / 7/4) / (9/8 - 1)
[348307] ['5/9', '5/9', '2/3', '7/2', '5'] -> (7/2 - 5/9 / 2/3) / (5/9 / 5)
[348308] ['5/8', '7/6', '5/3', '9/5', '7'] -> 7 * (9/5 + 7/6 / 5/8) - 5/3
[348309] ['1/9', '2/9', '4/7', '6/5', '8'] -> 8 / 6/5 / (2/9 / 4/7 - 1/9)
[348310] ['3/8', '5/6', '7/8', '7/5', '5'] -> 5 / 5/6 / (7/8 / 7/5 - 3/8)
[348311] ['1/9', '2/9', '4/7', '5/4', '8'] -> 5/4 * 8 / (2/9 + 1/9 / 4/7)
[348312] ['5/8', '7/6', '5/3', '7/2', '7'] -> 5/3 / (5/8 * 7/6) * (7/2 + 7)
[348313] ['3/8', '5/6', '7/8', '8/5', '5'] -> 8/5 * 5 / (3/8 + 5/6 - 7/8)
[348314] ['1', '9/8', '7/6', '9/5', '5/2'] -> 5/2 / (9/8 / 9/5) / (7/6 - 1)
[348315] ['1/9', '2/9', '4/7', '8/5', '8'] -> 8 / (1/9 / 4/7 + 2/9 / 8/5)
[348316] ['5/8', '7/6', '5/3', '9/2', '7'] -> (5/3 * 7 - (7/6 - 9/2)) / 5/8
[348317] ['3/8', '5/6', '7/8', '7/4', '5'] -> 5 / (5/6 * 7/4 - (3/8 + 7/8))
[348318] ['3/8', '5/6', '7/8', '9/5', '5'] -> 5 / (7/8 / (5/6 * 9/5) - 3/8)
[348319] ['1/9', '2/9', '4/7', '9/5', '8'] -> (2/9 + 8 / 9/5) / (1/9 / 4/7)
[348320] ['5/9', '5/9', '5/7', '7/8', '5'] -> 5 / (5/9 - 7/8 * 5/9 * 5/7)
[348321] ['3/8', '5/6', '7/8', '5/2', '5'] -> 5 / (3/8 * 5/2 - 5/6 * 7/8)
[348322] ['1', '9/8', '7/6', '9/4', '7/3'] -> 1 / (9/8 - 7/6 - (9/4 - 7/3))
[348323] ['5/9', '5/9', '5/7', '9/8', '5'] -> 5 / (5/9 / 5/7 + 5/9 - 9/8)
[348324] ['3/8', '5/6', '8/9', '8/9', '5'] -> 5 / (3/8 + 5/6 - 8/9 / 8/9)
[348325] ['5/8', '7/6', '9/5', '9/4', '7'] -> 9/4 * (7/6 / 5/8 + 9/5 + 7)
[348326] ['1', '9/8', '7/6', '7/3', '9/2'] -> 9/2 / (9/8 * (7/3 - (1 + 7/6)))
[348327] ['1/9', '2/9', '3/5', '5/7', '8'] -> 3/5 * 8 / (2/9 / 5/7 - 1/9)
[348328] ['5/8', '7/6', '9/5', '7/3', '7'] -> (7/3 + 7 / 7/6) / (5/8 / 9/5)
[348329] ['1', '9/8', '6/5', '6/5', '9/7'] -> 6/5 / (9/8 * 6/5 / 9/7 - 1)
[348330] ['3/8', '5/6', '8/9', '7/5', '5'] -> 5 * (8/9 / 5/6 + 7/5 / 3/8)
[348331] ['1', '9/8', '6/5', '6/5', '4/3'] -> 6/5 * 4/3 / (6/5 / 9/8 - 1)
[348332] ['1/9', '2/9', '3/5', '9/8', '8'] -> (9/8 * 8 - 1/9) / (2/9 / 3/5)
[348333] ['3/8', '5/6', '8/9', '8/5', '5'] -> (5/6 + 5) / (3/8 / 8/5) - 8/9
[348334] ['5/9', '5/9', '5/7', '7/4', '5'] -> (5/7 + 5) / (5/9 - 5/9 / 7/4)
[348335] ['5/8', '7/6', '9/4', '7/2', '7'] -> (7 - 7/6 / 7/2) / (5/8 / 9/4)
[348336] ['1', '9/8', '6/5', '6/5', '9/5'] -> 9/5 / (6/5 * (1 - 9/8 / 6/5))
[348337] ['1/9', '2/9', '3/5', '7/6', '8'] -> 8 / (7/6 - 1/9 / 2/9 / 3/5)
[348338] ['5/8', '7/6', '9/4', '9/2', '7'] -> 9/2 + 7 * (9/4 + 5/8 / 7/6)
[348339] ['1', '9/8', '6/5', '6/5', '9/4'] -> 9/4 / (6/5 * (6/5 - 9/8)) - 1
[348340] ['5/9', '5/9', '5/7', '7/3', '5'] -> 7/3 * (5/7 / 5/9 + 5 / 5/9)
[348341] ['1/9', '2/9', '3/5', '9/7', '8'] -> 8 / 9/7 / (2/9 / 3/5 - 1/9)
[348342] ['3/8', '5/6', '8/9', '9/4', '5'] -> (9/4 + 5 / (5/6 * 8/9)) / 3/8
[348343] ['5/8', '7/6', '5/2', '5/2', '7'] -> (5/2 + 7) / (5/8 * 5/2 - 7/6)
[348344] ['1/9', '2/9', '3/5', '4/3', '8'] -> (8 / 3/5 - 4/3) / (1/9 / 2/9)
[348345] ['1', '9/8', '6/5', '5/4', '9/7'] -> 1 / (6/5 * 5/4 / 9/7 - 9/8)
[348346] ['3/8', '5/6', '9/8', '9/8', '5'] -> 5 / (3/8 + 5/6 - 9/8 / 9/8)
[348347] ['1/9', '2/9', '3/5', '9/4', '8'] -> (1/9 + 3/5) * (8 / 2/9 - 9/4)
[348348] ['1', '9/8', '6/5', '5/4', '5/3'] -> (1 + 6/5 * 5/3) / (5/4 - 9/8)
[348349] ['5/8', '6/5', '6/5', '6/5', '7'] -> (6/5 + 6/5) * (7 / 5/8 - 6/5)
[348350] ['3/8', '5/6', '9/8', '5/4', '5'] -> 5 / 5/6 / (3/8 + 9/8 - 5/4)
[348351] ['1/9', '2/9', '3/5', '7/2', '8'] -> 3/5 * (7/2 + (1/9 + 8) / 2/9)
[348352] ['5/8', '6/5', '6/5', '5/4', '7'] -> 7 / (5/4 / 6/5 - 5/8 * 6/5)
[348353] ['5/9', '5/9', '3/4', '7/9', '5'] -> (5/9 + 5/9 / 5) / (7/9 - 3/4)
[348354] ['5/8', '6/5', '6/5', '4/3', '7'] -> 7 / (5/8 - 4/3 + 6/5 / 6/5)
[348355] ['1', '9/8', '6/5', '5/4', '8/3'] -> 1 / (8/3 - (9/8 + 6/5 * 5/4))
[348356] ['1/9', '2/9', '5/8', '5/7', '8'] -> 8 / (5/7 * (1/9 + 2/9 / 5/8))
[348357] ['3/8', '5/6', '9/8', '3/2', '5'] -> 5 * (9/8 / 3/8 + 3/2 / 5/6)
[348358] ['5/9', '5/9', '3/4', '7/6', '5'] -> (5/9 + 5) / (5/9 * (7/6 - 3/4))
[348359] ['5/8', '6/5', '6/5', '3/2', '7'] -> 7 * (6/5 + 3/2 / 5/8) - 6/5
[348360] ['5/9', '5/9', '3/4', '5/4', '5'] -> 5 * (3/4 + 5/4 / (5/9 * 5/9))
[348361] ['1/9', '2/9', '5/8', '7/6', '8'] -> (5/8 / 2/9 - 7/6 / 8) / 1/9
[348362] ['3/8', '5/6', '9/8', '9/5', '5'] -> 5 / 5/6 / (9/8 / 9/5 - 3/8)
[348363] ['1/9', '2/9', '5/8', '6/5', '8'] -> 6/5 * 8 / (2/9 + 1/9 / 5/8)
[348364] ['5/9', '5/9', '3/4', '4/3', '5'] -> (4/3 + 5 / (5/9 * 3/4)) / 5/9
[348365] ['3/8', '5/6', '9/8', '9/4', '5'] -> (9/4 + 5 / (5/6 / 9/8)) / 3/8
[348366] ['3/8', '5/6', '9/8', '7/3', '5'] -> 5 / (5/6 * (9/8 - 3/8 * 7/3))
[348367] ['1/9', '2/9', '5/8', '7/5', '8'] -> 7/5 * 8 / (1/9 + 2/9 / 5/8)
[348368] ['5/8', '6/5', '6/5', '5/2', '7'] -> (7 - 6/5 / 6/5) / (5/8 / 5/2)
[348369] ['1', '9/8', '6/5', '9/7', '5/2'] -> 6/5 * 5/2 / (1 - 9/8 / 9/7)
[348370] ['1/9', '2/9', '5/8', '9/5', '8'] -> (8 + 1/9 + 2/9) / (5/8 / 9/5)
[348371] ['5/8', '6/5', '6/5', '7/2', '7'] -> 6/5 / (7 * 5/8 / 7/2 - 6/5)
[348372] ['3/8', '5/6', '8/7', '5/4', '5'] -> 5 / (5/6 / 8/7 / 5/4 - 3/8)
[348373] ['5/9', '5/9', '3/4', '8/3', '5'] -> 5 / (5/9 * 3/4 - 5/9 / 8/3)
[348374] ['1/9', '2/9', '5/8', '9/4', '8'] -> 9/4 / (1/9 - 2/9 * 5/8 / 8)
[348375] ['1/9', '2/9', '5/8', '7/2', '8'] -> (8 + 7/2 / (1/9 / 2/9)) / 5/8
[348376] ['3/8', '5/6', '8/7', '9/7', '5'] -> 5 * (8/7 / 5/6 + 9/7 / 3/8)
[348377] ['1/9', '2/9', '2/3', '5/7', '8'] -> 8 / (5/7 * (1/9 + 2/3) - 2/9)
[348378] ['5/8', '6/5', '5/4', '4/3', '7'] -> 7 / 5/8 / (5/4 * 4/3 - 6/5)
[348379] ['3/8', '5/6', '8/7', '7/5', '5'] -> 7/5 * (8/7 + 5 / (3/8 * 5/6))
[348380] ['1', '9/8', '6/5', '4/3', '5/3'] -> (1 + 4/3 / 5/3) / (6/5 - 9/8)
[348381] ['1/9', '2/9', '2/3', '9/7', '8'] -> 8 / (9/7 * (1/9 + 2/9 * 2/3))
[348382] ['1', '9/8', '6/5', '4/3', '7/4'] -> 1 / (9/8 * 4/3 - 7/4 / 6/5)
[348383] ['1/9', '2/9', '2/3', '7/5', '8'] -> 8 / ((1/9 + 2/3) / 7/5 - 2/9)
[348384] ['5/8', '6/5', '5/4', '7/4', '7'] -> (5/4 + 7) / (5/8 * (7/4 - 6/5))
[348385] ['1', '9/8', '6/5', '4/3', '9/5'] -> 1 / (4/3 - (9/8 + 6/5) / 9/5)
[348386] ['3/8', '5/6', '8/7', '7/4', '5'] -> 8/7 / (3/8 / 7/4 - 5/6 / 5)
[348387] ['5/8', '6/5', '5/4', '9/5', '7'] -> 9/5 * 7 / (5/8 / 5/4) - 6/5
[348388] ['5/8', '6/5', '5/4', '9/4', '7'] -> 9/4 * 7 / (5/4 - 5/8) - 6/5
[348389] ['3/8', '5/6', '8/7', '7/3', '5'] -> (7/3 + 8/7 * (5/6 + 5)) / 3/8
[348390] ['5/9', '5/9', '7/9', '4/3', '5'] -> (4/3 + 5/9 + 7/9) / (5/9 / 5)
[348391] ['3/8', '5/6', '8/7', '5/2', '5'] -> 5 / (3/8 * 5/2 - 5/6 / 8/7)
[348392] ['5/8', '6/5', '9/7', '9/7', '7'] -> (9/7 + 9/7) * 7 / (5/8 * 6/5)
[348393] ['5/9', '5/9', '7/9', '8/5', '5'] -> 8/5 * 5 / (5/9 + 5/9 - 7/9)
[348394] ['1/9', '2/9', '5/7', '8/9', '8'] -> 8 / (5/7 * (8/9 - 1/9) - 2/9)
[348395] ['3/8', '5/6', '8/7', '8/3', '5'] -> (5 + 8/7 * (5/6 + 8/3)) / 3/8
[348396] ['5/9', '5/9', '7/9', '5/3', '5'] -> (5 + 5/9 / 5/3) / (7/9 - 5/9)
[348397] ['3/8', '5/6', '8/7', '7/2', '5'] -> (7/2 + 5) / (5/6 / 8/7 - 3/8)
[348398] ['1/9', '2/9', '5/7', '7/6', '8'] -> 8 / (5/7 * 7/6 - 1/9 / 2/9)
[348399] ['1', '9/8', '6/5', '7/5', '7/2'] -> 6/5 / 7/5 * 7/2 / (9/8 - 1)
[348400] ['3/8', '5/6', '8/7', '9/2', '5'] -> 3/8 + 9/2 * 5 / (5/6 * 8/7)
[348401] ['1/9', '2/9', '5/7', '6/5', '8'] -> 8 / 5/7 + (2/9 + 6/5) / 1/9
[348402] ['5/9', '5/9', '7/9', '5/2', '5'] -> (5/9 + 7/9) / (5/9 - 5/2 / 5)
[348403] ['1/9', '2/9', '5/7', '5/4', '8'] -> 8 / (1/9 / 5/7 + 2/9 / 5/4)
[348404] ['1', '9/8', '6/5', '3/2', '5/3'] -> 6/5 * 3/2 * 5/3 / (9/8 - 1)
[348405] ['5/9', '5/9', '7/9', '8/3', '5'] -> 8/3 / (7/9 - (5/9 + 5/9 / 5))
[348406] ['5/8', '6/5', '9/7', '7/4', '7'] -> 7/4 * 7 / (5/8 / 9/7) - 6/5
[348407] ['1', '9/8', '6/5', '3/2', '7/3'] -> 1 / (9/8 - 7/3 + 3/2 / 6/5)
[348408] ['5/9', '5/9', '4/5', '4/5', '5'] -> 5 / (5/9 - 5/9 / (4/5 + 4/5))
[348409] ['1/9', '2/9', '5/7', '7/4', '8'] -> 5/7 * 8 / (1/9 + 2/9 / 7/4)
[348410] ['5/9', '5/9', '4/5', '7/8', '5'] -> 5 / (5/9 / 4/5 - 5/9 * 7/8)
[348411] ['1', '9/8', '6/5', '3/2', '9/2'] -> 9/2 / (1 + 3/2) / (6/5 - 9/8)
[348412] ['3/8', '5/6', '7/6', '7/3', '5'] -> (5/6 + 7/3 + 7/6 * 5) / 3/8
[348413] ['3/8', '5/6', '7/6', '5/2', '5'] -> (5 - 7/6 / 5/6) / (3/8 / 5/2)
[348414] ['1', '9/8', '6/5', '8/5', '9/5'] -> 6/5 / (9/5 - (9/8 + 1 / 8/5))
[348415] ['1/9', '2/9', '5/7', '5/2', '8'] -> 8 * (5/2 / 5/7 - 1/9 / 2/9)
[348416] ['5/9', '5/9', '4/5', '8/7', '5'] -> 5 / (5/9 / 4/5 - 5/9 / 8/7)
[348417] ['5/8', '6/5', '4/3', '7/5', '7'] -> 7 / (5/8 * (6/5 + 7/5) - 4/3)
[348418] ['3/8', '5/6', '7/6', '7/2', '5'] -> (7/2 / 7/6 + 5 / 5/6) / 3/8
[348419] ['1/9', '2/9', '5/7', '7/2', '8'] -> 8 * (1/9 / 2/9 + 5/7 * 7/2)
[348420] ['1', '9/8', '6/5', '8/5', '5/2'] -> 1 / (5/2 - (9/8 + 8/5 / 6/5))
[348421] ['3/8', '5/6', '6/5', '6/5', '5'] -> 5 / (3/8 + 5/6 - 6/5 / 6/5)
[348422] ['3/8', '5/6', '6/5', '9/7', '5'] -> (5/6 + 5) * 9/7 / (3/8 / 6/5)
[348423] ['5/8', '6/5', '4/3', '9/4', '7'] -> 9/4 * (4/3 + 7 / (5/8 * 6/5))
[348424] ['1/9', '2/9', '3/4', '8/7', '8'] -> (1/9 + 8 / 8/7) / (2/9 / 3/4)
[348425] ['1', '9/8', '6/5', '5/3', '9/5'] -> 9/5 / ((1 + 9/8) / 5/3 - 6/5)
[348426] ['5/9', '5/9', '4/5', '3/2', '5'] -> 5 / 3/2 / (5/9 / 4/5 - 5/9)
[348427] ['5/9', '5/9', '4/5', '8/5', '5'] -> (4/5 + 8/5) / (5/9 / (5/9 + 5))
[348428] ['5/8', '6/5', '4/3', '8/3', '7'] -> 4/3 / 5/8 + 8/3 * (6/5 + 7)
[348429] ['3/8', '5/6', '6/5', '8/3', '5'] -> (8/3 + 5) / (5/6 / 6/5 - 3/8)
[348430] ['1', '9/8', '6/5', '5/3', '7/3'] -> 1 / (7/3 / (6/5 * 5/3) - 9/8)
[348431] ['1/9', '2/9', '3/4', '8/5', '8'] -> 3/4 * 8 / (1/9 + 2/9 / 8/5)
[348432] ['5/8', '6/5', '7/5', '7/5', '7'] -> 7 / (7/5 / 6/5 - 5/8 * 7/5)
[348433] ['5/8', '6/5', '7/5', '3/2', '7'] -> 7 / (5/8 - 3/2 + 7/5 / 6/5)
[348434] ['5/9', '5/9', '4/5', '8/3', '5'] -> (4/5 + 5/9 / 5/9) * 8/3 * 5
[348435] ['1/9', '2/9', '7/9', '4/5', '8'] -> 8 / (4/5 * (7/9 - 2/9) - 1/9)
[348436] ['3/8', '5/6', '5/4', '7/3', '5'] -> 5 / (3/8 * 7/3 - 5/6 / 5/4)
[348437] ['5/9', '5/9', '4/5', '7/2', '5'] -> 4/5 / ((7/2 - 5/9) / 5 - 5/9)
[348438] ['1', '9/8', '6/5', '7/4', '9/4'] -> 7/4 / (6/5 / 9/8 - 1) - 9/4
[348439] ['5/9', '5/9', '5/6', '5/6', '5'] -> (5/9 + 5) / (5/6 * (5/6 - 5/9))
[348440] ['1/9', '2/9', '7/9', '5/4', '8'] -> 8 / ((7/9 - 2/9) / 5/4 - 1/9)
[348441] ['3/8', '5/6', '9/7', '4/3', '5'] -> 5 / (4/3 - (5/6 + 3/8 / 9/7))
[348442] ['5/9', '5/9', '5/6', '7/8', '5'] -> 5 / (5/9 - 5/6 + 5/9 * 7/8)
[348443] ['5/8', '6/5', '7/5', '9/4', '7'] -> (6/5 + 9/4 / 5/8) / (7/5 / 7)
[348444] ['1', '9/8', '6/5', '7/4', '7/2'] -> 1 / (7/2 / 6/5 - (9/8 + 7/4))
[348445] ['3/8', '5/6', '9/7', '3/2', '5'] -> (3/2 + 9/7 * (5/6 + 5)) / 3/8
[348446] ['5/9', '5/9', '5/6', '8/7', '5'] -> 5 / (5/9 - 5/6 + 5/9 / 8/7)
[348447] ['1/9', '2/9', '4/5', '6/7', '8'] -> 8 / (6/7 * (1/9 + 2/9 / 4/5))
[348448] ['1', '9/8', '6/5', '7/4', '9/2'] -> 9/2 / (1 - 7/4 + 9/8 / 6/5)
[348449] ['5/8', '6/5', '7/5', '7/2', '7'] -> 7 / (5/8 - 7/5 / (6/5 * 7/2))
[348450] ['5/9', '5/9', '5/6', '6/5', '5'] -> 6/5 * (5/9 + 5) / (5/6 - 5/9)
[348451] ['1/9', '2/9', '4/5', '7/8', '8'] -> 8 / (1/9 / 4/5 + 2/9 * 7/8)
[348452] ['3/8', '5/6', '9/7', '7/4', '5'] -> (9/7 + 5) * 7/4 / (5/6 - 3/8)
[348453] ['5/8', '6/5', '3/2', '3/2', '7'] -> 3/2 * 7 / (5/8 / 3/2) - 6/5
[348454] ['1', '9/8', '6/5', '9/5', '7/2'] -> 1 / (7/2 / (6/5 + 9/5) - 9/8)
[348455] ['5/9', '5/9', '5/6', '8/5', '5'] -> 5 / (5/6 - 5/9 / 5/9 / 8/5)
[348456] ['3/8', '5/6', '9/7', '7/3', '5'] -> (9/7 * 7/3 + 5 / 5/6) / 3/8
[348457] ['1/9', '2/9', '4/5', '7/6', '8'] -> 7/6 * 8 / (1/9 + 2/9 / 4/5)
[348458] ['3/8', '5/6', '9/7', '5/2', '5'] -> 9/7 / (5/2 / (5/6 + 5) - 3/8)
[348459] ['1', '9/8', '6/5', '9/4', '5/2'] -> 6/5 * 5/2 / (9/4 - (1 + 9/8))
[348460] ['3/8', '5/6', '9/7', '8/3', '5'] -> 9/7 * (8/3 + 5 / (3/8 * 5/6))
[348461] ['1/9', '2/9', '4/5', '3/2', '8'] -> 8 + (3/2 + 2/9 / 4/5) / 1/9
[348462] ['1', '9/8', '6/5', '9/4', '8/3'] -> 9/4 * (1 / (6/5 - 9/8) - 8/3)
[348463] ['1/9', '2/9', '4/5', '9/4', '8'] -> (8 / 9/4 - 2/9) / (1/9 / 4/5)
[348464] ['3/8', '5/6', '9/7', '9/2', '5'] -> 9/7 * (5/6 + 9/2 + 5 / 3/8)
[348465] ['5/8', '6/5', '8/5', '7/2', '7'] -> 6/5 / (8/5 / 7 - 5/8 / 7/2)
[348466] ['3/8', '5/6', '4/3', '3/2', '5'] -> (5/6 + 3/2 + 4/3 * 5) / 3/8
[348467] ['1', '9/8', '6/5', '7/3', '5/2'] -> 6/5 / (9/8 * 7/3 / 5/2 - 1)
[348468] ['1', '9/8', '6/5', '7/3', '8/3'] -> 7/3 / (8/3 / 6/5 - (1 + 9/8))
[348469] ['3/8', '5/6', '4/3', '7/4', '5'] -> (4/3 + 5/6 / 3/8) * (7/4 + 5)
[348470] ['1', '9/8', '6/5', '7/3', '7/2'] -> 7/2 / (7/3 * (1 - 9/8 / 6/5))
[348471] ['5/8', '6/5', '5/3', '7/4', '7'] -> 7 / (5/3 * (7/4 - 6/5) - 5/8)
[348472] ['3/8', '5/6', '4/3', '9/5', '5'] -> 5 / (3/8 + 4/3 - 5/6 * 9/5)
[348473] ['1/9', '2/9', '5/6', '9/8', '8'] -> 8 / (9/8 * (1/9 + 2/9 * 5/6))
[348474] ['5/8', '6/5', '5/3', '9/5', '7'] -> 7 / (6/5 / 9/5 - 5/8 / 5/3)
[348475] ['3/8', '5/6', '4/3', '7/3', '5'] -> 5 / (3/8 + 5/6 + 4/3 - 7/3)
[348476] ['1', '9/8', '6/5', '5/2', '5/2'] -> 6/5 / (9/8 / 5/2 - 1 / 5/2)
