[328006] ['1/6', '3/8', '5/7', '5/4', '8'] -> 8 / (5/7 * (1/6 + 3/8 / 5/4))
[330127] ['4/5', '1', '6/5', '8/5', '7/4'] -> 6/5 / (8/5 - 7/4 - (4/5 - 1))
[330128] ['1/5', '7/8', '5/4', '7/3', '3'] -> 3 / (7/8 / 7/3 - 1/5 * 5/4)
[330129] ['1/8', '3/7', '1/2', '1', '8/5'] -> (1/2 + 8/5) / (1/8 / (3/7 + 1))
[330130] ['4/7', '7/5', '3/2', '8/3', '7'] -> 7 * (4/7 + 8/3 / (7/5 / 3/2))
[330131] ['9/8', '9/5', '9/4', '5/2', '7'] -> 9/4 / 9/8 + 5/2 * (9/5 + 7)
[330132] ['1/8', '3/5', '9/8', '7/6', '8'] -> 8 / (7/6 / (1/8 + 9/8) - 3/5)
[330133] ['1/3', '7/9', '1', '9/8', '7/2'] -> 1 / (7/2 - (9/8 + 7/9 / 1/3))
[330134] ['1/6', '2/9', '8/7', '3/2', '2'] -> 2 / (2/9 / 8/7 - 1/6 / 3/2)
[330135] ['4/5', '1', '6/5', '8/5', '9/4'] -> (6/5 + 8/5 * 9/4) / (1 - 4/5)
[330136] ['1/3', '7/9', '1', '9/8', '9/2'] -> 1 / (9/2 * 1/3 * 7/9 - 9/8)
[330137] ['1/8', '3/7', '1/2', '1', '5/3'] -> (1 / (3/7 * 1/2) - 5/3) / 1/8
[330138] ['1/5', '7/8', '5/4', '8/3', '3'] -> 1/5 / (7/8 - 3 + 8/3 / 5/4)
[330139] ['1/6', '3/7', '3/5', '9/5', '8'] -> 3/5 / 3/7 / (9/5 / 8 - 1/6)
[330140] ['1/3', '3/4', '7/9', '4/5', '5'] -> (1/3 + 5) / (7/9 / 4/5 - 3/4)
[330141] ['4/5', '1', '6/5', '8/5', '9/2'] -> 8/5 / (4/5 - 1 + 6/5 / 9/2)
[330142] ['4/9', '3/4', '5/6', '7/5', '5'] -> 5 / (3/4 / 7/5) / (5/6 - 4/9)
[330143] ['1/8', '3/7', '1/2', '1', '9/4'] -> 1 / 3/7 / (1/2 / 9/4 - 1/8)
[330144] ['1/5', '7/8', '9/7', '4/3', '3'] -> (4/3 + 3 / 1/5) / (7/8 / 9/7)
[330145] ['4/7', '6/7', '7/5', '2', '8/3'] -> 6/7 / (4/7 - 2 / (7/5 * 8/3))
[330146] ['9/8', '9/5', '7/3', '5/2', '7'] -> 9/5 / (7 / (7/3 * 5/2) - 9/8)
[330147] ['1/6', '3/7', '3/5', '8/3', '8'] -> 8/3 / (1/6 * 3/7) - 8 / 3/5
[330148] ['1/3', '3/4', '7/9', '7/8', '5'] -> 1/3 * 5 / (3/4 - 7/9 * 7/8)
[330149] ['1/5', '7/8', '9/7', '7/5', '3'] -> (9/7 + 7/5 * 3) / (1/5 / 7/8)
[330150] ['1/8', '3/5', '8/7', '7/6', '8'] -> 7/6 / (1/8 / 8/7) + 8 / 3/5
[330151] ['1/6', '2/9', '8/7', '2', '7/2'] -> 7/2 * (2 / 1/6 - 8/7 / 2/9)
[330152] ['1/3', '7/9', '1', '8/7', '3/2'] -> 1/3 / (7/9 / 8/7 - 1 / 3/2)
[330153] ['1/3', '3/4', '7/9', '8/7', '5'] -> 1/3 * 5 / (3/4 - 7/9 / 8/7)
[330154] ['9/8', '9/5', '7/3', '9/2', '7'] -> 9/5 * (7/3 + 7 + 9/2 / 9/8)
[330155] ['1/8', '3/7', '5/9', '3/5', '1'] -> 1 / (5/9 * 3/5 - 1/8 / 3/7)
[330156] ['1/6', '3/7', '3/5', '9/2', '8'] -> 1/6 + 9/2 / 3/7 + 8 / 3/5
[330157] ['1/5', '7/8', '9/7', '8/5', '3'] -> (3 + 8/5 * 7/8 * 9/7) / 1/5
[330158] ['4/5', '1', '6/5', '5/3', '9/2'] -> (1 + 5/3) * 9/2 * (4/5 + 6/5)
[330159] ['4/9', '3/4', '5/6', '9/4', '5'] -> 5 / 5/6 / (4/9 * 9/4 - 3/4)
[330160] ['1/3', '3/4', '7/9', '6/5', '5'] -> 6/5 * 5 / (3/4 * 7/9 - 1/3)
[330161] ['1/6', '2/9', '7/6', '9/7', '2'] -> 2 / (2/9 - 1/6) / (7/6 * 9/7)
[330162] ['4/5', '1', '6/5', '7/4', '9/5'] -> 4/5 / 6/5 / (1 - 7/4 / 9/5)
[330163] ['1/8', '3/7', '5/9', '2/3', '1'] -> (1 / 3/7 - 2/3) / (1/8 * 5/9)
[330164] ['4/7', '6/7', '3/2', '9/5', '2'] -> 4/7 / (2 - (3/2 + 6/7 / 9/5))
[330165] ['1/5', '7/8', '9/7', '7/4', '3'] -> 3 / (1/5 * (7/4 - 7/8 * 9/7))
[330166] ['1/3', '3/4', '7/9', '5/4', '5'] -> (1/3 + 5) / (7/9 * 5/4 - 3/4)
[330167] ['1/6', '3/7', '5/8', '3/4', '8'] -> 8 / (5/8 - 3/4 * 1/6 / 3/7)
[330168] ['9/8', '9/5', '8/3', '8/3', '7'] -> 9/5 * (8/3 * 8/3 + 7 / 9/8)
[330169] ['4/7', '7/5', '5/3', '5/2', '7'] -> 4/7 * 7 / (5/2 - 7/5 * 5/3)
[330170] ['1/6', '2/9', '7/6', '9/5', '2'] -> 2/9 / 1/6 / (7/6 - 2 / 9/5)
[330171] ['4/7', '6/7', '3/2', '2', '8/3'] -> 4/7 / (6/7 - 3/2 - (2 - 8/3))
[330172] ['1/8', '3/7', '5/9', '7/9', '1'] -> 1 / (3/7 * (7/9 - (1/8 + 5/9)))
[330173] ['4/5', '1', '6/5', '9/5', '9/5'] -> (9/5 + 6/5 + 9/5) / (1 - 4/5)
[330174] ['4/7', '7/5', '5/3', '8/3', '7'] -> (7/5 + 4/7 * 7) * 5/3 * 8/3
[330175] ['1/6', '3/7', '5/8', '4/5', '8'] -> 4/5 / (1/6 * 3/7) + 8 / 5/8
[330176] ['1/5', '7/8', '9/7', '9/4', '3'] -> 9/4 / 7/8 + (9/7 + 3) / 1/5
[330177] ['1/6', '3/7', '5/8', '5/6', '8'] -> (8 + 5/6 / 5/8) / (1/6 / 3/7)
[330178] ['1/8', '3/7', '5/9', '5/6', '1'] -> (5/9 / 5/6 + 1 / 3/7) / 1/8
[330179] ['4/5', '1', '6/5', '9/5', '5/2'] -> (9/5 + 6/5 * 5/2) / (1 - 4/5)
[330180] ['4/7', '6/7', '8/5', '8/5', '2'] -> 8/5 / ((2 - 4/7) / 6/7 - 8/5)
[330181] ['1/3', '7/9', '1', '8/7', '9/2'] -> 8/7 / (1/3 - 1 / (7/9 * 9/2))
[330182] ['1/6', '3/7', '5/8', '6/7', '8'] -> 3/7 / (6/7 / (1/6 * 8) - 5/8)
[330183] ['1/3', '3/4', '7/9', '5/2', '5'] -> 5 * 1/3 / 5/2 / (7/9 - 3/4)
[330184] ['1/8', '3/7', '5/9', '6/7', '1'] -> (3/7 + 1) / (6/7 * 1/8 * 5/9)
[330185] ['1/8', '3/5', '8/7', '7/3', '8'] -> 3/5 * 7/3 * (8 + 8/7 / 1/8)
[330186] ['1/5', '7/8', '9/7', '8/3', '3'] -> (3 + 8/3 / 1/5) / (7/8 / 9/7)
[330187] ['4/7', '7/5', '7/4', '9/4', '7'] -> 7 * (4/7 + (7/4 + 9/4) / 7/5)
[330188] ['4/9', '3/4', '6/7', '8/7', '5'] -> (6/7 + 8/7) * (3/4 + 5 / 4/9)
[330189] ['1/6', '2/9', '6/5', '7/4', '2'] -> 2 / 6/5 / (1/6 * 7/4 - 2/9)
[330190] ['1/3', '7/9', '1', '7/6', '5/4'] -> 1 / (7/6 - 5/4 / (1/3 + 7/9))
[330191] ['1/5', '7/8', '9/7', '3', '7/2'] -> 3 / (9/7 * 7/2 - 7/8 / 1/5)
[330192] ['1/8', '3/5', '8/7', '8/3', '8'] -> 8/7 + 8 / (1/8 + 3/5 / 8/3)
[330193] ['9/8', '9/4', '7/3', '7/3', '7'] -> 7 / (7/3 * (9/4 - 9/8) - 7/3)
[330194] ['4/7', '7/5', '7/4', '5/2', '7'] -> (4/7 + 7/5 / 7/4) * 5/2 * 7
[330195] ['1/3', '7/9', '1', '7/6', '7/5'] -> (1/3 + 1) / (7/6 / 7/5 - 7/9)
[330196] ['1/8', '3/5', '8/7', '7/2', '8'] -> 3/5 * (8 + 7/2 / (1/8 / 8/7))
[330197] ['4/9', '3/4', '6/7', '6/5', '5'] -> 5 / (3/4 * 6/7 - 4/9) - 6/5
[330198] ['1/6', '2/9', '6/5', '2', '5/2'] -> 6/5 / (2 / 5/2 - 1/6 / 2/9)
[330199] ['1/8', '3/7', '5/9', '1', '7/6'] -> (3/7 + 1) * 7/6 / (1/8 * 5/9)
[330200] ['1/3', '3/4', '4/5', '7/8', '5'] -> (3/4 + 5 / 4/5) / (1/3 * 7/8)
[330201] ['9/8', '9/4', '5/2', '5/2', '7'] -> (7 + 5/2 + 5/2) / (9/8 / 9/4)
[330202] ['1/5', '7/8', '4/3', '7/5', '3'] -> 1/5 / (7/8 - 4/3 + 7/5 / 3)
[330203] ['4/7', '6/7', '8/5', '2', '8/3'] -> 4/7 / (6/7 - 8/3 / (8/5 * 2))
[330204] ['1/3', '7/9', '1', '7/6', '5/3'] -> (5/3 + 7/9 / 1/3) / (7/6 - 1)
[330205] ['4/7', '7/5', '7/4', '9/2', '7'] -> 9/2 + (4/7 + 7/4) * (7/5 + 7)
[330206] ['9/8', '9/4', '7/2', '7/2', '7'] -> 7/2 * (7 - 9/8 / 9/4 / 7/2)
[330207] ['1/6', '3/7', '5/8', '4/3', '8'] -> 8 / (5/8 - 1/6 / 3/7 / 4/3)
[330208] ['1/3', '3/4', '4/5', '9/8', '5'] -> 4/5 / (1/3 - 9/8 / (3/4 * 5))
[330209] ['4/5', '1', '6/5', '8/3', '8/3'] -> (8/3 + 4/5 * 8/3) / (6/5 - 1)
[330210] ['1/3', '3/4', '4/5', '8/7', '5'] -> (3/4 + 5 / 4/5) / (1/3 / 8/7)
[330211] ['9/8', '7/3', '7/3', '7/3', '7'] -> 7 / (7/3 * (9/8 - 7/3 / 7/3))
[330212] ['1/8', '3/7', '5/9', '1', '4/3'] -> 1 / (1/8 * 3/7) / (4/3 - 5/9)
[330213] ['1/8', '3/5', '7/6', '9/7', '8'] -> 9/7 / (1/8 * 3/5) + 8 / 7/6
[330214] ['1/6', '2/9', '5/4', '7/5', '2'] -> 2 / (5/4 * (7/5 - 2/9 / 1/6))
[330215] ['1/5', '7/8', '4/3', '9/5', '3'] -> 9/5 / (7/8 - 3 * 1/5 * 4/3)
[330216] ['1/6', '3/7', '5/8', '3/2', '8'] -> ((8 - 3/2) / 3/7 - 1/6) / 5/8
[330217] ['4/7', '6/7', '5/3', '5/3', '2'] -> 4/7 / (6/7 - 5/3 + 5/3 / 2)
[330218] ['1/8', '3/7', '5/9', '1', '7/5'] -> 1 / (1/8 * 3/7) / (5/9 * 7/5)
[330219] ['9/8', '7/3', '7/3', '7/2', '7'] -> 7 / (9/8 - 7/3 + 7/2 / 7/3)
[330220] ['4/5', '1', '6/5', '9/2', '9/2'] -> (6/5 + 9/2) / (1 - 4/5) - 9/2
[330221] ['1/8', '3/5', '7/6', '4/3', '8'] -> 4/3 + 7/6 / 1/8 + 8 / 3/5
[330222] ['1/6', '2/9', '5/4', '8/5', '2'] -> 5/4 * (8/5 / 2/9 + 2 / 1/6)
[330223] ['9/8', '7/3', '7/3', '9/2', '7'] -> (7 - 7/3 / 7/3) / (9/8 / 9/2)
[330224] ['1/8', '3/7', '5/9', '1', '3/2'] -> (5/9 + 1) / (1/8 / (3/7 + 3/2))
[330225] ['4/7', '6/7', '5/3', '2', '9/4'] -> 2 / (4/7 / 6/7 + 5/3 - 9/4)
[330226] ['1/6', '2/9', '5/4', '7/4', '2'] -> 2 / (7/4 - 5/4 / (1/6 / 2/9))
[330227] ['1/3', '7/9', '1', '7/6', '7/2'] -> (7/2 / (7/6 - 7/9) - 1) / 1/3
[330228] ['4/7', '6/7', '5/3', '2', '7/3'] -> 4/7 * 7/3 / (2 - 5/3 / 6/7)
[330229] ['1/8', '3/7', '5/9', '1', '5/3'] -> 1 / (5/9 / 5/3 - 1/8 / 3/7)
[330230] ['4/5', '1', '5/4', '5/4', '4/3'] -> (1 + 4/5 * 5/4) / (4/3 - 5/4)
[330231] ['1/5', '7/8', '4/3', '8/3', '3'] -> 7/8 * 8/3 + (4/3 + 3) / 1/5
[330232] ['1/3', '3/4', '4/5', '7/2', '5'] -> 7/2 / (1/3 - 3/4 / 4/5 / 5)
[330233] ['1/6', '2/9', '9/7', '7/5', '2'] -> (2/9 + 2) * 7/5 / (1/6 / 9/7)
[330234] ['1/5', '7/8', '7/5', '7/5', '3'] -> 7/5 / (7/8 / (1/5 * 3) - 7/5)
[330235] ['1/3', '3/4', '5/6', '6/7', '5'] -> (1/3 + 5) / (5/6 / 6/7 - 3/4)
[330236] ['4/7', '6/7', '5/3', '2', '7/2'] -> 2 / (6/7 * 7/2 - 5/3 / 4/7)
[330237] ['1/3', '7/9', '1', '6/5', '4/3'] -> 4/3 / (1/3 / 6/5 + 7/9 - 1)
[330238] ['9/8', '5/2', '5/2', '7/2', '7'] -> (7 - 5/2) / (9/8 / (5/2 + 7/2))
[330239] ['4/5', '1', '5/4', '5/4', '5/3'] -> 5/4 / (4/5 - 5/4 / 5/3) - 1
[330240] ['4/9', '3/4', '6/7', '8/3', '5'] -> 6/7 * 8/3 * (5 / 4/9 - 3/4)
[330241] ['1/6', '2/9', '9/7', '5/3', '2'] -> (5/3 * 2 - 2/9) / (1/6 / 9/7)
[330242] ['1/3', '3/4', '5/6', '8/7', '5'] -> 5 / (1/3 / 8/7 + 3/4 - 5/6)
[330243] ['9/8', '5/2', '7/2', '7/2', '7'] -> (7 + 5/2 / 7/2) / (9/8 / 7/2)
[330244] ['1/5', '7/8', '7/5', '9/5', '3'] -> 9/5 / (1/5 * 3 + 7/8 - 7/5)
[330245] ['1/8', '3/7', '5/9', '1', '7/3'] -> (7/3 + 3/7 * (5/9 + 1)) / 1/8
[330246] ['4/7', '7/5', '7/3', '7/3', '7'] -> 7 * (7/3 / 7/5 - (4/7 - 7/3))
[330247] ['1/8', '3/5', '6/5', '5/4', '8'] -> 6/5 + 8 + (3/5 + 5/4) / 1/8
[330248] ['1/6', '2/9', '9/7', '2', '9/4'] -> (2/9 + 2 / 9/7) / (1/6 / 9/4)
[330249] ['4/7', '7/5', '7/3', '5/2', '7'] -> 7 / 5/2 / (7/5 / 4/7 - 7/3)
[330250] ['1/3', '3/4', '5/6', '9/7', '5'] -> 5 / 5/6 / (3/4 / 9/7 - 1/3)
[330251] ['1/8', '3/7', '5/9', '1', '5/2'] -> 1 / 3/7 / (5/9 / 5/2 - 1/8)
[330252] ['4/7', '6/7', '7/4', '2', '7/2'] -> 6/7 * 2 / (4/7 - 7/4 / 7/2)
[330253] ['4/7', '7/5', '7/3', '7/2', '7'] -> 4/7 * 7 / (7/2 / 7/5 - 7/3)
[330254] ['9/8', '7/2', '7/2', '7/2', '7'] -> (7/2 + 7) / (9/8 * 7/2 - 7/2)
[330255] ['4/7', '6/7', '9/5', '9/5', '2'] -> 4/7 * 9/5 / (9/5 / 2 - 6/7)
[330256] ['1/3', '3/4', '5/6', '8/5', '5'] -> (5/6 * 8/5 + 5 / 3/4) / 1/3
[330257] ['1/8', '3/7', '5/9', '1', '9/2'] -> (5/9 + 1) * 9/2 / (1/8 / 3/7)
[330258] ['9/8', '9/2', '9/2', '9/2', '7'] -> (7 - 9/2 / 9/2) / (9/8 / 9/2)
[330259] ['1/6', '2/9', '9/7', '2', '9/2'] -> (9/2 / 9/7 - (1/6 - 2)) / 2/9
[330260] ['1/5', '7/8', '3/2', '5/3', '3'] -> 1/5 * 3 / (3/2 / 5/3 - 7/8)
[330261] ['1/3', '3/4', '5/6', '9/5', '5'] -> 5 / (3/4 / 9/5) / (5/6 - 1/3)
[330262] ['8/7', '8/7', '8/7', '7/6', '7'] -> 7 / (7/6 - 8/7 / (8/7 * 8/7))
[330263] ['1/8', '3/7', '4/7', '5/8', '1'] -> 3/7 / (4/7 * (1/8 + 1) - 5/8)
[330264] ['4/7', '7/5', '8/3', '7/2', '7'] -> 4/7 * 7 / (8/3 - 7/2 / 7/5)
[330265] ['1/6', '2/9', '4/3', '7/5', '2'] -> 4/3 / (1/6 / (2 - 7/5) - 2/9)
[330266] ['4/7', '6/7', '9/5', '2', '5/2'] -> 4/7 / (5/2 - (2 + 6/7 / 9/5))
[330267] ['4/9', '3/4', '7/8', '9/7', '5'] -> 5 / (4/9 * 7/8) / (9/7 - 3/4)
[330268] ['1/6', '3/7', '2/3', '5/3', '8'] -> (8 - 5/3 / 3/7) / 1/6 - 2/3
[330269] ['1/6', '2/9', '4/3', '7/4', '2'] -> 4/3 / (2/9 * 7/4 - 1/6 * 2)
[330270] ['8/7', '8/7', '8/7', '9/7', '7'] -> 7 * (8/7 / 8/7 + 8/7 + 9/7)
[330271] ['1/3', '3/4', '6/7', '7/8', '5'] -> (6/7 + 5 / (1/3 * 7/8)) / 3/4
[330272] ['4/9', '3/4', '7/8', '7/5', '5'] -> 5 / (4/9 * 3/4) / (7/8 / 7/5)
[330273] ['1/6', '2/9', '4/3', '2', '9/4'] -> (4/3 + 2/9 * 2) / (1/6 / 9/4)
[330274] ['8/7', '8/7', '8/7', '4/3', '7'] -> 8/7 * 7 / (4/3 - 8/7 / 8/7)
[330275] ['4/7', '3/2', '3/2', '3/2', '7'] -> 3/2 * (3/2 + 7 * (4/7 + 3/2))
[330276] ['4/7', '6/7', '2', '9/4', '9/4'] -> 6/7 / (4/7 / (9/4 - 2) - 9/4)
[330277] ['4/9', '3/4', '7/8', '3/2', '5'] -> 5 / (4/9 * 3/4) / (3/2 - 7/8)
[330278] ['1/5', '7/8', '3/2', '3', '7/2'] -> 3 / (1/5 * (3/2 + 7/2) - 7/8)
[330279] ['1/8', '3/5', '9/7', '4/3', '8'] -> 4/3 / (1/8 * 3/5) + 8 / 9/7
[330280] ['8/7', '8/7', '8/7', '8/5', '7'] -> (8/7 + 8/7 / 8/7) * 8/5 * 7
[330281] ['4/7', '3/2', '3/2', '5/3', '7'] -> 7 * (3/2 * 5/3 - (4/7 - 3/2))
[330282] ['1/3', '7/9', '1', '5/4', '8/5'] -> 1/3 * 8/5 / (1 / 5/4 - 7/9)
[330283] ['1/6', '2/9', '7/5', '8/5', '2'] -> 8/5 / 2/9 + 2 / (1/6 / 7/5)
[330284] ['1/5', '7/8', '8/5', '5/3', '3'] -> 1/5 / (8/5 / 3 - 7/8 / 5/3)
[330285] ['8/7', '8/7', '8/7', '7/4', '7'] -> 7 * (8/7 + 7/4 * 8/7 * 8/7)
[330286] ['4/9', '3/4', '7/8', '9/5', '5'] -> (3/4 + 5 / (4/9 / 9/5)) / 7/8
[330287] ['1/6', '3/7', '5/7', '8/9', '8'] -> 8 * (5/7 + 8/9 / (1/6 / 3/7))
[330288] ['1/6', '2/9', '7/5', '7/4', '2'] -> 2 / (2/9 / 1/6 - 7/4 / 7/5)
[330289] ['1/8', '3/5', '9/7', '8/5', '8'] -> 8/5 / (1/8 - 3/5 / 9/7 / 8)
[330290] ['1/5', '7/8', '8/5', '9/4', '3'] -> (3 + 9/4 / (1/5 / 8/5)) / 7/8
[330291] ['1/3', '3/4', '6/7', '7/5', '5'] -> 6/7 * 7/5 * 5 / (1/3 * 3/4)
[330292] ['1/6', '3/7', '5/7', '9/8', '8'] -> 8 * (5/7 + 3/7 / (1/6 * 9/8))
[330293] ['4/7', '6/7', '2', '5/2', '8/3'] -> 6/7 / (4/7 - 5/2 / (2 + 8/3))
[330294] ['1/3', '7/9', '1', '5/4', '7/3'] -> (1 + 7/3) / (5/4 - (1/3 + 7/9))
[330295] ['4/7', '6/7', '2', '8/3', '7/2'] -> 8/3 * (6/7 + 2 * (4/7 + 7/2))
[330296] ['1/8', '3/7', '3/5', '3/5', '1'] -> (3/5 / 3/7 + 3/5 + 1) / 1/8
[330297] ['1/6', '2/9', '7/5', '2', '5/2'] -> (7/5 * 5/2 - (1/6 - 2)) / 2/9
[330298] ['1/6', '3/7', '5/7', '7/5', '8'] -> 8 / (1/6 * (7/5 + 3/7 / 5/7))
[330299] ['1/5', '7/8', '5/3', '5/3', '3'] -> 3 / (5/3 * (1/5 + 7/8) - 5/3)
[330300] ['4/9', '3/4', '7/8', '7/2', '5'] -> (7/2 / 7/8 + 5 / 3/4) / 4/9
[330301] ['8/7', '8/7', '7/6', '5/4', '7'] -> 7 / (7/6 * (5/4 - 8/7 / 8/7))
[330302] ['1/8', '3/5', '9/7', '9/5', '8'] -> 8 + (3/5 + 9/5 / 9/7) / 1/8
[330303] ['1/8', '3/7', '3/5', '5/8', '1'] -> (3/5 / 3/7 + 1 / 5/8) / 1/8
[330304] ['1/5', '7/8', '5/3', '9/4', '3'] -> 3 / (7/8 - 9/4 * 1/5 * 5/3)
[330305] ['1/6', '2/9', '7/5', '2', '9/2'] -> (2 + (1/6 + 9/2) / 7/5) / 2/9
[330306] ['4/5', '1', '5/4', '4/3', '5/3'] -> 5/3 / (4/5 * (4/3 - 5/4)) - 1
[330308] ['8/7', '8/7', '7/6', '9/5', '7'] -> 9/5 * (8/7 + 8/7) * (7 - 7/6)
[330307] ['1/6', '3/7', '5/7', '8/3', '8'] -> (8/3 / 1/6 - 5/7 * 8) / 3/7
[330309] ['4/9', '3/4', '8/9', '7/6', '5'] -> 5 / (4/9 / 8/9) / (7/6 - 3/4)
[330310] ['1/3', '3/4', '6/7', '5/2', '5'] -> ((5/2 + 5) / 6/7 - 3/4) / 1/3
[330311] ['4/7', '3/2', '7/4', '9/5', '7'] -> 7 / (7/4 - 3/2 / (4/7 * 9/5))
[330312] ['4/7', '7/8', '7/8', '6/5', '2'] -> 2 / (4/7 * (7/8 - 7/8 / 6/5))
[330313] ['8/7', '8/7', '7/6', '5/2', '7'] -> (8/7 + 8/7 * 5/2) / (7/6 / 7)
[330314] ['1/6', '2/9', '8/5', '7/4', '2'] -> (7/4 * 2 - 1/6) / (2/9 / 8/5)
[330315] ['1/5', '7/8', '5/3', '3', '9/2'] -> (3 - 1/5) * 9/2 / (7/8 / 5/3)
[330316] ['1/3', '3/4', '6/7', '8/3', '5'] -> (8/3 + 5 / 3/4) / (1/3 / 6/7)
[330317] ['1/8', '3/7', '3/5', '4/5', '1'] -> (1 + 3/5 / 3/7) / (1/8 * 4/5)
[330318] ['1/8', '3/5', '4/3', '4/3', '8'] -> (8 - 4/3) / (4/3 * 1/8 / 3/5)
[330319] ['4/7', '3/2', '9/5', '9/5', '7'] -> 7 * 4/7 * 9/5 / (9/5 - 3/2)
[330320] ['1/5', '7/8', '7/4', '7/4', '3'] -> (7/4 / 1/5 - 7/4) / (7/8 / 3)
[330321] ['1/6', '2/9', '8/5', '2', '7/3'] -> 7/3 / (1/6 - 2/9 / 8/5 / 2)
[330322] ['1/3', '3/4', '6/7', '7/2', '5'] -> (6/7 * 7/2 + 5 / 1/3) / 3/4
[330323] ['8/7', '8/7', '6/5', '5/4', '7'] -> 6/5 * 5/4 * 7 * (8/7 + 8/7)
[330324] ['8/7', '8/7', '6/5', '9/7', '7'] -> 8/7 * 7 / (9/7 - 8/7 / 6/5)
[330325] ['1/8', '3/5', '4/3', '3/2', '8'] -> 8 / 3/5 - (4/3 - 3/2 / 1/8)
[330326] ['1/8', '3/7', '3/5', '6/7', '1'] -> 6/7 / 1/8 / (1 - 3/7 / 3/5)
[330327] ['1/5', '7/8', '7/4', '7/3', '3'] -> 3 / (7/8 / (1/5 * 7/3) - 7/4)
[330328] ['8/7', '8/7', '6/5', '4/3', '7'] -> 7 * (8/7 / 6/5 + 8/7 + 4/3)
[330329] ['4/7', '3/2', '9/5', '5/2', '7'] -> 4/7 * 7 * (3/2 + 9/5 * 5/2)
[330330] ['1/6', '2/9', '8/5', '2', '9/2'] -> 8/5 * 9/2 * (2 + 2/9 / 1/6)
[330331] ['1/8', '3/5', '4/3', '7/3', '8'] -> (7/3 / 1/8 + 8 / 3/5) / 4/3
[330332] ['1/8', '3/7', '3/5', '8/9', '1'] -> (1 / (3/7 * 3/5) - 8/9) / 1/8
[330333] ['1/5', '7/8', '7/4', '3', '7/2'] -> 7/8 / 7/2 + (7/4 + 3) / 1/5
[330334] ['1/3', '3/4', '7/8', '9/7', '5'] -> 1/3 * 5 / (3/4 - 7/8 / 9/7)
[330335] ['8/7', '8/7', '6/5', '5/3', '7'] -> 7 * (8/7 + 5/3 * 8/7 * 6/5)
[330336] ['4/7', '3/2', '9/5', '9/2', '7'] -> 7 * (9/2 / 9/5 - (4/7 - 3/2))
[330337] ['4/9', '3/4', '8/9', '5/2', '5'] -> 4/9 / (8/9 - 3/4) * (5/2 + 5)
[330338] ['1/3', '7/9', '1', '9/7', '7/2'] -> (7/9 + 1) * 7/2 / (1/3 / 9/7)
[330339] ['1/8', '3/7', '3/5', '1', '8/7'] -> 3/5 / (1/8 * 3/7) * (1 + 8/7)
[330340] ['1/6', '2/9', '7/4', '7/4', '2'] -> (7/4 + 2 - (1/6 - 7/4)) / 2/9
[330341] ['1/5', '7/8', '9/5', '7/3', '3'] -> 9/5 / (1/5 - 7/8 / 7/3 / 3)
[330342] ['4/5', '1', '5/4', '7/5', '9/4'] -> 5/4 / (9/4 - (4/5 + 7/5)) - 1
[330343] ['4/7', '3/2', '9/4', '7/3', '7'] -> 7 / (9/4 / (4/7 * 3/2) - 7/3)
[330344] ['1/3', '7/9', '1', '9/7', '9/2'] -> (1 + 9/7) * 9/2 / (1/3 / 7/9)
[330345] ['8/7', '8/7', '6/5', '5/2', '7'] -> 6/5 * 5/2 * (7 + 8/7 / 8/7)
[330346] ['1/8', '3/7', '3/5', '1', '5/4'] -> (1 + 3/5 / 3/7) / (1/8 / 5/4)
[330347] ['1/8', '3/5', '7/5', '7/2', '8'] -> 7/2 / 1/8 - 8 / (3/5 + 7/5)
[330348] ['1/6', '3/7', '3/4', '5/3', '8'] -> 5/3 / 1/6 + 8 / (3/7 / 3/4)
[330349] ['1/5', '7/8', '9/4', '9/4', '3'] -> 3 / (9/4 + 9/4 - 7/8 / 1/5)
[330350] ['1/3', '7/9', '1', '4/3', '7/5'] -> 4/3 / (1/3 / (7/5 - 1) - 7/9)
[330351] ['4/7', '3/2', '7/3', '7/3', '7'] -> 4/7 / ((7 - 3/2) / 7/3 - 7/3)
[330352] ['8/7', '8/7', '6/5', '8/3', '7'] -> 7 * (6/5 * (8/7 + 8/3) - 8/7)
[330353] ['4/9', '3/4', '9/8', '8/7', '5'] -> 5 / (4/9 * (9/8 - 3/4 / 8/7))
[330354] ['1/8', '3/7', '3/5', '1', '9/7'] -> (3/7 / 3/5 + 1 + 9/7) / 1/8
[330355] ['1/3', '3/4', '8/9', '7/6', '5'] -> 5 / (1/3 + 7/6) / (8/9 - 3/4)
[330356] ['1/8', '3/5', '3/2', '5/3', '8'] -> 3/2 * (8 + 5/3 / (1/8 / 3/5))
[330357] ['1/6', '2/9', '7/4', '2', '7/2'] -> (1/6 / 2 + 7/4 + 7/2) / 2/9
[330358] ['4/7', '7/8', '7/8', '2', '9/2'] -> 2 * 9/2 / (7/8 - 4/7 * 7/8)
[330359] ['8/7', '8/7', '6/5', '7/2', '7'] -> 6/5 * 7 * (8/7 * 7/2 - 8/7)
[330360] ['4/9', '3/4', '9/8', '7/6', '5'] -> 5 / (4/9 * 9/8) / (7/6 - 3/4)
[330361] ['4/5', '1', '5/4', '7/5', '7/2'] -> 4/5 * (1 + 7/2) / (7/5 - 5/4)
[330362] ['1/3', '3/4', '8/9', '6/5', '5'] -> 5 * (3/4 + 6/5 / (1/3 * 8/9))
