[1] ['1', '1', '1', '1', '7'] -> (((1 + 1) + 1) * (1 + 7))
[318] ['1', '16', '22', '22', '22'] -> (((22 / (22 + 22)) + 1) * 16)
[319] ['1', '16', '17', '19', '19'] -> (((1 + 19) * (19 - 17)) - 16)
[320] ['1', '16', '17', '20', '26'] -> (26 - ((16 + 20) / (1 + 17)))
[321] ['1', '16', '17', '22', '29'] -> (16 / (1 - (17 / (22 + 29))))
[322] ['1', '17', '17', '18', '21'] -> ((((17 / 17) + 1) * 21) - 18)
[323] ['1', '16', '17', '23', '29'] -> (((23 / (17 + 29)) + 1) * 16)
[324] ['1', '16', '17', '23', '30'] -> ((((1 + 17) * 23) - 30) / 16)
[325] ['1', '16', '17', '27', '27'] -> (16 / ((1 / 27) + (17 / 27)))
[326] ['1', '16', '25', '25', '30'] -> (16 / (((25 + 25) / 30) - 1))
[327] ['1', '16', '26', '26', '26'] -> (((26 / (26 + 26)) + 1) * 16)
[328] ['1', '16', '27', '27', '27'] -> (((27 / (27 + 27)) + 1) * 16)
[329] ['1', '16', '27', '27', '28'] -> (((27 / 27) + 1) * (28 - 16))
[330] ['1', '16', '28', '29', '29'] -> (((29 / 29) + 1) * (28 - 16))
[331] ['1', '16', '29', '29', '29'] -> (((29 / (29 + 29)) + 1) * 16)
[332] ['1', '16', '30', '30', '30'] -> (((30 / (30 + 30)) + 1) * 16)
[333] ['1', '17', '22', '28', '28'] -> (((17 * 28) + 28) / (22 - 1))
[334] ['1', '16', '23', '23', '28'] -> (((23 / 23) + 1) * (28 - 16))
[335] ['1', '17', '18', '25', '30'] -> (30 / ((18 / (25 - 17)) - 1))
[336] ['1', '18', '18', '19', '29'] -> ((19 + 29) / ((18 / 18) + 1))
[337] ['1', '18', '18', '20', '20'] -> (((1 + 20) * (20 - 18)) - 18)
[338] ['1', '17', '17', '26', '27'] -> (((17 / (26 - 17)) - 1) * 27)
[339] ['1', '17', '17', '26', '28'] -> ((((17 / 17) + 1) * 26) - 28)
[340] ['1', '17', '17', '27', '27'] -> (((17 * 27) - 27) / (1 + 17))
[341] ['1', '18', '20', '29', '29'] -> ((((29 * 29) - 1) / 20) - 18)
[342] ['1', '18', '19', '19', '21'] -> ((((19 / 19) + 1) * 21) - 18)
[343] ['1', '18', '21', '23', '23'] -> ((((23 / 23) + 1) * 21) - 18)
[344] ['1', '18', '21', '29', '29'] -> ((((29 / 29) + 1) * 21) - 18)
[345] ['1', '17', '20', '28', '28'] -> (((17 * 28) + 28) / (1 + 20))
[346] ['1', '18', '19', '22', '22'] -> (((18 + 22) / (1 + 19)) + 22)
[347] ['1', '17', '25', '25', '26'] -> (((25 / 17) - 1) * (25 + 26))
[348] ['1', '17', '28', '28', '29'] -> (((28 / 28) + 1) * (29 - 17))
[349] ['1', '19', '19', '19', '29'] -> ((19 + 29) / ((19 / 19) + 1))
[350] ['1', '19', '19', '20', '28'] -> ((20 + 28) / ((19 / 19) + 1))
[351] ['1', '19', '29', '29', '29'] -> ((19 + 29) / ((29 / 29) + 1))
[352] ['1', '19', '29', '30', '30'] -> ((19 + 29) / ((30 / 30) + 1))
[353] ['1', '20', '20', '20', '28'] -> ((20 + 28) / ((20 / 20) + 1))
[354] ['1', '20', '20', '20', '30'] -> ((20 + 20) / ((20 / 30) + 1))
[355] ['1', '20', '23', '23', '28'] -> ((20 + 28) / ((23 / 23) + 1))
[356] ['1', '18', '22', '29', '30'] -> (((18 * 29) + 30) / (1 + 22))
[357] ['1', '18', '19', '26', '30'] -> ((((1 + 26) * 18) - 30) / 19)
[358] ['1', '19', '20', '28', '28'] -> (((19 * 28) - 28) / (1 + 20))
[359] ['1', '19', '23', '27', '28'] -> ((((1 + 28) * 23) - 19) / 27)
[360] ['1', '20', '30', '30', '30'] -> ((30 + 30) / ((30 / 20) + 1))
[361] ['1', '21', '26', '26', '27'] -> ((21 + 27) / ((26 / 26) + 1))
[362] ['1', '19', '20', '20', '29'] -> ((19 + 29) / ((20 / 20) + 1))
[363] ['1', '23', '25', '26', '30'] -> (((1 + 26) * (25 - 23)) - 30)
[364] ['1', '21', '28', '30', '30'] -> ((((30 + 30) / 28) - 1) * 21)
[365] ['1', '20', '28', '29', '29'] -> ((20 + 28) / ((29 / 29) + 1))
[366] ['1', '21', '22', '22', '27'] -> ((21 + 27) / ((22 / 22) + 1))
[367] ['1', '21', '22', '23', '28'] -> (((22 + 28) / (23 - 21)) - 1)
[368] ['1', '27', '29', '29', '30'] -> ((((29 / 29) + 1) * 27) - 30)
[369] ['2', '2', '18', '18', '18'] -> ((((18 / 18) + 2) * 2) + 18)
[370] ['1', '25', '25', '27', '30'] -> ((((25 / 25) + 1) * 27) - 30)
[371] ['2', '2', '23', '23', '30'] -> (30 - (((23 / 23) + 2) * 2))
[372] ['2', '2', '30', '30', '30'] -> (30 - (((30 / 30) + 2) * 2))
[373] ['2', '2', '18', '25', '25'] -> ((((25 / 25) + 2) * 2) + 18)
[374] ['2', '5', '11', '13', '13'] -> ((((11 * 13) - 13) / 5) - 2)
[375] ['2', '7', '7', '7', '7'] -> (((7 * 7) - (7 / 7)) / 2)
[376] ['2', '7', '7', '29', '29'] -> (((7 * 7) - (29 / 29)) / 2)
[377] ['2', '7', '7', '30', '30'] -> (((7 * 7) - (30 / 30)) / 2)
[378] ['2', '7', '13', '13', '13'] -> ((((13 * 13) + 13) / 7) - 2)
[379] ['2', '9', '9', '9', '19'] -> ((((9 / 9) + 9) / 2) + 19)
[380] ['2', '9', '9', '17', '18'] -> (((17 - (9 / 18)) * 2) - 9)
[381] ['2', '9', '9', '23', '30'] -> ((23 + 9) / ((30 / 9) - 2))
[382] ['2', '9', '11', '29', '29'] -> ((((29 / 29) + 2) * 11) - 9)
[383] ['2', '9', '11', '30', '30'] -> ((((30 / 30) + 2) * 11) - 9)
[384] ['2', '9', '12', '12', '23'] -> (((12 * 23) - 12) / (2 + 9))
[385] ['2', '11', '11', '11', '30'] -> (30 - (((11 / 11) + 11) / 2))
[386] ['2', '9', '25', '25', '27'] -> (27 - (9 / ((25 / 25) + 2)))
[387] ['2', '9', '26', '26', '27'] -> (27 - (9 / ((26 / 26) + 2)))
[388] ['2', '11', '14', '14', '25'] -> ((((14 / 14) + 25) / 2) + 11)
[389] ['2', '11', '13', '13', '21'] -> ((((13 * 21) + 13) / 11) - 2)
[390] ['2', '11', '13', '13', '30'] -> (30 - (((13 / 13) + 11) / 2))
[391] ['2', '11', '15', '15', '21'] -> (((15 + 2) * 15) - (11 * 21))
[392] ['2', '12', '12', '17', '27'] -> ((((12 / 12) + 2) * 17) - 27)
[393] ['2', '13', '17', '25', '25'] -> ((((25 / 25) + 13) / 2) + 17)
[394] ['2', '13', '26', '26', '29'] -> ((((13 / 26) + 26) * 2) - 29)
[395] ['2', '14', '14', '15', '29'] -> (29 - (15 / ((14 / 14) + 2)))
[396] ['2', '15', '15', '15', '29'] -> (29 - (15 / ((15 / 15) + 2)))
[397] ['2', '15', '15', '15', '30'] -> ((15 - ((15 + 30) / 15)) * 2)
[398] ['2', '15', '29', '29', '29'] -> (29 - (15 / ((29 / 29) + 2)))
[399] ['2', '15', '21', '26', '26'] -> ((((26 / 26) + 2) * 15) - 21)
[400] ['2', '15', '23', '23', '23'] -> (((23 / 23) + 2) * (23 - 15))
[401] ['2', '17', '18', '18', '19'] -> (((18 * 19) + 18) / (17 - 2))
[402] ['2', '17', '17', '18', '18'] -> ((18 / ((17 / 17) + 2)) + 18)
[403] ['2', '18', '18', '18', '18'] -> ((18 / ((18 / 18) + 2)) + 18)
[404] ['2', '18', '18', '19', '19'] -> ((18 / ((19 / 19) + 2)) + 18)
[405] ['2', '18', '20', '29', '29'] -> ((((29 / 29) + 20) * 2) - 18)
[406] ['2', '17', '25', '25', '25'] -> (((25 / 25) + 2) * (25 - 17))
[407] ['2', '17', '27', '27', '27'] -> ((((27 / 27) + 2) * 17) - 27)
[408] ['2', '18', '19', '19', '20'] -> ((((19 / 19) + 20) * 2) - 18)
[409] ['2', '18', '25', '25', '27'] -> (((25 / 25) - (2 / 18)) * 27)
[410] ['2', '28', '29', '29', '30'] -> (((28 - (29 / 29)) * 2) - 30)
[411] ['3', '3', '13', '16', '16'] -> ((16 + 16) / ((13 / 3) - 3))
[412] ['3', '3', '13', '26', '29'] -> (26 - ((29 + 3) / (13 + 3)))
[413] ['3', '3', '19', '19', '28'] -> ((((28 - 19) * 3) - 19) * 3)
[414] ['3', '4', '14', '29', '29'] -> (((3 - (29 / 29)) * 14) - 4)
[415] ['3', '4', '17', '17', '29'] -> ((((29 * 4) + 3) / 17) + 17)
[416] ['3', '5', '5', '19', '29'] -> ((19 + 29) / (3 - (5 / 5)))
[417] ['3', '4', '25', '25', '29'] -> ((((25 + 3) * 25) - 4) / 29)
[418] ['3', '6', '11', '11', '19'] -> (((11 + 19) * 3) - (11 * 6))
[419] ['3', '5', '20', '27', '27'] -> ((((27 - 20) * 5) - 27) * 3)
[420] ['3', '6', '17', '23', '23'] -> ((17 + 23) / ((23 / 3) - 6))
[421] ['3', '7', '26', '26', '30'] -> ((((26 / 3) - 7) * 30) - 26)
[422] ['3', '7', '18', '20', '20'] -> (((7 / 3) - (20 / 20)) * 18)
[423] ['3', '7', '18', '22', '22'] -> (((7 / 3) - (22 / 22)) * 18)
[424] ['3', '7', '20', '25', '27'] -> ((((25 - 20) * 7) - 27) * 3)
[425] ['3', '8', '20', '25', '27'] -> (((25 * 27) - 3) / (20 + 8))
[426] ['3', '10', '10', '11', '14'] -> ((11 * 14) - ((10 + 3) * 10))
[427] ['3', '9', '25', '28', '29'] -> ((((29 - 25) * 9) - 28) * 3)
[428] ['3', '10', '13', '13', '13'] -> ((10 - ((13 + 13) / 13)) * 3)
[429] ['3', '10', '15', '17', '17'] -> ((((10 + 17) * 15) + 3) / 17)
[430] ['3', '10', '14', '14', '15'] -> (((15 / 10) + (3 / 14)) * 14)
[431] ['3', '10', '14', '17', '27'] -> (((10 * 3) + (14 * 27)) / 17)
[432] ['3', '11', '11', '17', '20'] -> ((((11 / 11) + 20) / 3) + 17)
[433] ['3', '11', '11', '26', '29'] -> ((((11 * 11) + 29) / 3) - 26)
[434] ['3', '10', '25', '25', '25'] -> ((10 - ((25 + 25) / 25)) * 3)
[435] ['3', '10', '25', '27', '27'] -> (((27 - 25) * 27) - (10 * 3))
[436] ['3', '11', '16', '16', '30'] -> ((11 + 16) / (3 - (30 / 16)))
[437] ['3', '10', '23', '23', '23'] -> ((10 - ((23 + 23) / 23)) * 3)
[438] ['3', '10', '23', '27', '29'] -> ((27 + 29) / (10 - (23 / 3)))
[439] ['3', '10', '17', '24', '26'] -> ((((10 * 17) - 26) / 3) - 24)
[440] ['3', '11', '13', '14', '27'] -> (((11 * 27) + (13 * 3)) / 14)
[441] ['3', '11', '13', '16', '21'] -> ((((21 - 13) * 11) - 16) / 3)
[442] ['3', '11', '17', '20', '23'] -> (20 / ((23 / (17 - 11)) - 3))
[443] ['3', '11', '16', '23', '27'] -> ((((11 * 16) - 23) / 3) - 27)
[444] ['3', '11', '17', '17', '30'] -> ((((17 - 11) * 17) - 30) / 3)
[445] ['3', '11', '17', '18', '29'] -> (((17 * 29) + 11) / (18 + 3))
[446] ['3', '12', '17', '19', '19'] -> ((19 + 19) / (3 - (17 / 12)))
[447] ['3', '11', '27', '27', '28'] -> (28 - (((27 / 27) + 11) / 3))
[448] ['3', '13', '17', '17', '18'] -> ((((17 / 17) + 13) * 3) - 18)
[449] ['3', '14', '15', '15', '15'] -> (((14 - (15 / 15)) * 3) - 15)
[450] ['3', '13', '18', '25', '25'] -> ((((25 / 25) + 13) * 3) - 18)
[451] ['3', '13', '19', '19', '19'] -> (((19 / 19) + 3) * (19 - 13))
[452] ['3', '14', '14', '19', '29'] -> ((19 + 29) / (3 - (14 / 14)))
[453] ['3', '14', '15', '19', '19'] -> (((14 - (19 / 19)) * 3) - 15)
[454] ['3', '14', '15', '26', '26'] -> (((14 - (26 / 26)) * 3) - 15)
[455] ['3', '14', '15', '29', '29'] -> (((14 - (29 / 29)) * 3) - 15)
[456] ['3', '15', '15', '19', '29'] -> ((19 + 29) / (3 - (15 / 15)))
[457] ['3', '15', '16', '17', '17'] -> (((17 + 3) * (17 - 15)) - 16)
[458] ['3', '15', '26', '28', '28'] -> ((((28 / 28) + 26) / 3) + 15)
[459] ['3', '16', '16', '23', '26'] -> ((3 - ((16 + 23) / 26)) * 16)
[460] ['3', '16', '16', '19', '29'] -> ((19 + 29) / (3 - (16 / 16)))
[461] ['3', '14', '19', '27', '29'] -> (29 - (((27 * 3) + 14) / 19))
[462] ['3', '15', '25', '25', '26'] -> ((((25 / 25) + 26) / 3) + 15)
[463] ['3', '16', '17', '27', '29'] -> (((17 + 3) * (29 - 27)) - 16)
[464] ['3', '16', '19', '20', '30'] -> (30 / (3 - ((16 + 19) / 20)))
[465] ['3', '18', '18', '20', '25'] -> ((((25 - 20) * 18) - 18) / 3)
[466] ['3', '17', '17', '29', '30'] -> ((((3 * 30) + 29) / 17) + 17)
[467] ['3', '17', '17', '30', '30'] -> (((17 * 30) - 30) / (17 + 3))
[468] ['3', '17', '23', '23', '23'] -> (((23 / 23) + 3) * (23 - 17))
[469] ['3', '17', '19', '25', '30'] -> ((((25 - 19) * 17) - 30) / 3)
[470] ['3', '17', '20', '20', '20'] -> ((((20 / 20) + 20) / 3) + 17)
[471] ['3', '18', '19', '25', '29'] -> (((19 * 25) + 29) / (18 + 3))
[472] ['3', '19', '19', '23', '26'] -> ((((23 * 3) + 26) / 19) + 19)
[473] ['3', '19', '19', '25', '30'] -> (((25 - 19) * 19) - (3 * 30))
[474] ['3', '19', '22', '29', '29'] -> (29 - (((22 * 3) + 29) / 19))
[475] ['4', '4', '4', '11', '27'] -> (27 - (((4 / 4) + 11) / 4))
[476] ['3', '22', '23', '28', '28'] -> (((3 - (28 / 28)) * 23) - 22)
[477] ['3', '22', '23', '30', '30'] -> (((3 - (30 / 30)) * 23) - 22)
[478] ['3', '23', '23', '28', '29'] -> ((((23 - 3) * 29) - 28) / 23)
[479] ['3', '23', '27', '27', '28'] -> (((27 - 23) * 27) - (28 * 3))
[480] ['3', '25', '25', '30', '30'] -> ((3 - ((25 + 30) / 25)) * 30)
[481] ['4', '4', '7', '11', '30'] -> ((((11 + 30) * 4) + 4) / 7)
[482] ['4', '4', '10', '17', '27'] -> ((((27 - 17) * 10) - 4) / 4)
[483] ['4', '4', '14', '17', '17'] -> (((17 * 4) + 4) / (17 - 14))
[484] ['4', '4', '13', '13', '13'] -> ((((13 + 13) / 13) + 4) * 4)
[485] ['4', '4', '16', '19', '23'] -> ((((16 + 4) * 23) - 4) / 19)
[486] ['4', '4', '11', '17', '28'] -> (((11 * 28) + 4) / (17 - 4))
[487] ['4', '4', '21', '21', '21'] -> ((((21 + 21) / 21) + 4) * 4)
[488] ['4', '4', '17', '20', '25'] -> (((20 * 25) + 4) / (17 + 4))
[489] ['4', '4', '19', '19', '19'] -> ((((19 + 19) / 19) + 4) * 4)
[490] ['4', '4', '19', '19', '21'] -> (((19 + 21) / (4 + 4)) + 19)
[491] ['4', '4', '15', '21', '25'] -> (4 / ((25 / (21 - 15)) - 4))
[492] ['4', '4', '13', '16', '17'] -> (((17 * 4) + 4) / (16 - 13))
[493] ['4', '4', '27', '27', '27'] -> ((((27 + 27) / 27) + 4) * 4)
[494] ['4', '4', '27', '30', '30'] -> (((30 / (30 - 27)) - 4) * 4)
[495] ['4', '4', '29', '29', '29'] -> ((((29 + 29) / 29) + 4) * 4)
[496] ['4', '5', '5', '12', '29'] -> ((((12 - 5) * 5) - 29) * 4)
[497] ['4', '4', '21', '27', '28'] -> (((27 / 4) - (21 / 28)) * 4)
[498] ['4', '4', '22', '22', '29'] -> ((((29 - 22) * 4) - 22) * 4)
[499] ['4', '5', '15', '24', '29'] -> ((((15 + 5) * 29) - 4) / 24)
[500] ['4', '6', '6', '11', '15'] -> (6 / ((11 / 4) - (15 / 6)))
[501] ['4', '5', '18', '28', '28'] -> ((((28 * 5) + 28) / 4) - 18)
[502] ['4', '5', '23', '23', '27'] -> ((((23 + 5) * 23) + 4) / 27)
[503] ['4', '7', '7', '7', '23'] -> (((7 * 7) + 23) / (7 - 4))
[504] ['4', '7', '7', '11', '11'] -> (((11 / 11) + 7) * (7 - 4))
[505] ['4', '7', '7', '13', '13'] -> (((13 / 13) + 7) * (7 - 4))
[506] ['4', '7', '7', '13', '25'] -> ((((4 + 7) * 13) + 25) / 7)
[507] ['4', '7', '7', '27', '27'] -> (((27 / 27) + 7) * (7 - 4))
[508] ['4', '7', '11', '18', '18'] -> ((((18 / 18) + 4) * 7) - 11)
[509] ['4', '7', '10', '20', '27'] -> ((((10 + 27) * 4) + 20) / 7)
[510] ['4', '7', '11', '29', '29'] -> ((((29 / 29) + 4) * 7) - 11)
[511] ['4', '7', '11', '30', '30'] -> ((((30 / 30) + 4) * 7) - 11)
[512] ['4', '7', '13', '28', '30'] -> ((28 * 7) - ((13 + 30) * 4))
[513] ['4', '7', '18', '29', '29'] -> (18 / ((7 / 4) - (29 / 29)))
[514] ['4', '8', '10', '25', '25'] -> (((4 / 25) + (8 / 10)) * 25)
[515] ['4', '7', '19', '22', '22'] -> (((22 * 22) - (4 * 7)) / 19)
[516] ['4', '8', '17', '25', '25'] -> ((17 + 25) / (8 - (25 / 4)))
[517] ['4', '9', '9', '11', '11'] -> ((((11 + 9) * 11) - 4) / 9)
[518] ['4', '10', '10', '14', '27'] -> ((((10 * 27) + 10) / 14) + 4)
[519] ['4', '9', '13', '15', '28'] -> (((15 * 4) + (28 * 9)) / 13)
[520] ['4', '10', '13', '22', '23'] -> (((10 * 22) + (23 * 4)) / 13)
[521] ['4', '10', '22', '23', '23'] -> ((10 / ((23 / 23) + 4)) + 22)
[522] ['4', '11', '11', '16', '30'] -> (30 / ((11 / 11) + (4 / 16)))
[523] ['4', '10', '22', '25', '25'] -> ((10 / ((25 / 25) + 4)) + 22)
[524] ['4', '10', '22', '29', '29'] -> ((10 / ((29 / 29) + 4)) + 22)
[525] ['4', '11', '15', '28', '28'] -> (((11 * 28) + 4) / (28 - 15))
[526] ['4', '11', '15', '15', '27'] -> (27 - (((15 / 15) + 11) / 4))
[527] ['4', '11', '17', '17', '23'] -> ((((11 * 17) - 23) / 4) - 17)
[528] ['4', '12', '13', '13', '30'] -> (((30 / 13) - (4 / 13)) * 12)
[529] ['4', '12', '12', '14', '27'] -> ((((27 * 4) + 12) / 12) + 14)
[530] ['4', '11', '26', '26', '27'] -> (27 - (((26 / 26) + 11) / 4))
[531] ['4', '11', '27', '27', '27'] -> (27 - (((27 / 27) + 11) / 4))
[532] ['4', '10', '23', '27', '28'] -> (27 - (((28 / 4) + 23) / 10))
[533] ['4', '11', '21', '21', '27'] -> (27 - (((21 / 21) + 11) / 4))
[534] ['4', '12', '14', '25', '25'] -> (4 / ((14 / 12) - (25 / 25)))
[535] ['4', '13', '15', '17', '28'] -> ((((15 - 13) * 17) - 28) * 4)
[536] ['4', '13', '13', '15', '15'] -> ((((13 + 15) * 13) - 4) / 15)
[537] ['4', '13', '15', '22', '28'] -> (((15 - 13) * (22 + 4)) - 28)
[538] ['4', '13', '17', '30', '30'] -> (30 / (13 - ((17 + 30) / 4)))
[539] ['4', '13', '15', '24', '29'] -> ((((15 + 29) * 13) + 4) / 24)
[540] ['4', '13', '13', '30', '30'] -> (30 - (30 / ((13 / 13) + 4)))
[541] ['4', '14', '14', '14', '25'] -> (((14 / 4) - (25 / 14)) * 14)
[542] ['4', '14', '14', '23', '27'] -> ((((14 + 14) * 23) + 4) / 27)
[543] ['4', '14', '18', '23', '23'] -> (((4 - (23 / 23)) * 14) - 18)
[544] ['4', '15', '15', '19', '19'] -> ((((15 / 15) + 19) / 4) + 19)
[545] ['4', '15', '18', '25', '25'] -> (4 / ((25 / 25) - (15 / 18)))
[546] ['4', '15', '21', '25', '27'] -> ((((21 * 25) + 15) / 27) + 4)
[547] ['4', '16', '19', '19', '30'] -> (30 / ((19 / 19) + (4 / 16)))
[548] ['4', '16', '17', '23', '23'] -> ((((23 - 16) * 17) - 23) / 4)
[549] ['4', '16', '17', '17', '18'] -> (18 / ((17 / 17) - (4 / 16)))
[550] ['4', '16', '16', '16', '17'] -> (((16 * 17) + 16) / (16 - 4))
[551] ['4', '16', '27', '27', '30'] -> (30 / ((27 / 27) + (4 / 16)))
[552] ['4', '17', '17', '19', '19'] -> ((((17 / 17) + 19) / 4) + 19)
[553] ['4', '17', '20', '20', '30'] -> ((((30 * 4) + 20) / 20) + 17)
[554] ['4', '17', '17', '30', '30'] -> (30 - (30 / ((17 / 17) + 4)))
[555] ['4', '18', '18', '21', '23'] -> ((((23 + 4) * 18) + 18) / 21)
[556] ['4', '17', '26', '28', '28'] -> ((((28 - 26) * 17) - 28) * 4)
[557] ['4', '17', '28', '28', '30'] -> ((((30 - 28) * 17) - 28) * 4)
[558] ['4', '19', '19', '25', '25'] -> ((((25 / 25) + 19) / 4) + 19)
[559] ['4', '18', '18', '25', '27'] -> (((18 * 27) + 18) / (25 - 4))
[560] ['4', '20', '20', '26', '29'] -> (20 / ((29 / (26 - 20)) - 4))
[561] ['5', '5', '5', '5', '12'] -> (((5 / 5) + (5 / 5)) * 12)
[562] ['4', '21', '23', '30', '30'] -> (((30 + 4) * 21) - (23 * 30))
[563] ['5', '5', '6', '11', '27'] -> ((((5 + 5) * 27) - 6) / 11)
[564] ['4', '29', '29', '30', '30'] -> (30 - (30 / ((29 / 29) + 4)))
[565] ['5', '5', '7', '13', '13'] -> (((13 * 13) - (5 / 5)) / 7)
[566] ['5', '5', '7', '12', '21'] -> (((21 / 7) - (5 / 5)) * 12)
[567] ['5', '5', '7', '22', '23'] -> ((((22 * 5) + 23) / 7) + 5)
[568] ['4', '25', '29', '29', '29'] -> (29 - (25 / ((29 / 29) + 4)))
[569] ['5', '5', '9', '14', '14'] -> (((14 / 14) + 5) * (9 - 5))
[570] ['4', '23', '27', '30', '30'] -> (30 - (((27 * 4) + 30) / 23))
[571] ['5', '5', '9', '18', '18'] -> (((18 / 18) + 5) * (9 - 5))
[572] ['5', '5', '9', '19', '19'] -> (((19 / 19) + 5) * (9 - 5))
[573] ['5', '5', '10', '17', '29'] -> (((29 / 5) - (17 / 5)) * 10)
[574] ['5', '5', '9', '28', '28'] -> (((28 / 28) + 5) * (9 - 5))
[575] ['5', '5', '10', '26', '29'] -> ((((10 * 26) + 5) / 5) - 29)
[576] ['5', '5', '8', '27', '27'] -> (27 - (27 / ((5 / 5) + 8)))
[577] ['5', '5', '10', '13', '19'] -> ((((10 * 19) - 5) / 5) - 13)
[578] ['5', '5', '15', '16', '27'] -> (27 - (16 / ((5 / 15) + 5)))
[579] ['5', '5', '15', '18', '29'] -> ((((15 * 18) - 5) / 5) - 29)
[580] ['5', '5', '12', '19', '19'] -> (((19 / 19) + (5 / 5)) * 12)
[581] ['5', '5', '12', '23', '29'] -> (((29 * 5) + 23) / (12 - 5))
[582] ['5', '5', '12', '29', '29'] -> (((29 / 29) + (5 / 5)) * 12)
[583] ['5', '5', '25', '27', '30'] -> (27 - (30 / ((25 / 5) + 5)))
[584] ['5', '5', '13', '18', '21'] -> ((13 * 18) - ((5 + 5) * 21))
[585] ['5', '5', '13', '19', '23'] -> (((19 * 23) - 5) / (13 + 5))
[586] ['5', '5', '13', '20', '29'] -> ((((13 * 20) + 5) / 5) - 29)
[587] ['5', '5', '13', '22', '29'] -> ((((5 + 5) * 29) + 22) / 13)
[588] ['5', '5', '16', '16', '28'] -> (((5 + 5) * 28) - (16 * 16))
[589] ['5', '5', '21', '27', '27'] -> ((21 + 27) / (27 - (5 * 5)))
[590] ['5', '5', '27', '30', '30'] -> (((27 / 5) - 5) * (30 + 30))
[591] ['5', '5', '18', '21', '30'] -> (((18 / 30) + (21 / 5)) * 5)
[592] ['5', '5', '18', '22', '22'] -> ((18 + 22) * (5 - (22 / 5)))
[593] ['5', '5', '17', '27', '28'] -> (((28 - (5 * 5)) * 17) - 27)
[594] ['5', '5', '17', '29', '30'] -> ((((30 / 5) + 29) / 5) + 17)
[595] ['5', '5', '18', '28', '29'] -> ((((18 + 5) * 29) + 5) / 28)
[596] ['5', '6', '15', '28', '28'] -> (((15 / 5) + (28 / 28)) * 6)
[597] ['5', '6', '15', '29', '29'] -> (((15 / 5) + (29 / 29)) * 6)
[598] ['5', '6', '18', '19', '27'] -> (((18 * 27) - (5 * 6)) / 19)
[599] ['5', '6', '13', '23', '29'] -> (((29 * 5) + 23) / (13 - 6))
[600] ['5', '6', '23', '23', '28'] -> ((((23 + 6) * 23) + 5) / 28)
[601] ['5', '6', '17', '23', '23'] -> ((((23 - 5) * 23) - 6) / 17)
[602] ['5', '7', '7', '23', '30'] -> (((30 + 7) * 5) - (23 * 7))
[603] ['5', '7', '13', '27', '30'] -> (((13 * 5) + 7) / (30 - 27))
[604] ['5', '7', '14', '18', '24'] -> (((18 - 14) * (5 + 7)) - 24)
[605] ['5', '7', '12', '21', '29'] -> (((21 * 7) - (29 * 5)) * 12)
[606] ['5', '7', '16', '23', '23'] -> ((((23 / 23) + 7) * 5) - 16)
[607] ['5', '7', '16', '27', '27'] -> ((((27 / 27) + 7) * 5) - 16)
[608] ['5', '8', '8', '18', '23'] -> (((23 - 18) * 5) - (8 / 8))
[609] ['5', '8', '8', '23', '28'] -> (((28 - 23) * 5) - (8 / 8))
[610] ['5', '7', '24', '25', '29'] -> (((29 - 25) * (5 + 7)) - 24)
[611] ['5', '7', '18', '29', '29'] -> ((((29 / 29) + 5) * 7) - 18)
[612] ['5', '8', '13', '18', '18'] -> (((13 - 8) * 5) - (18 / 18))
[613] ['5', '7', '17', '21', '24'] -> (((21 - 17) * (5 + 7)) - 24)
[614] ['5', '8', '13', '21', '21'] -> (((13 - 8) * 5) - (21 / 21))
[615] ['5', '8', '13', '23', '23'] -> (((13 - 8) * 5) - (23 / 23))
[616] ['5', '8', '11', '19', '27'] -> ((5 - ((11 + 27) / 19)) * 8)
[617] ['5', '8', '13', '29', '29'] -> (((13 - 8) * 5) - (29 / 29))
[618] ['5', '9', '9', '9', '13'] -> (((9 / 9) + 5) * (13 - 9))
[619] ['5', '8', '23', '23', '23'] -> ((5 - ((23 + 23) / 23)) * 8)
[620] ['5', '7', '17', '22', '29'] -> (((17 * 29) + (5 * 7)) / 22)
[621] ['5', '9', '9', '23', '28'] -> (((28 - 23) * 5) - (9 / 9))
[622] ['5', '8', '25', '25', '25'] -> ((5 - ((25 + 25) / 25)) * 8)
[623] ['5', '9', '14', '14', '14'] -> (((14 - 9) * 5) - (14 / 14))
[624] ['5', '9', '11', '26', '29'] -> ((((29 * 9) - 11) / 5) - 26)
[625] ['5', '9', '13', '19', '19'] -> (((19 / 19) + 5) * (13 - 9))
[626] ['5', '10', '10', '10', '15'] -> (((15 - 10) * 5) - (10 / 10))
[627] ['5', '9', '14', '28', '28'] -> (((14 - 9) * 5) - (28 / 28))
[628] ['5', '9', '14', '29', '29'] -> (((14 - 9) * 5) - (29 / 29))
[629] ['5', '10', '10', '23', '28'] -> (((28 - 23) * 5) - (10 / 10))
[630] ['5', '10', '15', '23', '23'] -> (((15 - 10) * 5) - (23 / 23))
[631] ['5', '10', '17', '17', '17'] -> (((17 / 5) - (17 / 17)) * 10)
[632] ['5', '11', '11', '11', '11'] -> (((11 * 11) - (11 / 11)) / 5)
[633] ['5', '10', '15', '19', '19'] -> (((15 - 10) * 5) - (19 / 19))
[634] ['5', '11', '11', '11', '16'] -> (((16 - 11) * 5) - (11 / 11))
[635] ['5', '11', '11', '11', '23'] -> (((11 * 11) + 23) / (11 - 5))
