[13] ['1/2', '1/2', '1/2', '1/2', '3/2'] -> 3/2 / 1/2 / 1/2 / 1/2 / 1/2
[7705] ['1/2', '1/2', '2/3', '3/8', '6/5'] -> 1/2 / (2/3 / 6/5 - 1/2) / 3/8
[7717] ['1/2', '1/2', '2/3', '3/8', '8/9'] -> 1/2 * 2/3 / (8/9 - 1/2 - 3/8)
[7721] ['1/2', '1/2', '2/3', '3/8', '9/7'] -> 9/7 / (1/2 / (1/2 + 2/3) - 3/8)
[7725] ['1/2', '1/2', '2/3', '4/3', '4/7'] -> 1/2 / (4/3 - 1/2 / 2/3 / 4/7)
[7727] ['1/2', '1/2', '2/3', '4/3', '5/2'] -> (1/2 + 5/2) / ((2/3 - 1/2) / 4/3)
[7728] ['1/2', '1/2', '2/3', '4/3', '5/3'] -> 4/3 / (1/2 * 2/3 * 5/3 - 1/2)
[7737] ['1/2', '1/2', '2/3', '4/3', '7/3'] -> (2/3 + 7/3) / (1/2 - 1/2 / 4/3)
[7741] ['1/2', '1/2', '2/3', '4/3', '7/8'] -> 1/2 * 1/2 / (2/3 - 7/8 / 4/3)
[7748] ['1/2', '1/2', '2/3', '4/3', '9/4'] -> 4/3 / (1/2 + 1/2 / 9/4 - 2/3)
[7749] ['1/2', '1/2', '2/3', '4/3', '9/5'] -> 4/3 / (1/2 * 2/3 - 1/2 / 9/5)
[7750] ['1/2', '1/2', '2/3', '4/3', '9/7'] -> 4/3 / (1/2 / 9/7 - 1/2 * 2/3)
[7751] ['1/2', '1/2', '2/3', '4/3', '9/8'] -> 1/2 / (4/3 - (1/2 + 2/3) * 9/8)
[7754] ['1/2', '1/2', '2/3', '4/5', '4/9'] -> (1/2 + 2/3 / 4/5) / (1/2 - 4/9)
[7756] ['1/2', '1/2', '2/3', '4/5', '5/3'] -> 4/5 / (1/2 * 2/3 - 1/2 / 5/3)
[7758] ['1/2', '1/2', '2/3', '4/5', '5/6'] -> 4/5 / (2/3 - 1/2 / 5/6) / 1/2
[7759] ['1/2', '1/2', '2/3', '4/5', '5/7'] -> 4/5 / (1/2 - 1/2 * 2/3 / 5/7)
[7761] ['1/2', '1/2', '2/3', '4/5', '5/9'] -> (1/2 + 2/3 / 4/5) / (5/9 - 1/2)
[7765] ['1/2', '1/2', '2/3', '4/5', '7/3'] -> (2/3 + 7/3) / (1/2 / 4/5 - 1/2)
[7766] ['1/2', '1/2', '2/3', '4/5', '7/4'] -> 4/5 / (2/3 / (7/4 - 1/2) - 1/2)
[7777] ['1/2', '1/2', '2/3', '4/5', '9/5'] -> 4/5 / (1/2 + 2/3 / 1/2 - 9/5)
[7782] ['1/2', '1/2', '2/3', '4/7', '5/2'] -> 5/2 / 1/2 / (1/2 / 4/7 - 2/3)
[7786] ['1/2', '1/2', '2/3', '4/7', '5/7'] -> 4/7 / (1/2 * 5/7 - 1/2 * 2/3)
[7788] ['1/2', '1/2', '2/3', '4/7', '5/9'] -> 4/7 / (1/2 - 5/9 / (1/2 + 2/3))
[7794] ['1/2', '1/2', '2/3', '4/7', '7/5'] -> 4/7 / (1/2 / 7/5 - 1/2 * 2/3)
[7797] ['1/2', '1/2', '2/3', '4/7', '7/9'] -> 2/3 / (4/7 - 1/2) / 1/2 / 7/9
[7802] ['1/2', '1/2', '2/3', '4/7', '9/2'] -> (1/2 + 9/2) / (1/2 / 4/7 - 2/3)
[7811] ['1/2', '1/2', '2/3', '4/9', '5/6'] -> 2/3 / (4/9 / 1/2 - 5/6) / 1/2
[7813] ['1/2', '1/2', '2/3', '4/9', '5/8'] -> 2/3 / (5/8 - 1/2) / 1/2 / 4/9
[7815] ['1/2', '1/2', '2/3', '4/9', '6/5'] -> 6/5 / (1/2 - 1/2 / (2/3 + 4/9))
[7817] ['1/2', '1/2', '2/3', '4/9', '7/2'] -> (1/2 + 7/2) / (4/9 / 2/3 - 1/2)
[7818] ['1/2', '1/2', '2/3', '4/9', '7/3'] -> (2/3 + 7/3 / 1/2) / 1/2 / 4/9
[7823] ['1/2', '1/2', '2/3', '4/9', '7/9'] -> 2/3 / 1/2 / (4/9 - 1/2 * 7/9)
[7829] ['1/2', '1/2', '2/3', '4/9', '9/4'] -> 4/9 / ((1/2 + 2/3) / 9/4 - 1/2)
[7832] ['1/2', '1/2', '2/3', '4/9', '9/8'] -> 2/3 / (1/2 * 9/8 - 1/2) / 4/9
[7844] ['1/2', '1/2', '2/3', '5/2', '7/4'] -> 5/2 / (1/2 * 7/4 - 2/3) / 1/2
[7845] ['1/2', '1/2', '2/3', '5/2', '7/5'] -> (1/2 + 5/2 * 7/5) / (2/3 - 1/2)
[7860] ['1/2', '1/2', '2/3', '5/3', '5/6'] -> 5/3 / (2/3 - 1/2) / 1/2 / 5/6
[7889] ['1/2', '1/2', '2/3', '5/4', '7/2'] -> 7/2 / 1/2 / 1/2 / (5/4 - 2/3)
[7896] ['1/2', '1/2', '2/3', '5/4', '8/3'] -> 1/2 / (1/2 - 5/4 / 8/3) / 2/3
[7899] ['1/2', '1/2', '2/3', '5/4', '8/9'] -> 5/4 / 1/2 / (2/3 - 1/2 / 8/9)
[7905] ['1/2', '1/2', '2/3', '5/6', '5/6'] -> (1/2 + 5/6) / (2/3 * 5/6 - 1/2)
[7909] ['1/2', '1/2', '2/3', '5/6', '6/5'] -> (1/2 + 5/6) / (2/3 / 6/5 - 1/2)
[7913] ['1/2', '1/2', '2/3', '5/6', '7/4'] -> (1/2 + 7/4 / 1/2) / (5/6 - 2/3)
[7919] ['1/2', '1/2', '2/3', '5/6', '8/5'] -> 8/5 / (1/2 / 5/6 - 1/2) / 2/3
[7920] ['1/2', '1/2', '2/3', '5/6', '8/7'] -> (2/3 + 5/6) / (1/2 - 1/2 / 8/7)
[7922] ['1/2', '1/2', '2/3', '5/6', '9/2'] -> (2/3 + 5/6 + 9/2) / (1/2 * 1/2)
[7928] ['1/2', '1/2', '2/3', '5/7', '5/8'] -> 1/2 / (1/2 / 5/7 - 2/3) / 5/8
[7930] ['1/2', '1/2', '2/3', '5/7', '6/5'] -> 6/5 / (1/2 / 2/3 - 1/2 / 5/7)
[7938] ['1/2', '1/2', '2/3', '5/7', '7/9'] -> (1/2 + 1/2 / 7/9) / (5/7 - 2/3)
[7946] ['1/2', '1/2', '2/3', '5/7', '9/7'] -> (1/2 + 1/2 * 9/7) / (5/7 - 2/3)
[7948] ['1/2', '1/2', '2/3', '5/8', '5/8'] -> 1/2 / (1/2 * (2/3 + 5/8) - 5/8)
[7951] ['1/2', '1/2', '2/3', '5/8', '6/7'] -> 6/7 / (5/8 / (1/2 + 2/3) - 1/2)
[7955] ['1/2', '1/2', '2/3', '5/8', '7/5'] -> 1/2 / (1/2 * 7/5 - 2/3) / 5/8
[7956] ['1/2', '1/2', '2/3', '5/8', '7/6'] -> (2/3 + 7/6 / 1/2) / (5/8 - 1/2)
[7959] ['1/2', '1/2', '2/3', '5/8', '8/3'] -> (1/2 * 2/3 + 8/3) / (5/8 - 1/2)
[7967] ['1/2', '1/2', '2/3', '5/8', '9/8'] -> 2/3 / 1/2 / (5/8 / 9/8 - 1/2)
[7971] ['1/2', '1/2', '2/3', '5/9', '7/2'] -> (7/2 / 1/2 / 1/2 - 2/3) / 5/9
[7972] ['1/2', '1/2', '2/3', '5/9', '7/3'] -> 7/3 / 1/2 / (1/2 / 2/3 - 5/9)
[7976] ['1/2', '1/2', '2/3', '5/9', '7/8'] -> (1/2 + 2/3) / (5/9 - 1/2) / 7/8
[7980] ['1/2', '1/2', '2/3', '5/9', '8/7'] -> (1/2 + 2/3) * 8/7 / (5/9 - 1/2)
[7987] ['1/2', '1/2', '2/3', '6/5', '6/5'] -> 6/5 / (1/2 + 1/2 / 2/3 - 6/5)
[7992] ['1/2', '1/2', '2/3', '6/5', '7/5'] -> 6/5 / (1/2 / 2/3 - 1/2 * 7/5)
[7998] ['1/2', '1/2', '2/3', '6/5', '8/7'] -> 8/7 / (1/2 / (6/5 - 1/2) - 2/3)
[8009] ['1/2', '1/2', '2/3', '6/7', '7/5'] -> 6/7 / (1/2 / 2/3 / 7/5 - 1/2)
[8010] ['1/2', '1/2', '2/3', '6/7', '7/6'] -> 6/7 / 1/2 / (2/3 / 7/6 - 1/2)
[8011] ['1/2', '1/2', '2/3', '6/7', '7/8'] -> 1/2 / (1/2 + 2/3) / (7/8 - 6/7)
[8014] ['1/2', '1/2', '2/3', '6/7', '8/5'] -> 6/7 / (1/2 / (8/5 - 2/3) - 1/2)
[8024] ['1/2', '1/2', '2/3', '7/2', '7/4'] -> 7/2 / (2/3 - 1/2) / 1/2 / 7/4
[8030] ['1/2', '1/2', '2/3', '7/2', '8/5'] -> 7/2 / (1/2 + 1/2 / 8/5 - 2/3)
[8035] ['1/2', '1/2', '2/3', '7/2', '9/5'] -> (7/2 / 1/2 / 1/2 - 2/3) * 9/5
[8037] ['1/2', '1/2', '2/3', '7/2', '9/8'] -> 7/2 / (1/2 * (1/2 + 9/8) - 2/3)
[8046] ['1/2', '1/2', '2/3', '7/3', '8/7'] -> 8/7 / (1/2 + 1/2 / 7/3 - 2/3)
[8049] ['1/2', '1/2', '2/3', '7/3', '9/4'] -> (2/3 + 7/3 / 1/2) / 1/2 * 9/4
[8053] ['1/2', '1/2', '2/3', '7/4', '7/4'] -> (1/2 + 7/4 + 7/4) / (2/3 - 1/2)
[8055] ['1/2', '1/2', '2/3', '7/4', '7/6'] -> 7/4 / (2/3 / 7/6 - 1/2) - 1/2
[8056] ['1/2', '1/2', '2/3', '7/4', '7/8'] -> 7/4 / (2/3 - 1/2) / 1/2 / 7/8
[8066] ['1/2', '1/2', '2/3', '7/4', '9/8'] -> (7/4 + 9/8 / 1/2) / (2/3 - 1/2)
[8069] ['1/2', '1/2', '2/3', '7/5', '7/8'] -> 1/2 / (1/2 - 2/3 / 7/5) / 7/8
[8085] ['1/2', '1/2', '2/3', '7/6', '8/7'] -> 8/7 / 2/3 / (1/2 - 1/2 / 7/6)
[8086] ['1/2', '1/2', '2/3', '7/6', '8/9'] -> 2/3 / (7/6 - 1/2 * 1/2 - 8/9)
[8093] ['1/2', '1/2', '2/3', '7/8', '7/9'] -> 1/2 / (2/3 - 1/2 / 7/9) / 7/8
[8101] ['1/2', '1/2', '2/3', '7/8', '9/7'] -> 1/2 / 7/8 / (2/3 - 1/2 * 9/7)
[8102] ['1/2', '1/2', '2/3', '7/8', '9/8'] -> (7/8 + 9/8) / 1/2 / (2/3 - 1/2)
[8106] ['1/2', '1/2', '2/3', '7/9', '8/7'] -> 1/2 * 8/7 / (2/3 - 1/2 / 7/9)
[8108] ['1/2', '1/2', '2/3', '7/9', '9/2'] -> (2/3 + 9/2 / 1/2 / 1/2) / 7/9
[8112] ['1/2', '1/2', '2/3', '7/9', '9/8'] -> 1/2 / (2/3 * 7/9 - 1/2) / 9/8
[8115] ['1/2', '1/2', '2/3', '8/3', '8/7'] -> 8/3 / (1/2 / (8/7 - 1/2) - 2/3)
[8125] ['1/2', '1/2', '2/3', '8/5', '9/2'] -> (1/2 + 9/2) / 1/2 / (2/3 / 8/5)
[8127] ['1/2', '1/2', '2/3', '8/5', '9/5'] -> 8/5 / (1/2 * (9/5 - 2/3) - 1/2)
[8133] ['1/2', '1/2', '2/3', '8/7', '9/4'] -> 2/3 * 9/4 / (1/2 - 1/2 / 8/7)
[8135] ['1/2', '1/2', '2/3', '8/7', '9/7'] -> 1/2 * 8/7 / (2/3 - 1/2 * 9/7)
[8137] ['1/2', '1/2', '2/3', '8/9', '8/9'] -> 8/9 / (1/2 - 1/2 * 8/9) / 2/3
[8141] ['1/2', '1/2', '2/3', '8/9', '9/7'] -> 1/2 * 8/9 / (2/3 / 9/7 - 1/2)
[8142] ['1/2', '1/2', '2/3', '8/9', '9/8'] -> 8/9 / 2/3 / (1/2 - 1/2 / 9/8)
[8146] ['1/2', '1/2', '2/3', '9/2', '9/7'] -> (2/3 + 9/2 / 1/2 / 1/2) * 9/7
[8156] ['1/2', '1/2', '2/3', '9/7', '9/8'] -> 1/2 / (2/3 / 9/7 - 1/2) / 9/8
[8162] ['1/2', '1/2', '2/5', '2/5', '3/4'] -> 2/5 / (2/5 / 3/4 - 1/2) / 1/2
[8163] ['1/2', '1/2', '2/5', '2/5', '3/5'] -> 2/5 / (1/2 * 1/2 / 3/5 - 2/5)
[8167] ['1/2', '1/2', '2/5', '2/5', '4/5'] -> (2/5 + 4/5) / (1/2 - 2/5) / 1/2
[8171] ['1/2', '1/2', '2/5', '2/5', '5/3'] -> 2/5 / (1/2 * 1/2 * 5/3 - 2/5)
[8173] ['1/2', '1/2', '2/5', '2/5', '5/6'] -> 2/5 / (5/6 - 2/5 / 1/2) / 1/2
[8177] ['1/2', '1/2', '2/5', '2/5', '6/5'] -> 6/5 / (1/2 * (1/2 + 2/5) - 2/5)
[8178] ['1/2', '1/2', '2/5', '2/5', '6/7'] -> 2/5 / (1/2 - 2/5 / 6/7) / 1/2
[8183] ['1/2', '1/2', '2/5', '2/5', '7/6'] -> 2/5 / (1/2 - 2/5 * 7/6) / 1/2
[8184] ['1/2', '1/2', '2/5', '2/5', '7/8'] -> (1/2 + 2/5) / (1/2 * 7/8 - 2/5)
[8186] ['1/2', '1/2', '2/5', '2/5', '8/3'] -> (1/2 + 2/5) * 8/3 / (1/2 - 2/5)
[8188] ['1/2', '1/2', '2/5', '2/5', '8/7'] -> (1/2 + 2/5) / (1/2 / 8/7 - 2/5)
[8214] ['1/2', '1/2', '2/5', '2/7', '6/7'] -> 6/7 / ((1/2 - 2/7) / 2/5 - 1/2)
[8234] ['1/2', '1/2', '2/5', '2/9', '3/5'] -> 2/5 / (1/2 * 1/2 - 2/9) / 3/5
[8236] ['1/2', '1/2', '2/5', '2/9', '3/8'] -> 1/2 / (2/9 / 2/5 - 1/2) / 3/8
[8237] ['1/2', '1/2', '2/5', '2/9', '4/3'] -> 4/3 / 1/2 / 2/5 / (1/2 - 2/9)
[8238] ['1/2', '1/2', '2/5', '2/9', '4/5'] -> 4/5 / (2/5 - 1/2 * 1/2) / 2/9
[8242] ['1/2', '1/2', '2/5', '2/9', '5/3'] -> 2/5 * 5/3 / (1/2 * 1/2 - 2/9)
[8244] ['1/2', '1/2', '2/5', '2/9', '5/6'] -> (1/2 + 5/6) / (2/9 / 2/5 - 1/2)
[8257] ['1/2', '1/2', '2/5', '2/9', '8/3'] -> 1/2 * 8/3 / (2/9 / 2/5 - 1/2)
[8271] ['1/2', '1/2', '2/5', '3/2', '4/3'] -> (1/2 + 3/2) / (4/3 - 1/2 / 2/5)
[8277] ['1/2', '1/2', '2/5', '3/2', '5/4'] -> 3/2 / (1/2 - 2/5) / 1/2 / 5/4
[8278] ['1/2', '1/2', '2/5', '3/2', '5/6'] -> (1/2 + 3/2) / (1/2 - 2/5) / 5/6
[8284] ['1/2', '1/2', '2/5', '3/2', '7/2'] -> ((3/2 + 7/2) / 2/5 - 1/2) / 1/2
[8288] ['1/2', '1/2', '2/5', '3/2', '7/6'] -> (1/2 + 3/2) / (1/2 / 2/5 - 7/6)
[8303] ['1/2', '1/2', '2/5', '3/4', '3/8'] -> 3/4 / (1/2 - 1/2 * 3/8 / 2/5)
[8311] ['1/2', '1/2', '2/5', '3/4', '5/6'] -> 1/2 / (2/5 - 1/2 * 3/4) / 5/6
[8317] ['1/2', '1/2', '2/5', '3/4', '7/2'] -> (1/2 + 7/2 / 1/2 / 2/5) / 3/4
[8324] ['1/2', '1/2', '2/5', '3/4', '8/3'] -> 3/4 / (1/2 - 1/2 / 2/5 / 8/3)
[8328] ['1/2', '1/2', '2/5', '3/4', '9/2'] -> 3/4 / 1/2 + 9/2 / 1/2 / 2/5
[8334] ['1/2', '1/2', '2/5', '3/5', '3/7'] -> 2/5 / (3/5 - 1/2 * 1/2 / 3/7)
[8338] ['1/2', '1/2', '2/5', '3/5', '4/7'] -> 3/5 / (1/2 + 2/5 - 1/2 / 4/7)
[8339] ['1/2', '1/2', '2/5', '3/5', '4/9'] -> 2/5 / (1/2 - 4/9) / 1/2 / 3/5
[8346] ['1/2', '1/2', '2/5', '3/5', '5/9'] -> 2/5 / (5/9 - 1/2) / 1/2 / 3/5
[8351] ['1/2', '1/2', '2/5', '3/5', '7/4'] -> 3/5 / (1/2 + 2/5 - 1/2 * 7/4)
[8353] ['1/2', '1/2', '2/5', '3/5', '7/6'] -> 2/5 / 1/2 / (3/5 / 1/2 - 7/6)
[8354] ['1/2', '1/2', '2/5', '3/5', '7/8'] -> 3/5 / 2/5 / (1/2 - 1/2 * 7/8)
[8358] ['1/2', '1/2', '2/5', '3/5', '8/7'] -> 3/5 / 2/5 / (1/2 - 1/2 / 8/7)
[8368] ['1/2', '1/2', '2/5', '3/7', '4/5'] -> 4/5 / (1/2 - 1/2 * 2/5 / 3/7)
[8369] ['1/2', '1/2', '2/5', '3/7', '4/7'] -> 4/7 / (1/2 - 3/7 / (1/2 + 2/5))
[8379] ['1/2', '1/2', '2/5', '3/7', '6/7'] -> 6/7 / (1/2 * 3/7 / 2/5 - 1/2)
[8394] ['1/2', '1/2', '2/5', '3/7', '9/7'] -> 3/7 / 1/2 / (9/7 - 1/2 / 2/5)
[8406] ['1/2', '1/2', '2/5', '3/8', '5/8'] -> 5/8 / (2/5 - 3/8) - 1/2 / 1/2
[8407] ['1/2', '1/2', '2/5', '3/8', '5/9'] -> 1/2 / (1/2 - 2/5) / 3/8 / 5/9
[8412] ['1/2', '1/2', '2/5', '3/8', '7/4'] -> (1/2 / 2/5 + 7/4) / (1/2 - 3/8)
[8426] ['1/2', '1/2', '2/5', '4/3', '4/3'] -> (4/3 / (1/2 - 2/5) - 4/3) / 1/2
[8429] ['1/2', '1/2', '2/5', '4/3', '4/9'] -> 4/3 / (1/2 * 4/9 / 2/5 - 1/2)
[8433] ['1/2', '1/2', '2/5', '4/3', '5/6'] -> 1/2 / (2/5 - 1/2 / 4/3) / 5/6
[8435] ['1/2', '1/2', '2/5', '4/3', '5/8'] -> 1/2 / (2/5 * 4/3 - 1/2) / 5/8
[8438] ['1/2', '1/2', '2/5', '4/3', '6/7'] -> 6/7 / (1/2 / (4/3 - 2/5) - 1/2)
[8439] ['1/2', '1/2', '2/5', '4/3', '7/2'] -> 4/3 * (1/2 + 7/2 / 1/2 / 2/5)
[8445] ['1/2', '1/2', '2/5', '4/3', '7/9'] -> 4/3 / 1/2 / 2/5 / (7/9 - 1/2)
[8449] ['1/2', '1/2', '2/5', '4/3', '8/9'] -> 4/3 / (2/5 * (1/2 + 8/9) - 1/2)
[8451] ['1/2', '1/2', '2/5', '4/3', '9/4'] -> 4/3 / (1/2 / 2/5 / 9/4 - 1/2)
[8455] ['1/2', '1/2', '2/5', '4/5', '4/5'] -> (4/5 / 1/2 + 4/5) / (1/2 - 2/5)
[8458] ['1/2', '1/2', '2/5', '4/5', '5/2'] -> (1/2 + 5/2) / ((1/2 - 2/5) / 4/5)
[8460] ['1/2', '1/2', '2/5', '4/5', '5/4'] -> 4/5 / (2/5 / (5/4 - 1/2) - 1/2)
[8463] ['1/2', '1/2', '2/5', '4/5', '5/8'] -> 1/2 / (5/8 / (2/5 + 4/5) - 1/2)
[8466] ['1/2', '1/2', '2/5', '4/5', '6/7'] -> 4/5 / 2/5 / (1/2 / 6/7 - 1/2)
[8468] ['1/2', '1/2', '2/5', '4/5', '7/3'] -> 4/5 / (1/2 - 1/2 * 2/5 * 7/3)
[8471] ['1/2', '1/2', '2/5', '4/5', '7/6'] -> 4/5 / 2/5 / (1/2 * 7/6 - 1/2)
[8472] ['1/2', '1/2', '2/5', '4/5', '7/8'] -> (1/2 + 2/5) / 1/2 / (7/8 - 4/5)
[8474] ['1/2', '1/2', '2/5', '4/5', '8/3'] -> 4/5 / (1/2 * 2/5 * 8/3 - 1/2)
[8502] ['1/2', '1/2', '2/5', '4/7', '8/5'] -> 8/5 / (1/2 / (1/2 + 4/7) - 2/5)
[8507] ['1/2', '1/2', '2/5', '4/7', '9/5'] -> 9/5 / (1/2 / 4/7 - 2/5 / 1/2)
[8508] ['1/2', '1/2', '2/5', '4/7', '9/7'] -> 9/7 / (1/2 * 1/2 / 2/5 - 4/7)
[8512] ['1/2', '1/2', '2/5', '4/9', '5/3'] -> 2/5 * 5/3 / 1/2 / (1/2 - 4/9)
[8521] ['1/2', '1/2', '2/5', '4/9', '7/3'] -> (7/3 / 2/5 - 1/2) / (1/2 * 4/9)
[8528] ['1/2', '1/2', '2/5', '4/9', '8/5'] -> 8/5 / ((2/5 - 1/2 * 1/2) * 4/9)
[8538] ['1/2', '1/2', '2/5', '5/2', '5/4'] -> (1/2 + 5/2) / (1/2 - 2/5) / 5/4
[8541] ['1/2', '1/2', '2/5', '5/2', '5/8'] -> (1/2 + 5/2) / 1/2 / 2/5 / 5/8
[8548] ['1/2', '1/2', '2/5', '5/2', '7/5'] -> (5/2 + 7/5 / 2/5) / (1/2 * 1/2)
[8553] ['1/2', '1/2', '2/5', '5/2', '8/5'] -> (1/2 + 5/2) * 8/5 / 1/2 / 2/5
[8558] ['1/2', '1/2', '2/5', '5/2', '9/5'] -> (1/2 + 5/2 + 9/5) / 1/2 / 2/5
[8560] ['1/2', '1/2', '2/5', '5/2', '9/8'] -> (1/2 + 5/2) / (1/2 / 2/5 - 9/8)
[8565] ['1/2', '1/2', '2/5', '5/3', '5/8'] -> 5/3 / (5/8 - 1/2 / (1/2 + 2/5))
[8603] ['1/2', '1/2', '2/5', '5/4', '9/2'] -> 9/2 / (2/5 - 1/2 * 1/2) / 5/4
[8611] ['1/2', '1/2', '2/5', '5/6', '5/9'] -> (1/2 + 5/6) / (1/2 - 2/5) / 5/9
[8612] ['1/2', '1/2', '2/5', '5/6', '6/5'] -> 2/5 / (1/2 * (1/2 + 6/5) - 5/6)
[8618] ['1/2', '1/2', '2/5', '5/6', '7/6'] -> 2/5 / (1/2 / 5/6 - 1/2 * 7/6)
[8619] ['1/2', '1/2', '2/5', '5/6', '7/8'] -> 1/2 / (1/2 + 2/5 - 7/8) / 5/6
[8633] ['1/2', '1/2', '2/5', '5/7', '6/5'] -> 6/5 / (2/5 - 1/2 * 1/2 / 5/7)
[8654] ['1/2', '1/2', '2/5', '5/8', '6/7'] -> 1/2 / 5/8 / (1/2 - 2/5 / 6/7)
[8655] ['1/2', '1/2', '2/5', '5/8', '7/2'] -> (7/2 - 1/2) / 1/2 / 2/5 / 5/8
[8657] ['1/2', '1/2', '2/5', '5/8', '7/4'] -> (1/2 / 2/5 + 7/4) / (5/8 - 1/2)
[8659] ['1/2', '1/2', '2/5', '5/8', '7/6'] -> 1/2 / (1/2 - 2/5 * 7/6) / 5/8
[8667] ['1/2', '1/2', '2/5', '5/8', '9/4'] -> 9/4 / (2/5 - 1/2 * 1/2) / 5/8
[8679] ['1/2', '1/2', '2/5', '5/9', '7/8'] -> 1/2 / 5/9 / (1/2 * 7/8 - 2/5)
[8681] ['1/2', '1/2', '2/5', '5/9', '8/3'] -> 1/2 / (1/2 - 2/5) / 5/9 * 8/3
[8683] ['1/2', '1/2', '2/5', '5/9', '8/7'] -> 1/2 / 5/9 / (1/2 / 8/7 - 2/5)
[8694] ['1/2', '1/2', '2/5', '6/5', '7/4'] -> 6/5 / ((1/2 + 2/5) / 1/2 - 7/4)
[8700] ['1/2', '1/2', '2/5', '6/5', '8/5'] -> (2/5 + 8/5) / (1/2 - 1/2 / 6/5)
[8704] ['1/2', '1/2', '2/5', '6/5', '9/4'] -> 6/5 / (1/2 - 1/2 * 2/5 * 9/4)
[8725] ['1/2', '1/2', '2/5', '7/2', '7/2'] -> (7/2 / 2/5 + 7/2) / 1/2 - 1/2
[8732] ['1/2', '1/2', '2/5', '7/2', '8/3'] -> (1/2 * 1/2 + 7/2 / 2/5) * 8/3
[8733] ['1/2', '1/2', '2/5', '7/2', '8/5'] -> (7/2 - 1/2) / 1/2 / 2/5 * 8/5
[8752] ['1/2', '1/2', '2/5', '7/3', '9/4'] -> (7/3 / 2/5 - 1/2) / 1/2 * 9/4
[8767] ['1/2', '1/2', '2/5', '7/4', '9/5'] -> 9/5 / (1/2 * 7/4 - 2/5 / 1/2)
[8771] ['1/2', '1/2', '2/5', '7/5', '7/6'] -> 7/5 / (1/2 - 2/5) / 1/2 / 7/6
[8780] ['1/2', '1/2', '2/5', '7/5', '9/5'] -> 9/5 / 1/2 / (7/5 - 1/2 / 2/5)
[8790] ['1/2', '1/2', '2/5', '7/6', '9/2'] -> (7/6 / 1/2 / 2/5 - 1/2) * 9/2
[8798] ['1/2', '1/2', '2/5', '7/8', '8/5'] -> (1/2 + 8/5) / (1/2 - 2/5) / 7/8
[8801] ['1/2', '1/2', '2/5', '7/8', '9/2'] -> 9/2 / 1/2 / (1/2 / 2/5 - 7/8)
[8821] ['1/2', '1/2', '2/5', '8/3', '9/4'] -> 8/3 / 2/5 / (1/2 - 1/2 / 9/4)
[8822] ['1/2', '1/2', '2/5', '8/3', '9/5'] -> 1/2 * 8/3 / (1/2 - 2/5) * 9/5
[8826] ['1/2', '1/2', '2/5', '8/5', '8/7'] -> (1/2 + 8/5) / (1/2 - 2/5) * 8/7
[8829] ['1/2', '1/2', '2/5', '8/5', '9/4'] -> 8/5 * 9/4 / (2/5 - 1/2 * 1/2)
[8830] ['1/2', '1/2', '2/5', '8/5', '9/5'] -> 9/5 / 2/5 / (1/2 - 1/2 / 8/5)
[8838] ['1/2', '1/2', '2/5', '8/7', '9/7'] -> 9/7 / 1/2 / (1/2 / 2/5 - 8/7)
[8846] ['1/2', '1/2', '2/5', '9/2', '9/2'] -> (1/2 + 9/2) * (2/5 + 9/2) - 1/2
[8855] ['1/2', '1/2', '2/5', '9/5', '9/5'] -> (9/5 + 9/5) / (2/5 - 1/2 * 1/2)
[8865] ['1/2', '1/2', '2/7', '2/7', '3/5'] -> 2/7 / (1/2 - 2/7 / 3/5) / 1/2
[8870] ['1/2', '1/2', '2/7', '2/7', '4/7'] -> (2/7 + 4/7) / (2/7 - 1/2 * 1/2)
[8872] ['1/2', '1/2', '2/7', '2/7', '5/2'] -> (5/2 - 1/2) / 2/7 / 2/7 - 1/2
[8873] ['1/2', '1/2', '2/7', '2/7', '5/3'] -> 2/7 / (1/2 - 2/7 * 5/3) / 1/2
[8875] ['1/2', '1/2', '2/7', '2/7', '5/6'] -> 2/7 / (1/2 * 1/2 - 2/7 * 5/6)
[8879] ['1/2', '1/2', '2/7', '2/7', '6/5'] -> 2/7 / (1/2 * 1/2 - 2/7 / 6/5)
[8883] ['1/2', '1/2', '2/7', '2/7', '7/4'] -> 7/4 / (2/7 + 2/7 - 1/2) - 1/2
[8885] ['1/2', '1/2', '2/7', '2/7', '7/6'] -> 2/7 / (1/2 * 7/6 - 2/7 / 1/2)
[8901] ['1/2', '1/2', '2/7', '2/9', '3/7'] -> 2/7 / (1/2 * 1/2 - 2/9) / 3/7
[8905] ['1/2', '1/2', '2/7', '2/9', '4/7'] -> 4/7 / (1/2 - 2/7) / 1/2 / 2/9
[8917] ['1/2', '1/2', '2/7', '2/9', '7/3'] -> 2/7 * 7/3 / (1/2 * 1/2 - 2/9)
[8932] ['1/2', '1/2', '2/7', '3/2', '3/2'] -> (3/2 / 1/2 / 2/7 + 3/2) / 1/2
[8933] ['1/2', '1/2', '2/7', '3/2', '3/4'] -> (3/2 / 2/7 + 3/4) / 1/2 / 1/2
[8941] ['1/2', '1/2', '2/7', '3/2', '5/2'] -> (3/2 + (1/2 + 5/2) / 2/7) / 1/2
[8942] ['1/2', '1/2', '2/7', '3/2', '5/3'] -> (1/2 + 3/2) / (1/2 / 2/7 - 5/3)
[8945] ['1/2', '1/2', '2/7', '3/2', '5/7'] -> 2/7 / 1/2 / (1/2 - 5/7 / 3/2)
