[221626] ['7/8', '9/8', '9/8', '7/5', '9'] -> (9 / ((9/8 / 9/8) - (7/8 / 7/5)))
[224095] ['5/7', '7/9', '4/5', '7/5', '8'] -> ((8 / (5/7 * 7/9)) / (7/5 - 4/5))
[224096] ['8/9', '7/6', '4/3', '7/4', '5'] -> (5 / (7/4 - ((8/9 + 7/6) / 4/3)))
[224097] ['3/7', '5/8', '5/7', '8/9', '7'] -> (7 / ((3/7 * 8/9) + (5/8 - 5/7)))
[224098] ['1/6', '1/4', '3/8', '4/7', '7'] -> (7 * ((1/4 / (1/6 * 3/8)) - 4/7))
[224099] ['5/7', '5/6', '5/6', '9/4', '6'] -> (6 / (9/4 - (5/6 + (5/6 / 5/7))))
[224100] ['6/7', '7/6', '9/4', '9/4', '8'] -> (8 * (((9/4 + 9/4) / 7/6) - 6/7))
[224101] ['8/9', '7/6', '4/3', '9/5', '5'] -> ((7/6 + (4/3 / 8/9)) * (9/5 * 5))
[224102] ['1/5', '1/4', '9/7', '2', '7/3'] -> ((2 / 7/3) / (9/7 - (1/4 / 1/5)))
[224103] ['3/7', '5/8', '5/7', '8/7', '7'] -> ((8/7 + 7) / ((3/7 + 5/8) - 5/7))
[224104] ['4/5', '5/6', '2', '7/3', '5/2'] -> (2 / ((5/2 / 5/6) - (7/3 / 4/5)))
[224105] ['7/8', '7/5', '5/3', '7/4', '9'] -> ((9 * (7/5 * 5/3)) / (7/4 - 7/8))
[224106] ['5/7', '5/6', '5/6', '7/3', '6'] -> ((5/7 + (5/6 / 5/6)) * (7/3 * 6))
[224107] ['1/4', '4/9', '3/5', '9/4', '3'] -> (((4/9 * 9/4) + (3 / 3/5)) / 1/4)
[224108] ['1/7', '5/9', '1', '7/5', '8/5'] -> (8/5 + ((7/5 + (1 / 5/9)) / 1/7))
[224109] ['1/6', '1/4', '3/8', '5/7', '7'] -> (5/7 / ((1/4 - 1/6) - (3/8 / 7)))
[224110] ['4/5', '5/6', '2', '7/3', '8/3'] -> (8/3 / (5/6 * (2 - (4/5 * 7/3))))
[224111] ['8/9', '7/6', '4/3', '7/3', '5'] -> ((4/3 * 5) / (7/3 - (8/9 + 7/6)))
[224112] ['1/8', '1/4', '3/7', '8/3', '9'] -> (9 / ((1/4 * 8/3) - (1/8 / 3/7)))
[224113] ['3/7', '5/8', '5/7', '7/5', '7'] -> ((7 * (3/7 / 7/5)) / (5/7 - 5/8))
[224114] ['1/6', '1/4', '3/8', '7/9', '7'] -> ((7/9 / 1/6) + ((1/4 + 7) / 3/8))
[224115] ['5/7', '5/6', '5/6', '8/3', '6'] -> ((5/6 + 8/3) * (6 + (5/7 / 5/6)))
[224116] ['1/4', '4/9', '3/5', '8/3', '3'] -> (((8/3 + (3 / 1/4)) / 3/5) - 4/9)
[224117] ['1/8', '1/4', '3/7', '9/2', '9'] -> (((9 / 3/7) - (9/2 / 1/4)) / 1/8)
[224118] ['1', '7/5', '8/5', '7/4', '9/2'] -> ((8/5 * (1 + 7/5)) * (7/4 + 9/2))
[224119] ['5/7', '5/6', '5/6', '9/2', '6'] -> ((9/2 - (5/6 / 5/7)) / (5/6 / 6))
[224120] ['1/5', '1/4', '9/7', '2', '9/2'] -> ((2 / 1/5) + (9/2 / (1/4 * 9/7)))
[224121] ['4/5', '5/6', '2', '5/2', '9/2'] -> ((5/6 + 5/2) * (9/2 * (4/5 * 2)))
[224122] ['3/7', '5/8', '5/7', '8/5', '7'] -> (7 * (8/5 + ((3/7 + 5/7) / 5/8)))
[224123] ['1/5', '8/9', '1', '8/7', '7/6'] -> (8/7 / (1/5 * (1 - (8/9 / 7/6))))
[224124] ['1', '7/5', '8/5', '9/5', '9/5'] -> (9/5 / ((1 - 9/5) + (7/5 / 8/5)))
[224125] ['1/4', '4/9', '3/5', '3', '9/2'] -> ((3 / 9/2) / (4/9 - (1/4 / 3/5)))
[224126] ['4/5', '5/6', '2', '8/3', '7/2'] -> (2 * (4/5 + (7/2 / (5/6 / 8/3))))
[224127] ['1', '7/5', '8/5', '9/5', '9/4'] -> (8/5 / ((7/5 / 9/4) - (1 / 9/5)))
[224128] ['7/8', '7/5', '7/4', '7/3', '9'] -> ((9 - 7/3) / (7/8 / (7/5 + 7/4)))
[224129] ['3/7', '5/8', '5/7', '9/5', '7'] -> (7 / (5/8 - ((3/7 / 5/7) / 9/5)))
[224130] ['4/5', '5/6', '2', '7/2', '7/2'] -> (2 / ((5/6 * (4/5 + 7/2)) - 7/2))
[224131] ['5/7', '7/9', '4/5', '8/3', '8'] -> ((8/3 + 8) / (4/5 * (5/7 * 7/9)))
[224132] ['5/7', '5/6', '6/7', '8/9', '6'] -> (6/7 / (8/9 - (5/7 + (5/6 / 6))))
[224133] ['6/7', '6/5', '6/5', '4/3', '8'] -> (8 * ((6/5 / 6/7) + (6/5 * 4/3)))
[224134] ['7/8', '7/5', '7/4', '8/3', '9'] -> ((7/5 + 7/4) * ((9 / 7/8) - 8/3))
[224135] ['1/5', '1/4', '4/3', '2', '7/2'] -> (4/3 * ((1/4 * 2) + (7/2 / 1/5)))
[224136] ['3/7', '5/8', '5/7', '7/3', '7'] -> (7 / (7/3 - (5/8 / (3/7 * 5/7))))
[224137] ['1', '7/5', '8/5', '9/5', '7/2'] -> ((1 + 7/5) / (7/2 - (8/5 + 9/5)))
[224138] ['1/5', '1/4', '4/3', '2', '9/2'] -> (4/3 / (9/2 - (2 / (1/5 + 1/4))))
[224139] ['6/7', '6/5', '6/5', '7/5', '8'] -> ((7/5 * (6/5 + 6/5)) * (8 - 6/7))
[224140] ['7/8', '7/5', '7/4', '7/2', '9'] -> (9 / (((7/2 - 7/4) / 7/5) - 7/8))
[224141] ['1/5', '1/4', '7/5', '7/5', '2'] -> ((7/5 + (1/5 + 7/5)) / (1/4 / 2))
[224142] ['1', '7/5', '8/5', '9/5', '9/2'] -> ((9/2 * (7/5 + 9/5)) / (8/5 - 1))
[224143] ['3/7', '5/8', '5/7', '5/2', '7'] -> (((5/2 / 5/8) - (5/7 - 7)) / 3/7)
[224144] ['5/7', '5/6', '6/7', '6/5', '6'] -> ((6/7 + 6) / ((5/6 * 6/5) - 5/7))
[224145] ['5/7', '7/9', '5/6', '6/7', '8'] -> ((8 / 6/7) / ((5/6 / 5/7) - 7/9))
[224146] ['1', '7/5', '8/5', '9/4', '9/4'] -> ((8/5 * 9/4) / ((1 + 7/5) - 9/4))
[224147] ['1/8', '1/4', '4/9', '6/5', '9'] -> ((9 + (1/4 / (1/8 * 6/5))) / 4/9)
[224148] ['1/6', '1/4', '2/5', '4/9', '7'] -> (7 / (2/5 * (1/6 + (1/4 / 4/9))))
[224149] ['8/9', '7/6', '7/5', '7/3', '5'] -> ((5 + (7/3 / 7/5)) / (7/6 - 8/9))
[224150] ['6/7', '6/5', '6/5', '9/4', '8'] -> (((9/4 * 8) / (6/7 / 6/5)) - 6/5)
[224151] ['1/5', '1/4', '7/5', '2', '8/3'] -> (2 + ((1/4 + 7/5) / (1/5 / 8/3)))
[224152] ['3/7', '5/8', '5/7', '8/3', '7'] -> ((5/7 / 5/8) / (3/7 - (8/3 / 7)))
[224153] ['4/5', '6/7', '6/7', '8/7', '2'] -> ((6/7 * 2) / (8/7 - (6/7 / 4/5)))
[224154] ['4/5', '6/7', '6/7', '7/6', '2'] -> (2 / ((6/7 / (4/5 * 6/7)) - 7/6))
[224155] ['1/4', '4/9', '5/8', '7/8', '3'] -> (3 / (5/8 - (4/9 * (1/4 + 7/8))))
[224156] ['6/7', '6/5', '6/5', '5/2', '8'] -> ((6/7 * 8) * (5/2 + (6/5 / 6/5)))
[224157] ['8/9', '7/6', '7/5', '8/3', '5'] -> ((7/5 * 5) * (8/3 + (8/9 / 7/6)))
[224158] ['4/9', '6/7', '5/4', '5/3', '6'] -> (6 / ((5/3 / 6/7) - (4/9 + 5/4)))
[224159] ['1/5', '1/4', '3/2', '3/2', '2'] -> (3/2 * ((3/2 / 1/4) + (2 / 1/5)))
[224160] ['1/5', '8/9', '1', '8/7', '5/3'] -> ((1/5 * 5/3) / (8/9 - (1 / 8/7)))
[224161] ['1/6', '1/4', '2/5', '5/7', '7'] -> ((2/5 * 5/7) * (7 / (1/4 - 1/6)))
[224162] ['3/7', '5/8', '5/7', '9/2', '7'] -> (3/7 / (((5/8 + 9/2) / 7) - 5/7))
[224163] ['1/8', '1/4', '4/9', '5/3', '9'] -> ((9 - 5/3) / (1/4 + (1/8 * 4/9)))
[224164] ['4/5', '6/7', '6/7', '5/4', '2'] -> ((6/7 / 5/4) * (2 / (6/7 - 4/5)))
[224165] ['2/5', '2/5', '2/5', '6/5', '6'] -> (6 * ((2/5 / 2/5) + (6/5 / 2/5)))
[224166] ['6/7', '6/5', '6/5', '9/2', '8'] -> ((6/7 * 8) * (9/2 - (6/5 / 6/5)))
[224167] ['1/6', '1/4', '2/5', '7/9', '7'] -> ((1/4 / 1/6) + (7 / (2/5 * 7/9)))
[224168] ['3/7', '5/8', '3/4', '3/4', '7'] -> (3/7 / ((3/4 - 5/8) - (3/4 / 7)))
[224169] ['2/5', '2/5', '2/5', '5/4', '6'] -> ((2/5 * 6) / ((2/5 * 5/4) - 2/5))
[224170] ['7/8', '7/5', '9/4', '9/4', '9'] -> (9 / ((9/4 / 9/4) - (7/8 / 7/5)))
[224171] ['4/5', '6/7', '6/7', '9/7', '2'] -> (6/7 / (((2 - 9/7) / 4/5) - 6/7))
[224172] ['5/7', '7/9', '5/6', '6/5', '8'] -> (8 / (6/5 * (5/6 - (5/7 * 7/9))))
[224173] ['1', '7/5', '8/5', '7/2', '7/2'] -> ((7/5 + 8/5) * (7/2 + (1 + 7/2)))
[224174] ['6/7', '6/5', '5/4', '5/4', '8'] -> (8 * (5/4 + (5/4 / (6/7 / 6/5))))
[224175] ['1/7', '5/9', '1', '3/2', '8/3'] -> (1 / (3/2 - (5/9 / (1/7 * 8/3))))
[224176] ['3/7', '5/8', '3/4', '7/9', '7'] -> (7 / ((7/9 * (3/7 + 3/4)) - 5/8))
[224177] ['4/5', '6/7', '6/7', '4/3', '2'] -> (2 / (4/3 - (6/7 / (4/5 * 6/7))))
[224178] ['1', '7/5', '8/5', '9/2', '9/2'] -> ((7/5 + 8/5) * (9/2 - (1 - 9/2)))
[224179] ['1/5', '1/4', '8/5', '9/5', '2'] -> (8/5 * (((9/5 + 2) / 1/4) - 1/5))
[224180] ['2/5', '2/5', '2/5', '4/3', '6'] -> ((2/5 * 6) / (2/5 - (2/5 / 4/3)))
[224181] ['5/7', '7/9', '5/6', '9/7', '8'] -> (8 / (7/9 * (9/7 - (5/7 / 5/6))))
[224182] ['4/5', '6/7', '6/7', '7/5', '2'] -> (6/7 / ((7/5 / 4/5) - (6/7 * 2)))
[224183] ['3/7', '5/8', '3/4', '5/6', '7'] -> (7 / ((3/4 / 3/7) - (5/8 + 5/6)))
[224184] ['1', '7/5', '5/3', '5/3', '7/4'] -> ((7/5 + (1 / 5/3)) / (7/4 - 5/3))
[224185] ['1/8', '1/4', '1/2', '8/9', '9'] -> ((1/2 / (1/8 * 1/4)) + (8/9 * 9))
[224186] ['4/9', '6/7', '5/4', '8/3', '6'] -> (5/4 + ((8/3 + 6) / (4/9 * 6/7)))
[224187] ['2/5', '2/5', '2/5', '7/4', '6'] -> (6 / (((2/5 + 2/5) / 2/5) - 7/4))
[224188] ['5/7', '7/9', '5/6', '7/5', '8'] -> (8 / (5/7 * (7/5 - (7/9 / 5/6))))
[224189] ['6/7', '6/5', '5/4', '8/5', '8'] -> ((6/5 + 8/5) * (8 * (6/7 * 5/4)))
[224190] ['4/5', '6/7', '6/7', '8/5', '2'] -> (8/5 / (2 - ((4/5 + 6/7) / 6/7)))
[224191] ['5/7', '7/9', '5/6', '3/2', '8'] -> (8 * (3/2 + (5/6 / (5/7 * 7/9))))
[224192] ['1/5', '1/4', '5/3', '7/4', '2'] -> ((5/3 * 2) * (1/5 + (7/4 / 1/4)))
[224193] ['1/4', '4/9', '5/8', '7/4', '3'] -> ((3 / (1/4 * 4/9)) / (7/4 - 5/8))
[224194] ['6/7', '6/5', '5/4', '7/4', '8'] -> (8 * ((6/7 * 7/4) + (6/5 * 5/4)))
[224195] ['1/5', '8/9', '1', '8/7', '9/2'] -> (8/7 * (1 + (9/2 / (1/5 / 8/9))))
[224196] ['2/5', '2/5', '2/5', '7/3', '6'] -> (2/5 / ((7/3 / (6 - 2/5)) - 2/5))
[224197] ['1/8', '1/4', '1/2', '9/7', '9'] -> ((9 / (1/4 * 9/7)) - (1/2 / 1/8))
[224198] ['3/7', '5/8', '3/4', '9/8', '7'] -> (7 * (3/7 + ((3/4 + 9/8) / 5/8)))
[224199] ['1/5', '1/4', '5/3', '2', '9/4'] -> ((9/4 + (1/4 / 5/3)) / (1/5 / 2))
[224200] ['5/7', '7/9', '5/6', '5/3', '8'] -> (8 * ((5/7 / 5/6) + (5/3 / 7/9)))
[224201] ['1/7', '5/9', '1', '8/5', '7/4'] -> (8/5 / ((1 / (7/4 - 1/7)) - 5/9))
[224202] ['1/4', '4/9', '5/8', '5/2', '3'] -> (((5/2 / (4/9 * 5/8)) - 3) / 1/4)
[224203] ['7/8', '7/5', '8/3', '8/3', '9'] -> (9 / ((8/3 / 8/3) - (7/8 / 7/5)))
[224204] ['6/7', '6/5', '5/4', '9/4', '8'] -> (8 / ((5/4 / (9/4 - 6/5)) - 6/7))
[224205] ['4/9', '6/7', '9/7', '4/3', '6'] -> (6/7 + ((4/3 * 6) / (4/9 / 9/7)))
[224206] ['2/5', '2/5', '2/5', '8/3', '6'] -> (2/5 / ((8/3 / (2/5 + 6)) - 2/5))
[224207] ['1/6', '1/4', '2/5', '9/7', '7'] -> ((1/4 / 1/6) + (7 / (2/5 / 9/7)))
[224208] ['8/9', '7/6', '8/5', '9/4', '5'] -> ((5 * (8/9 + 8/5)) / (7/6 / 9/4))
[224209] ['2/5', '2/5', '2/5', '7/2', '6'] -> (6 * (7/2 + (2/5 / (2/5 + 2/5))))
[224210] ['4/5', '6/7', '6/7', '2', '5/2'] -> (6/7 / ((5/2 / (4/5 + 2)) - 6/7))
[224211] ['1/5', '1/4', '7/4', '7/4', '2'] -> ((2 / 1/5) + ((7/4 + 7/4) / 1/4))
[224212] ['6/7', '6/5', '5/4', '5/2', '8'] -> ((6/7 * 5/2) * (6/5 + (5/4 * 8)))
[224213] ['1', '7/5', '5/3', '5/3', '9/2'] -> (1 + ((7/5 + 5/3) * (5/3 * 9/2)))
[224214] ['1/8', '1/4', '5/9', '4/7', '9'] -> ((1/4 + (5/9 * 9)) / (1/8 / 4/7))
[224215] ['3/7', '5/8', '3/4', '5/4', '7'] -> ((3/7 * 7) / ((5/8 + 3/4) - 5/4))
[224216] ['5/7', '7/9', '5/6', '9/4', '8'] -> ((5/7 / 5/6) + (8 / (7/9 / 9/4)))
[224217] ['1/5', '8/9', '1', '7/6', '7/5'] -> (7/5 / ((1/5 / 8/9) + (1 - 7/6)))
[224218] ['5/7', '5/6', '7/8', '5/3', '6'] -> ((5/6 + 5/3) * (6 / (5/7 * 7/8)))
[224219] ['7/8', '7/5', '7/2', '9/2', '9'] -> (9 / (9/2 - (7/2 + (7/8 / 7/5))))
[224220] ['1/5', '1/4', '7/4', '2', '7/3'] -> (2 / ((7/3 / 7/4) - (1/4 / 1/5)))
[224221] ['5/7', '7/9', '5/6', '7/3', '8'] -> (8 * (7/3 + ((5/7 * 7/9) / 5/6)))
[224222] ['1/6', '1/4', '2/5', '5/2', '7'] -> (7 / (1/4 * (1/6 + (2/5 * 5/2))))
[224223] ['7/8', '7/5', '9/2', '9/2', '9'] -> (9 / ((9/2 / 9/2) - (7/8 / 7/5)))
[224224] ['6/7', '6/5', '5/4', '7/2', '8'] -> ((7/2 * (6/5 / 5/4)) * (8 - 6/7))
[224225] ['5/7', '5/6', '7/8', '7/4', '6'] -> (((5/7 * 7/4) / (7/8 - 5/6)) - 6)
[224226] ['1/4', '4/9', '2/3', '8/7', '3'] -> ((8/7 / (1/4 * 4/9)) * (3 - 2/3))
[224227] ['1/5', '8/9', '1', '7/6', '3/2'] -> ((3/2 / 1/5) / ((7/6 / 8/9) - 1))
[224228] ['1/8', '1/4', '5/9', '2/3', '9'] -> (5/9 / (1/8 - ((1/4 + 2/3) / 9)))
[224229] ['3/7', '5/8', '3/4', '8/5', '7'] -> ((7 / (3/7 * 5/8)) - (8/5 / 3/4))
[224230] ['6/7', '6/5', '5/4', '9/2', '8'] -> (8 * ((9/2 / (6/7 * 5/4)) - 6/5))
[224231] ['1', '7/5', '5/3', '7/4', '7/3'] -> ((5/3 / (7/5 - (7/3 / 7/4))) - 1)
[224232] ['1/5', '8/9', '1', '7/6', '8/5'] -> (8/5 / (1 - ((1/5 + 8/9) / 7/6)))
[224233] ['7/8', '3/2', '3/2', '5/3', '9'] -> (((9 * (3/2 * 5/3)) - 3/2) / 7/8)
[224234] ['8/9', '7/6', '8/5', '9/2', '5'] -> ((8/5 + (8/9 * 9/2)) / (7/6 / 5))
[224235] ['2/5', '2/5', '3/7', '5/8', '6'] -> (((2/5 / 2/5) + (6 / 3/7)) / 5/8)
[224236] ['1/4', '4/9', '2/3', '9/7', '3'] -> ((4/9 + (3 / 1/4)) / (2/3 / 9/7))
[224237] ['1/6', '1/4', '3/7', '4/9', '7'] -> ((3/7 * 7) / ((1/6 / 4/9) - 1/4))
[224238] ['6/7', '6/5', '9/7', '9/7', '8'] -> (8 * (6/7 + ((9/7 + 9/7) / 6/5)))
[224239] ['1/8', '1/4', '5/9', '3/4', '9'] -> ((5/9 * 9) / ((1/4 / 3/4) - 1/8))
[224240] ['1/5', '8/9', '1', '7/6', '5/3'] -> ((5/3 + (1 / 1/5)) / (7/6 - 8/9))
[224241] ['4/5', '6/7', '7/8', '9/8', '2'] -> (2 / (4/5 * (9/8 - (7/8 / 6/7))))
[224242] ['4/9', '6/7', '4/3', '4/3', '6'] -> ((4/3 + (6 / (6/7 / 4/3))) / 4/9)
[224243] ['1/4', '4/9', '2/3', '7/5', '3'] -> (2/3 / ((4/9 / (3 - 7/5)) - 1/4))
[224244] ['1/8', '1/4', '5/9', '4/5', '9'] -> (9 / (5/9 * (4/5 + (1/8 - 1/4))))
[224245] ['3/7', '5/8', '3/4', '9/5', '7'] -> (7 * ((3/7 + 9/5) + (3/4 / 5/8)))
[224246] ['4/9', '6/7', '4/3', '7/5', '6'] -> (7/5 * ((6 / (4/9 / 4/3)) - 6/7))
[224247] ['7/8', '3/2', '8/5', '9/4', '9'] -> ((8/5 * 9) * (9/4 - (7/8 / 3/2)))
[224248] ['4/5', '6/7', '7/8', '7/6', '2'] -> (2 / (7/8 * (7/6 - (6/7 / 4/5))))
[224249] ['5/7', '7/9', '6/7', '8/7', '8'] -> ((8 / 7/9) / ((5/7 + 6/7) - 8/7))
[224250] ['2/5', '2/5', '3/7', '7/8', '6'] -> (6 / (2/5 - (7/8 * (2/5 * 3/7))))
[224251] ['1/7', '5/9', '1', '5/3', '7/3'] -> (((1 / 7/3) + (5/3 / 5/9)) / 1/7)
[224252] ['1/5', '1/4', '2', '7/3', '8/3'] -> ((1/4 * 8/3) + (7/3 / (1/5 / 2)))
[224253] ['1/8', '1/4', '5/9', '7/8', '9'] -> (((1/8 + 7/8) + (5/9 * 9)) / 1/4)
[224254] ['8/9', '7/6', '5/3', '8/3', '5'] -> (5 / (7/6 - ((8/9 + 5/3) / 8/3)))
[224255] ['6/7', '6/5', '9/7', '7/2', '8'] -> ((6/7 / 9/7) + (8 / (6/5 / 7/2)))
[224256] ['4/5', '6/7', '7/8', '9/7', '2'] -> (9/7 / (2 - (7/8 + (6/7 / 4/5))))
[224257] ['1/7', '5/9', '1', '5/3', '5/2'] -> (((1 / 1/7) - 5/3) / (5/9 / 5/2))
[224258] ['3/7', '5/8', '3/4', '9/2', '7'] -> (3/7 / (3/4 - ((5/8 + 9/2) / 7)))
[224259] ['1/6', '1/4', '3/7', '4/5', '7'] -> ((1/4 + (7 * (3/7 / 4/5))) / 1/6)
[224260] ['1', '7/5', '5/3', '9/5', '7/2'] -> ((7/5 + 9/5) * (5/3 * (1 + 7/2)))
[224261] ['3/7', '5/8', '7/9', '7/9', '7'] -> ((7 / 7/9) / ((5/8 / 7/9) - 3/7))
[224262] ['1/5', '1/4', '2', '5/2', '8/3'] -> ((2 / 1/5) / (8/3 + (1/4 - 5/2)))
[224263] ['1/5', '8/9', '1', '7/6', '7/2'] -> ((((1 + 7/2) / 1/5) - 7/6) / 8/9)
[224264] ['6/7', '6/5', '4/3', '8/5', '8'] -> ((6/5 + (6/7 * 8/5)) * (4/3 + 8))
[224265] ['3/7', '5/8', '7/9', '4/5', '7'] -> (7 / (5/8 * (4/5 - (3/7 * 7/9))))
[224266] ['1', '7/5', '5/3', '9/4', '7/3'] -> ((7/5 + (1 / 5/3)) / (7/3 - 9/4))
[224267] ['1/8', '1/4', '5/9', '5/4', '9'] -> (9 / ((5/9 * (5/4 - 1/8)) - 1/4))
[224268] ['2/5', '2/5', '3/7', '4/3', '6'] -> ((3/7 + 6) * (2/5 + (4/3 / 2/5)))
[224269] ['6/7', '6/5', '4/3', '7/4', '8'] -> ((7/4 * (6/7 + 6/5)) * (8 - 4/3))
[224270] ['1/4', '4/9', '5/7', '4/5', '3'] -> (((4/5 / 4/9) + (3 / 5/7)) / 1/4)
[224271] ['1/6', '1/4', '3/7', '9/8', '7'] -> ((9/8 / (1/6 * 1/4)) - (3/7 * 7))
[224272] ['7/8', '3/2', '7/4', '9/5', '9'] -> (((3/2 / (9/5 - 7/4)) - 9) / 7/8)
[224273] ['1', '7/5', '5/3', '9/4', '8/3'] -> ((5/3 * 9/4) * (8/3 * (1 + 7/5)))
[224274] ['2/5', '2/5', '3/7', '7/5', '6'] -> (((6 / (3/7 * 7/5)) - 2/5) / 2/5)
[224275] ['4/5', '6/7', '7/8', '9/5', '2'] -> (6/7 / ((2 / 7/8) - (9/5 / 4/5)))
[224276] ['6/7', '6/5', '4/3', '9/4', '8'] -> ((8 / (4/3 - (6/7 * 6/5))) - 9/4)
[224277] ['1/7', '5/9', '1', '7/4', '7/3'] -> ((1 + 7/3) / (7/4 * (1/7 * 5/9)))
[224278] ['5/7', '7/9', '6/7', '9/5', '8'] -> ((8 / 7/9) / ((5/7 * 9/5) - 6/7))
[224279] ['2/5', '2/5', '3/7', '3/2', '6'] -> ((2/5 + (6 / 3/7)) / (2/5 * 3/2))
[224280] ['5/7', '5/6', '8/9', '9/7', '6'] -> (((9/7 / (8/9 - 5/6)) - 6) / 5/7)
[224281] ['1/5', '8/9', '1', '6/5', '4/3'] -> (4/3 / ((1/5 / 6/5) + (8/9 - 1)))
[224282] ['3/7', '5/8', '7/9', '8/9', '7'] -> ((((7 / 3/7) - 7/9) / 5/8) - 8/9)
[224283] ['4/5', '6/7', '7/8', '2', '9/4'] -> (6/7 * ((9/4 / (7/8 - 4/5)) - 2))
[224284] ['7/8', '3/2', '9/5', '7/3', '9'] -> (3/2 * ((9 / (7/3 - 9/5)) - 7/8))
[224285] ['2/5', '2/5', '3/7', '7/4', '6'] -> (6 / ((2/5 / 2/5) - (3/7 * 7/4)))
[224286] ['7/8', '3/2', '9/5', '5/2', '9'] -> (9 / (((7/8 + 5/2) / 9/5) - 3/2))
[224287] ['5/7', '7/9', '6/7', '8/3', '8'] -> (8 * (7/9 + (8/3 * (5/7 / 6/7))))
[224288] ['1/8', '1/4', '5/9', '9/4', '9'] -> (((1/4 - 9/4) + (5/9 * 9)) / 1/8)
[224289] ['6/7', '6/5', '7/5', '7/5', '8'] -> ((6/5 * (7/5 + 7/5)) * (8 - 6/7))
[224290] ['3/7', '5/8', '7/9', '7/6', '7'] -> (7 / (3/7 * (7/6 - (5/8 * 7/9))))
[224291] ['7/8', '3/2', '9/5', '8/3', '9'] -> (((7/8 + 8/3) * (9 - 9/5)) - 3/2)
[224292] ['1', '7/5', '5/3', '7/3', '8/3'] -> ((8/3 / 5/3) / ((1 + 7/5) - 7/3))
[224293] ['1/5', '2/7', '2/7', '3/8', '2'] -> (((2 / 1/5) - (2/7 / 2/7)) / 3/8)
[224294] ['2/5', '2/5', '3/7', '9/4', '6'] -> ((6 / (2/5 - (2/5 * 3/7))) - 9/4)
[224295] ['8/9', '7/6', '9/5', '5/2', '5'] -> (((5 * (9/5 * 5/2)) - 7/6) / 8/9)
[224296] ['1/5', '8/9', '1', '6/5', '7/4'] -> (6/5 / ((1/5 / (1 - 8/9)) - 7/4))
[224297] ['4/9', '6/7', '7/5', '7/4', '6'] -> ((6 / 7/5) / ((6/7 / 4/9) - 7/4))
[224298] ['5/7', '7/9', '6/7', '9/2', '8'] -> ((6/7 / 9/2) * (8 / (7/9 - 5/7)))
[224299] ['1/6', '1/4', '3/7', '5/3', '7'] -> ((3/7 / 1/4) / ((5/3 / 7) - 1/6))
[224300] ['7/8', '3/2', '9/5', '7/2', '9'] -> (((9/5 * (7/2 + 9)) - 3/2) / 7/8)
[224301] ['1/8', '1/4', '5/9', '7/2', '9'] -> (7/2 + ((1/8 + (5/9 * 9)) / 1/4))
[224302] ['3/7', '5/8', '7/9', '5/4', '7'] -> (7 / (5/4 - (5/8 + (3/7 * 7/9))))
[224303] ['1/5', '2/7', '2/7', '1/2', '2'] -> ((2 + (2/7 / 1/5)) / (2/7 * 1/2))
[224304] ['1/4', '4/9', '5/7', '7/6', '3'] -> ((7/6 / (1/4 * 4/9)) * (3 - 5/7))
[224305] ['6/7', '6/5', '7/5', '7/3', '8'] -> ((6/7 * 8) * (7/3 + (7/5 / 6/5)))
[224306] ['8/9', '7/6', '9/5', '7/2', '5'] -> ((9/5 * 7/2) * (5 * (8/9 / 7/6)))
[224307] ['1/5', '8/9', '1', '6/5', '5/2'] -> ((5/2 + (1/5 / 6/5)) / (1 - 8/9))
[224308] ['1', '7/5', '5/3', '5/2', '5/2'] -> ((5/2 / ((5/2 / 5/3) - 7/5)) - 1)
[224309] ['7/8', '3/2', '9/5', '9/2', '9'] -> (((9 / (9/5 / 9/2)) - 3/2) / 7/8)
[224310] ['8/9', '7/6', '9/5', '9/2', '5'] -> ((9/5 + 9/2) * (5 * (8/9 / 7/6)))
[224311] ['1/5', '8/9', '1', '6/5', '7/2'] -> ((1 + 7/2) * (6/5 / (1/5 / 8/9)))
[224312] ['1/8', '1/4', '4/7', '3/5', '9'] -> ((3/5 / (1/8 / 4/7)) * (9 - 1/4))
[224313] ['3/7', '5/8', '7/9', '4/3', '7'] -> ((3/7 + (4/3 / 7/9)) / (5/8 / 7))
[224314] ['1', '7/5', '5/3', '5/2', '7/2'] -> ((5/3 * (1 + 7/5)) * (5/2 + 7/2))
[224315] ['7/8', '3/2', '7/3', '7/3', '9'] -> (9 / ((7/8 - 3/2) + (7/3 / 7/3)))
[224316] ['2/5', '2/5', '4/9', '4/7', '6'] -> (((6 / 4/7) - (2/5 / 4/9)) / 2/5)
[224317] ['6/7', '6/5', '3/2', '3/2', '8'] -> (8 * ((3/2 / 6/7) + (3/2 / 6/5)))
[224318] ['4/5', '6/7', '8/9', '8/7', '2'] -> (2 * ((8/7 / (8/9 - 4/5)) - 6/7))
[224319] ['3/7', '5/8', '7/9', '7/5', '7'] -> ((7 / (3/7 * 5/8)) / (7/9 * 7/5))
[224320] ['1/5', '2/7', '2/7', '4/7', '2'] -> ((((2 - 4/7) / 1/5) - 2/7) / 2/7)
[224321] ['5/7', '5/6', '8/9', '9/5', '6'] -> ((9/5 / (8/9 - 5/6)) - (6 / 5/7))
[224322] ['1', '7/5', '5/3', '5/2', '9/2'] -> ((1 + 7/5) * (5/2 + (5/3 * 9/2)))
[224323] ['5/7', '7/9', '7/8', '7/6', '8'] -> (8 / (5/7 - (7/9 / (7/8 + 7/6))))
