5数24点(4整数[1-9]+1分数)唯一解报告
----------------------------------------
[1] ['1', '2', '4', '5', '7/9'] -> (((2 + 7/9) * (4 + 5)) - 1)
[291] ['4', '4', '4', '7', '8/5'] -> ((((4 * 7) + 4) / 8/5) + 4)
[292] ['4', '4', '4', '8', '3/7'] -> ((((4 * 4) * 4) - 8) * 3/7)
[293] ['4', '4', '4', '8', '5/9'] -> ((((4 * 8) + 4) * 5/9) + 4)
[294] ['4', '4', '4', '8', '7/9'] -> ((((4 * 8) + 4) * 7/9) - 4)
[295] ['3', '7', '7', '7', '2/9'] -> (((7 - (7 / 7)) / 2/9) - 3)
[296] ['3', '7', '7', '7', '6/5'] -> (((3 * 7) - (7 / 7)) * 6/5)
[297] ['3', '7', '7', '7', '7/5'] -> (((7 / 7) + 7/5) * (3 + 7))
[298] ['3', '7', '7', '7', '9/2'] -> (((7 - (7 / 7)) * 9/2) - 3)
[299] ['4', '5', '9', '9', '6/7'] -> ((4 * 9) - ((5 + 9) * 6/7))
[300] ['4', '5', '9', '9', '7/8'] -> (((4 * 5) + (9 / 9)) / 7/8)
[301] ['4', '5', '9', '9', '8/7'] -> (((4 * 5) + (9 / 9)) * 8/7)
[302] ['4', '5', '9', '9', '7/6'] -> ((4 * 9) - ((5 + 9) / 7/6))
[303] ['4', '5', '7', '7', '5/9'] -> ((((7 / 5/9) - 7) * 5) - 4)
[304] ['4', '5', '7', '7', '8/9'] -> (((5 / 7) + 7) * (4 - 8/9))
[305] ['4', '7', '8', '8', '5/9'] -> (8 / (7 - ((4 + 8) * 5/9)))
[306] ['4', '7', '8', '8', '9/5'] -> (8 / (7 - ((4 + 8) / 9/5)))
[307] ['4', '7', '9', '9', '7/5'] -> (((7 / 7/5) + (9 / 9)) * 4)
[308] ['4', '8', '8', '8', '3/7'] -> ((((8 + 8) * 4) - 8) * 3/7)
[309] ['4', '8', '8', '8', '5/7'] -> ((8 / ((8 / 8) - 5/7)) - 4)
[310] ['4', '8', '8', '8', '9/7'] -> ((8 / (9/7 - (8 / 8))) - 4)
[311] ['4', '4', '4', '9', '1/7'] -> (((4 + 9) * 4) - (4 / 1/7))
[312] ['4', '4', '4', '9', '5/9'] -> (((4 / 4) + (5/9 * 9)) * 4)
[313] ['4', '4', '4', '9', '9/5'] -> (((4 / 4) + (9 / 9/5)) * 4)
[314] ['4', '4', '5', '5', '7/9'] -> (((4 + 5) * (4 - 7/9)) - 5)
[315] ['4', '4', '5', '5', '6/7'] -> ((4 / ((5 / 5) - 6/7)) - 4)
[316] ['4', '4', '5', '6', '9/7'] -> ((4 + 4) / (5 - (6 / 9/7)))
[317] ['4', '4', '5', '7', '1/9'] -> ((7 - ((4 + 5) * 1/9)) * 4)
[318] ['4', '4', '6', '9', '5/7'] -> (((4 / 5/7) - 4) * (6 + 9))
[319] ['4', '4', '7', '7', '2/5'] -> ((((7 + 7) * 4) + 4) * 2/5)
[320] ['4', '4', '7', '7', '7/6'] -> (7 / (7/6 - (7 / (4 + 4))))
[321] ['4', '4', '7', '7', '9/2'] -> (((7 + 7) / (9/2 - 4)) - 4)
[322] ['4', '4', '7', '8', '5/9'] -> ((((4 * 7) + 8) * 5/9) + 4)
[323] ['4', '4', '7', '8', '9/5'] -> ((((4 * 7) + 8) / 9/5) + 4)
[324] ['4', '4', '9', '9', '4/7'] -> (((4 / 4/7) - (9 / 9)) * 4)
[325] ['4', '5', '5', '5', '4/3'] -> ((((5 + 5) + 5) * 4/3) + 4)
[326] ['4', '7', '7', '7', '8/9'] -> (((4 * 7) - (7 / 7)) * 8/9)
[327] ['4', '7', '7', '7', '5/3'] -> (((7 * 7) + 7) / (4 - 5/3))
[328] ['4', '7', '7', '8', '4/5'] -> (((4/5 * 7) - 4) * (7 + 8))
[329] ['4', '5', '5', '7', '1/9'] -> (((5 + 7) * 5) - (4 / 1/9))
[330] ['4', '5', '5', '7', '3/8'] -> ((((5 + 7) * 5) + 4) * 3/8)
[331] ['4', '5', '5', '8', '9/7'] -> ((8 / (9/7 - (5 / 5))) - 4)
[332] ['4', '5', '5', '9', '7/9'] -> (((7/9 * 9) - (5 / 5)) * 4)
[333] ['4', '5', '5', '9', '9/7'] -> (((9 / 9/7) - (5 / 5)) * 4)
[334] ['4', '9', '9', '9', '7/9'] -> (((7/9 * 9) - (9 / 9)) * 4)
[335] ['4', '9', '9', '9', '9/7'] -> (((9 / 9/7) - (9 / 9)) * 4)
[336] ['4', '9', '9', '9', '8/5'] -> (((9 / 9) + 9) * (4 - 8/5))
[337] ['5', '5', '5', '5', '5/2'] -> (((5 + 5) * 5/2) - (5 / 5))
[338] ['6', '6', '7', '8', '9/5'] -> (8 / (7 - ((6 + 6) / 9/5)))
[339] ['6', '6', '8', '8', '7/8'] -> ((((6 * 6) - 8) / 7/8) - 8)
[340] ['6', '6', '8', '8', '8/7'] -> ((((6 * 6) - 8) * 8/7) - 8)
[341] ['5', '6', '6', '6', '1/7'] -> (((5 + 6) * 6) - (6 / 1/7))
[342] ['5', '6', '6', '6', '4/9'] -> ((((6 + 6) * 5) - 6) * 4/9)
[343] ['5', '6', '6', '8', '1/5'] -> (6 / ((1/5 * 5) - (6 / 8)))
[344] ['5', '6', '8', '8', '1/7'] -> ((5 - ((6 + 8) * 1/7)) * 8)
[345] ['5', '5', '7', '7', '5/9'] -> (((5 / 5/9) - 7) * (5 + 7))
[346] ['5', '5', '7', '7', '2/3'] -> ((5 + 7) / ((5 / 2/3) - 7))
[347] ['5', '5', '7', '8', '5/7'] -> ((((8 / 5/7) - 5) * 5) - 7)
[348] ['5', '5', '8', '8', '2/7'] -> (((8 / 2/7) - (5 * 5)) * 8)
[349] ['5', '5', '8', '8', '7/6'] -> ((5 + 8) / (7/6 - (5 / 8)))
[350] ['5', '5', '8', '9', '8/7'] -> ((5 * 8) - ((5 + 9) * 8/7))
[351] ['6', '8', '8', '8', '5/7'] -> (((8 / 8) + 5/7) * (6 + 8))
[352] ['5', '8', '9', '9', '1/7'] -> (((9 / 1/7) + 9) / (8 - 5))
[353] ['5', '9', '9', '9', '5/7'] -> (((9 / 9) + 5/7) * (5 + 9))
[354] ['5', '9', '9', '9', '7/9'] -> (((5 / 9) + 7/9) * (9 + 9))
[355] ['5', '9', '9', '9', '6/7'] -> ((5 * 9) - ((9 + 9) / 6/7))
[356] ['5', '9', '9', '9', '5/4'] -> (((9 * 9) + 9) / (5 - 5/4))
[357] ['5', '9', '9', '9', '5/2'] -> ((((9 / 9) + 5) * 5/2) + 9)
[358] ['6', '6', '6', '6', '3/7'] -> ((((6 * 6) + 6) * 3/7) + 6)
[359] ['6', '6', '6', '6', '5/7'] -> ((((6 * 6) + 6) * 5/7) - 6)
[360] ['6', '6', '6', '6', '7/5'] -> ((((6 * 6) + 6) / 7/5) - 6)
[361] ['5', '5', '5', '6', '3/7'] -> ((((5 + 5) * 5) + 6) * 3/7)
[362] ['5', '5', '5', '6', '5/9'] -> ((((6 / 5/9) - 5) * 5) - 5)
[363] ['5', '5', '5', '6', '7/4'] -> (6 / (((5 + 5) / 5) - 7/4))
[364] ['5', '5', '5', '6', '7/3'] -> ((((5 + 5) * 5) + 6) / 7/3)
[365] ['5', '5', '5', '7', '3/8'] -> ((((5 + 5) / 5) + 7) / 3/8)
[366] ['5', '5', '5', '7', '2/3'] -> (((5 * 7) + (5 / 5)) * 2/3)
[367] ['5', '5', '5', '7', '8/3'] -> ((((5 + 5) / 5) + 7) * 8/3)
[368] ['5', '5', '5', '7', '7/2'] -> ((7 * 7/2) - (5 / (5 + 5)))
[369] ['5', '5', '5', '8', '4/7'] -> ((((5 + 5) * 5) - 8) * 4/7)
[370] ['5', '5', '5', '8', '7/4'] -> ((((5 + 5) * 5) - 8) / 7/4)
[371] ['5', '5', '5', '9', '5/7'] -> (((5 / 5) + 5/7) * (5 + 9))
[372] ['5', '5', '6', '6', '1/8'] -> (6 / ((5 / 5) - (1/8 * 6)))
[373] ['5', '5', '6', '6', '2/7'] -> (((5 * 5) - (6 / 2/7)) * 6)
[374] ['5', '7', '7', '7', '7/9'] -> (((7 / 7/9) - 7) * (5 + 7))
[375] ['5', '7', '7', '7', '9/7'] -> (((7 * 9/7) - 7) * (5 + 7))
[376] ['5', '7', '7', '7', '8/3'] -> (((7 * 7) + 7) / (5 - 8/3))
[377] ['5', '7', '7', '8', '5/9'] -> (8 / (7 - ((5 + 7) * 5/9)))
[378] ['5', '7', '7', '8', '9/5'] -> (8 / (7 - ((5 + 7) / 9/5)))
[379] ['6', '6', '6', '6', '9/4'] -> (6 / (9/4 - ((6 + 6) / 6)))
[380] ['6', '6', '6', '6', '7/3'] -> ((((6 * 6) + 6) / 7/3) + 6)
[381] ['6', '6', '6', '7', '1/7'] -> (((6 - (1/7 * 7)) * 6) - 6)
[382] ['6', '6', '6', '7', '5/8'] -> ((((6 * 7) + 6) * 5/8) - 6)
[383] ['6', '6', '6', '7', '5/7'] -> (((5/7 * 7) - (6 / 6)) * 6)
[384] ['6', '6', '6', '7', '7/5'] -> (((7 / 7/5) - (6 / 6)) * 6)
[385] ['6', '6', '6', '7', '8/5'] -> ((((6 * 7) + 6) / 8/5) - 6)
[386] ['6', '6', '6', '8', '7/9'] -> (((6 / 7/9) - 6) * (6 + 8))
[387] ['6', '6', '6', '8', '9/7'] -> (((6 * 9/7) - 6) * (6 + 8))
[388] ['6', '6', '6', '9', '7/9'] -> (((6 * 7/9) - (6 / 9)) * 6)
[389] ['6', '6', '6', '9', '9/7'] -> (((6 / 9/7) - (6 / 9)) * 6)
[390] ['6', '6', '7', '7', '1/6'] -> (((6 - (7 / 7)) / 1/6) - 6)
[391] ['6', '6', '7', '7', '9/2'] -> (6 / ((7 / 7) - (9/2 / 6)))
[392] ['5', '7', '8', '9', '7/9'] -> (8 / (((5 + 7) * 7/9) - 9))
[393] ['5', '7', '9', '9', '7/8'] -> (9 / (7/8 - (7 / (5 + 9))))
[394] ['6', '8', '9', '9', '5/7'] -> (((9 / 9) + 5/7) * (6 + 8))
[395] ['6', '9', '9', '9', '7/4'] -> (6 / (((9 + 9) / 9) - 7/4))
[396] ['7', '7', '7', '7', '3/8'] -> ((((7 + 7) / 7) + 7) / 3/8)
[397] ['7', '7', '7', '7', '1/2'] -> (((7 * 7) - (7 / 7)) * 1/2)
[398] ['7', '7', '7', '7', '8/3'] -> ((((7 + 7) / 7) + 7) * 8/3)
[399] ['7', '7', '7', '8', '9/8'] -> ((((7 / 7) + 9/8) * 8) + 7)
[400] ['7', '7', '7', '8', '7/5'] -> ((((7 + 7) / 7/5) - 7) * 8)
[401] ['7', '7', '7', '8', '5/2'] -> (((7 / (7 + 7)) + 5/2) * 8)
[402] ['7', '7', '7', '9', '8/9'] -> ((((7 / 7) + 8/9) * 9) + 7)
[403] ['6', '7', '7', '7', '1/6'] -> ((6 - ((7 + 7) / 7)) / 1/6)
[404] ['6', '7', '7', '7', '4/9'] -> ((((7 / 7) + 7) / 4/9) + 6)
[405] ['6', '7', '7', '7', '7/9'] -> ((6 * 7) - ((7 + 7) / 7/9))
[406] ['6', '7', '7', '7', '9/7'] -> ((6 * 7) - ((7 + 7) * 9/7))
[407] ['6', '7', '7', '7', '9/2'] -> ((9/2 - (7 / (7 + 7))) * 6)
[408] ['6', '7', '7', '8', '2/9'] -> (8 / ((2/9 * 6) - (7 / 7)))
[409] ['6', '7', '7', '8', '6/5'] -> ((6 * 7) - ((7 + 8) * 6/5))
[410] ['7', '8', '9', '9', '7/8'] -> (9 / (7/8 - (8 / (7 + 9))))
[411] ['7', '9', '9', '9', '1/6'] -> (((7 * 9) + (9 * 9)) * 1/6)
[412] ['7', '9', '9', '9', '2/7'] -> ((7 / 2/7) - (9 / (9 + 9)))
[413] ['7', '9', '9', '9', '5/9'] -> (((7 / 9) + 5/9) * (9 + 9))
[414] ['7', '9', '9', '9', '3/4'] -> (((9 * 9) - (7 * 9)) / 3/4)
[415] ['7', '9', '9', '9', '8/7'] -> ((((9 / 9) + 8/7) * 7) + 9)
[416] ['7', '9', '9', '9', '4/3'] -> (((9 * 9) - (7 * 9)) * 4/3)
[417] ['7', '9', '9', '9', '7/2'] -> ((7 * 7/2) - (9 / (9 + 9)))
[418] ['8', '8', '8', '8', '2/9'] -> ((((8 * 8) + 8) * 2/9) + 8)
[419] ['8', '8', '8', '8', '4/9'] -> ((((8 * 8) + 8) * 4/9) - 8)
[420] ['8', '8', '8', '8', '4/7'] -> ((((8 * 8) - 8) * 4/7) - 8)
[421] ['8', '8', '8', '8', '5/6'] -> (8 / (5/6 - (8 / (8 + 8))))
[422] ['8', '8', '8', '8', '7/4'] -> ((((8 * 8) - 8) / 7/4) - 8)
[423] ['8', '8', '8', '8', '9/4'] -> ((((8 * 8) + 8) / 9/4) - 8)
[424] ['8', '8', '8', '8', '9/2'] -> ((((8 * 8) + 8) / 9/2) + 8)
[425] ['8', '8', '9', '9', '5/4'] -> ((8 / (5/4 - (9 / 9))) - 8)
[426] ['8', '9', '9', '9', '5/8'] -> ((((9 / 9) + 9) / 5/8) + 8)
[427] ['8', '9', '9', '9', '7/8'] -> ((((9 / 9) + 7/8) * 8) + 9)
[428] ['8', '9', '9', '9', '5/2'] -> (((9 / (9 + 9)) + 5/2) * 8)
[429] ['8', '9', '9', '9', '7/2'] -> ((7/2 - (9 / (9 + 9))) * 8)
[430] ['9', '9', '9', '9', '1/4'] -> ((9 + 9) / ((9 / 9) - 1/4))
[431] ['9', '9', '9', '9', '5/9'] -> ((((9 + 9) + 9) * 5/9) + 9)
[432] ['9', '9', '9', '9', '7/8'] -> (9 / (7/8 - (9 / (9 + 9))))
[433] ['9', '9', '9', '9', '7/4'] -> ((9 + 9) / (7/4 - (9 / 9)))
[434] ['9', '9', '9', '9', '9/5'] -> ((((9 + 9) + 9) / 9/5) + 9)
[435] ['7', '7', '8', '8', '3/4'] -> ((8 / ((7 / 7) - 3/4)) - 8)
[436] ['7', '7', '8', '8', '5/2'] -> ((5/2 - (7 / 7)) * (8 + 8))
[437] ['7', '7', '9', '9', '5/7'] -> (((9 / 9) + 5/7) * (7 + 7))
[438] ['7', '7', '9', '9', '8/9'] -> (((9 - 8/9) * 9) - (7 * 7))
[439] ['7', '7', '9', '9', '8/7'] -> ((9 * 9) - ((7 + 8/7) * 7))
[440] ['7', '7', '9', '9', '6/5'] -> ((((7 + 7) / 6/5) - 9) * 9)
[441] ['7', '8', '8', '8', '5/9'] -> (8 / (((7 + 8) * 5/9) - 8))
[442] ['7', '8', '8', '8', '6/5'] -> (((6/5 * 8) - 8) * (7 + 8))
[443] ['7', '8', '8', '8', '9/5'] -> (8 / (((7 + 8) / 9/5) - 8))
----------------------------------------
共找到 443 个唯一解。
