[1] ['1', '1', '1', '8'] -> (1 + 1 + 1) * 8
[399] ['5', '6', '18', '18'] -> (5 - (18 / 18)) * 6
[400] ['1', '5', '14', '18'] -> (1 + 5) * (18 - 14)
[401] ['1', '5', '14', '19'] -> ((19 - 14) * 5) - 1
[402] ['5', '8', '8', '14'] -> ((14 * 8) + 8) / 5
[403] ['5', '8', '11', '15'] -> ((15 - 8) * 5) - 11
[404] ['5', '8', '11', '17'] -> ((11 * 17) + 5) / 8
[405] ['5', '8', '12', '12'] -> ((8 - 5) * 12) - 12
[406] ['5', '8', '14', '18'] -> ((8 - 5) * 14) - 18
[407] ['5', '8', '16', '16'] -> ((16 - 8) * 5) - 16
[408] ['5', '9', '13', '17'] -> ((13 * 17) - 5) / 9
[409] ['1', '6', '16', '18'] -> 16 / (1 - (6 / 18))
[410] ['5', '9', '15', '15'] -> ((15 * 9) - 15) / 5
[411] ['5', '9', '16', '17'] -> ((17 - 9) * 5) - 16
[412] ['1', '6', '18', '18'] -> ((6 / 18) + 1) * 18
[413] ['5', '10', '10', '11'] -> ((10 * 11) + 10) / 5
[414] ['5', '10', '10', '13'] -> ((10 * 13) - 10) / 5
[415] ['5', '10', '11', '17'] -> ((17 - 10) * 5) - 11
[416] ['5', '10', '15', '19'] -> ((10 + 15) / 5) + 19
[417] ['5', '10', '16', '18'] -> ((18 - 10) * 5) - 16
[418] ['5', '7', '18', '19'] -> ((18 + 7) / 5) + 19
[419] ['5', '11', '14', '19'] -> ((11 + 14) / 5) + 19
[420] ['5', '11', '16', '19'] -> ((19 - 11) * 5) - 16
[421] ['5', '11', '18', '19'] -> ((11 + 19) / 5) + 18
[422] ['5', '13', '17', '18'] -> ((13 + 17) / 5) + 18
[423] ['1', '4', '16', '18'] -> 18 / (1 - (4 / 16))
[424] ['1', '4', '19', '19'] -> ((1 + 19) / 4) + 19
[425] ['6', '6', '11', '15'] -> (15 * 6) - (11 * 6)
[426] ['6', '6', '11', '16'] -> ((16 - 11) * 6) - 6
[427] ['6', '6', '12', '17'] -> ((17 - 12) * 6) - 6
[428] ['6', '6', '13', '17'] -> (17 * 6) - (13 * 6)
[429] ['6', '6', '14', '19'] -> ((19 - 14) * 6) - 6
[430] ['6', '6', '15', '19'] -> (19 * 6) - (15 * 6)
[431] ['6', '7', '10', '10'] -> ((10 - 7) * 10) - 6
[432] ['6', '6', '6', '10'] -> (10 * 6) - (6 * 6)
[433] ['6', '6', '6', '11'] -> ((11 - 6) * 6) - 6
[434] ['6', '6', '7', '11'] -> (11 * 6) - (6 * 7)
[435] ['6', '6', '8', '13'] -> ((13 - 8) * 6) - 6
[436] ['6', '6', '9', '13'] -> (13 * 6) - (6 * 9)
[437] ['1', '8', '8', '16'] -> ((16 / 8) + 1) * 8
[438] ['6', '8', '14', '19'] -> ((8 - 6) * 19) - 14
[439] ['1', '8', '9', '18'] -> ((18 / 9) + 1) * 8
[440] ['1', '8', '10', '11'] -> (1 + 11) * (10 - 8)
[441] ['6', '9', '9', '15'] -> ((15 * 9) + 9) / 6
[442] ['6', '9', '11', '15'] -> ((11 - 9) * 15) - 6
[443] ['1', '8', '10', '15'] -> 8 / (1 - (10 / 15))
[444] ['6', '9', '14', '17'] -> (14 * 9) - (17 * 6)
[445] ['6', '8', '10', '11'] -> ((11 - 8) * 10) - 6
[446] ['1', '8', '12', '12'] -> 12 / ((12 / 8) - 1)
[447] ['6', '8', '10', '15'] -> ((10 - 8) * 15) - 6
[448] ['6', '8', '10', '17'] -> ((8 - 6) * 17) - 10
[449] ['6', '8', '11', '16'] -> ((11 - 6) * 8) - 16
[450] ['6', '8', '11', '18'] -> ((11 * 18) - 6) / 8
[451] ['6', '7', '11', '11'] -> ((11 - 6) * 7) - 11
[452] ['6', '7', '11', '19'] -> ((19 * 7) + 11) / 6
[453] ['6', '7', '17', '18'] -> (18 * 7) - (17 * 6)
[454] ['6', '7', '18', '18'] -> ((18 * 7) + 18) / 6
[455] ['6', '13', '15', '15'] -> ((15 - 13) * 15) - 6
[456] ['6', '10', '10', '13'] -> ((13 - 10) * 10) - 6
[457] ['6', '10', '13', '16'] -> ((16 - 13) * 10) - 6
[458] ['6', '10', '13', '18'] -> ((13 * 18) + 6) / 10
[459] ['6', '10', '14', '17'] -> ((17 - 14) * 10) - 6
[460] ['6', '10', '15', '18'] -> ((18 - 15) * 10) - 6
[461] ['6', '10', '16', '16'] -> ((10 * 16) - 16) / 6
[462] ['6', '11', '12', '12'] -> ((11 * 12) + 12) / 6
[463] ['6', '11', '13', '15'] -> ((13 - 11) * 15) - 6
[464] ['6', '12', '12', '13'] -> ((12 * 13) - 12) / 6
[465] ['6', '15', '17', '19'] -> ((19 - 17) * 15) - 6
[466] ['1', '5', '15', '16'] -> 16 / (1 - (5 / 15))
[467] ['1', '5', '15', '18'] -> ((5 / 15) + 1) * 18
[468] ['6', '14', '18', '19'] -> ((18 * 19) - 6) / 14
[469] ['1', '5', '15', '19'] -> (1 + 5) * (19 - 15)
[470] ['6', '13', '17', '18'] -> ((17 * 18) + 6) / 13
[471] ['6', '13', '17', '19'] -> ((13 + 17) / 6) + 19
[472] ['6', '11', '15', '18'] -> ((15 * 18) - 6) / 11
[473] ['6', '11', '18', '18'] -> ((18 - 11) * 6) - 18
[474] ['6', '11', '19', '19'] -> ((11 + 19) / 6) + 19
[475] ['1', '5', '19', '19'] -> ((5 / 19) + 1) * 19
[476] ['7', '7', '13', '18'] -> ((13 - 7) * 7) - 18
[477] ['7', '8', '8', '10'] -> (10 * 8) - (7 * 8)
[478] ['7', '8', '8', '11'] -> ((11 - 7) * 8) - 8
[479] ['7', '8', '16', '17'] -> (17 * 8) - (16 * 7)
[480] ['7', '9', '12', '12'] -> (12 * 9) - (12 * 7)
[481] ['7', '9', '14', '19'] -> ((9 - 7) * 19) - 14
[482] ['7', '9', '15', '17'] -> ((17 * 9) + 15) / 7
[483] ['7', '9', '9', '15'] -> (15 * 7) - (9 * 9)
[484] ['7', '9', '11', '14'] -> ((14 - 9) * 7) - 11
[485] ['1', '7', '17', '17'] -> ((7 / 17) + 1) * 17
[486] ['7', '10', '11', '15'] -> ((15 - 10) * 7) - 11
[487] ['7', '10', '12', '18'] -> ((10 * 18) - 12) / 7
[488] ['7', '10', '13', '19'] -> ((13 * 19) - 7) / 10
[489] ['7', '10', '14', '18'] -> ((10 - 7) * 14) - 18
[490] ['7', '11', '13', '17'] -> (11 * 13) - (17 * 7)
[491] ['7', '11', '13', '18'] -> ((18 - 13) * 7) - 11
[492] ['7', '11', '14', '19'] -> ((19 - 14) * 7) - 11
[493] ['7', '11', '17', '18'] -> ((17 - 11) * 7) - 18
[494] ['7', '11', '17', '19'] -> ((11 * 17) - 19) / 7
[495] ['7', '12', '12', '15'] -> ((12 * 15) - 12) / 7
[496] ['7', '12', '18', '18'] -> ((18 - 12) * 7) - 18
[497] ['1', '1', '2', '7'] -> (1 + 2) * (1 + 7)
[498] ['7', '13', '14', '14'] -> ((13 * 14) - 14) / 7
[499] ['7', '13', '18', '19'] -> ((19 - 13) * 7) - 18
[500] ['8', '8', '15', '18'] -> (18 * 8) - (15 * 8)
[501] ['8', '8', '15', '19'] -> ((19 - 15) * 8) - 8
[502] ['8', '8', '16', '19'] -> (19 * 8) - (16 * 8)
[503] ['8', '8', '8', '11'] -> (11 * 8) - (8 * 8)
[504] ['8', '8', '9', '12'] -> (12 * 8) - (8 * 9)
[505] ['8', '8', '9', '13'] -> ((13 - 9) * 8) - 8
[506] ['8', '8', '10', '16'] -> ((10 - 8) * 16) - 8
[507] ['8', '8', '11', '15'] -> ((15 - 11) * 8) - 8
[508] ['8', '8', '12', '15'] -> (15 * 8) - (12 * 8)
[509] ['8', '8', '12', '16'] -> ((16 - 12) * 8) - 8
[510] ['8', '8', '13', '17'] -> ((17 - 13) * 8) - 8
[511] ['8', '8', '14', '17'] -> (17 * 8) - (14 * 8)
[512] ['8', '9', '11', '11'] -> ((11 - 8) * 11) - 9
[513] ['8', '9', '15', '16'] -> (16 * 9) - (15 * 8)
[514] ['8', '10', '13', '14'] -> ((13 * 14) + 10) / 8
[515] ['8', '10', '14', '19'] -> ((10 - 8) * 19) - 14
[516] ['8', '10', '15', '16'] -> ((15 - 10) * 8) - 16
[517] ['8', '11', '12', '12'] -> ((11 - 8) * 12) - 12
[518] ['8', '11', '13', '15'] -> ((11 - 8) * 13) - 15
[519] ['8', '11', '13', '16'] -> ((13 - 11) * 16) - 8
[520] ['8', '11', '14', '18'] -> ((11 - 8) * 14) - 18
[521] ['8', '12', '16', '17'] -> ((17 - 12) * 8) - 16
[522] ['1', '9', '9', '15'] -> ((15 / 9) + 1) * 9
[523] ['8', '11', '16', '19'] -> (11 * 16) - (19 * 8)
[524] ['8', '11', '17', '19'] -> ((11 * 19) - 17) / 8
[525] ['1', '9', '10', '16'] -> 9 / (1 - (10 / 16))
[526] ['1', '9', '11', '11'] -> (1 + 11) * (11 - 9)
[527] ['8', '13', '15', '16'] -> ((15 - 13) * 16) - 8
[528] ['8', '13', '16', '18'] -> ((18 - 13) * 8) - 16
[529] ['8', '14', '15', '18'] -> ((14 * 15) - 18) / 8
[530] ['8', '14', '16', '16'] -> ((16 - 14) * 16) - 8
[531] ['8', '16', '16', '18'] -> ((18 - 16) * 16) - 8
[532] ['8', '16', '17', '19'] -> ((19 - 17) * 16) - 8
[533] ['9', '9', '15', '15'] -> ((15 * 15) - 9) / 9
[534] ['1', '10', '10', '12'] -> ((10 / 10) + 1) * 12
[535] ['1', '10', '10', '14'] -> ((14 / 10) + 1) * 10
[536] ['1', '10', '12', '15'] -> 12 / ((15 / 10) - 1)
[537] ['1', '10', '12', '17'] -> 10 / ((17 / 12) - 1)
[538] ['9', '10', '11', '17'] -> ((11 - 9) * 17) - 10
[539] ['9', '10', '12', '16'] -> (16 * 9) - (10 * 12)
[540] ['1', '10', '14', '14'] -> ((10 / 14) + 1) * 14
[541] ['1', '12', '14', '14'] -> ((14 / 14) + 1) * 12
[542] ['1', '12', '14', '19'] -> 14 / ((19 / 12) - 1)
[543] ['9', '11', '12', '12'] -> (11 * 12) - (12 * 9)
[544] ['1', '12', '15', '15'] -> ((15 / 15) + 1) * 12
[545] ['9', '11', '13', '16'] -> ((16 - 13) * 11) - 9
[546] ['9', '11', '14', '19'] -> ((11 - 9) * 19) - 14
[547] ['9', '11', '15', '17'] -> ((15 * 17) + 9) / 11
[548] ['9', '11', '16', '19'] -> ((19 - 16) * 11) - 9
[549] ['9', '11', '18', '18'] -> ((11 * 18) + 18) / 9
[550] ['1', '12', '16', '16'] -> ((16 / 16) + 1) * 12
[551] ['9', '13', '15', '19'] -> (13 * 15) - (19 * 9)
[552] ['9', '13', '18', '18'] -> ((13 * 18) - 18) / 9
[553] ['1', '12', '19', '19'] -> ((19 / 19) + 1) * 12
[554] ['9', '12', '12', '12'] -> ((12 - 9) * 12) - 12
[555] ['9', '12', '12', '17'] -> ((12 * 17) + 12) / 9
[556] ['1', '1', '2', '9'] -> (1 + 2) * (9 - 1)
[557] ['10', '10', '12', '17'] -> ((12 - 10) * 17) - 10
[558] ['10', '11', '13', '14'] -> (11 * 14) - (10 * 13)
[559] ['10', '11', '13', '17'] -> ((13 - 11) * 17) - 10
[560] ['10', '12', '17', '18'] -> (12 * 17) - (10 * 18)
[561] ['10', '12', '12', '12'] -> (12 * 12) - (10 * 12)
[562] ['10', '12', '12', '19'] -> ((12 * 19) + 12) / 10
[563] ['10', '13', '14', '18'] -> ((13 - 10) * 14) - 18
[564] ['10', '13', '15', '17'] -> ((15 - 13) * 17) - 10
[565] ['10', '13', '17', '19'] -> ((13 * 17) + 19) / 10
[566] ['10', '15', '15', '17'] -> ((15 * 17) - 15) / 10
[567] ['10', '16', '16', '16'] -> ((16 * 16) - 16) / 10
[568] ['10', '17', '17', '19'] -> ((19 - 17) * 17) - 10
[569] ['1', '2', '2', '18'] -> ((1 + 2) * 2) + 18
[570] ['11', '13', '14', '19'] -> ((13 - 11) * 19) - 14
[571] ['11', '14', '14', '18'] -> ((14 - 11) * 14) - 18
[572] ['1', '11', '11', '12'] -> ((11 / 11) + 1) * 12
[573] ['1', '11', '13', '15'] -> (1 + 11) * (15 - 13)
[574] ['1', '11', '14', '16'] -> (1 + 11) * (16 - 14)
[575] ['1', '11', '15', '17'] -> (1 + 11) * (17 - 15)
[576] ['12', '12', '14', '17'] -> ((17 - 14) * 12) - 12
[577] ['12', '12', '15', '17'] -> (12 * 17) - (12 * 15)
[578] ['12', '12', '16', '19'] -> ((19 - 16) * 12) - 12
[579] ['12', '12', '17', '19'] -> (12 * 19) - (12 * 17)
[580] ['1', '1', '2', '16'] -> ((1 / 2) + 1) * 16
[581] ['12', '12', '12', '14'] -> (12 * 14) - (12 * 12)
[582] ['12', '12', '12', '15'] -> ((15 - 12) * 12) - 12
[583] ['12', '12', '13', '15'] -> (12 * 15) - (12 * 13)
[584] ['12', '12', '13', '16'] -> ((16 - 13) * 12) - 12
[585] ['12', '14', '18', '19'] -> (14 * 18) - (12 * 19)
[586] ['12', '14', '14', '19'] -> ((14 - 12) * 19) - 14
[587] ['12', '16', '16', '17'] -> ((16 * 17) + 16) / 12
[588] ['12', '16', '16', '19'] -> ((16 * 19) - 16) / 12
[589] ['12', '17', '18', '18'] -> ((17 * 18) - 18) / 12
[590] ['13', '13', '15', '16'] -> ((16 - 13) * 13) - 15
[591] ['13', '14', '15', '19'] -> ((15 - 13) * 19) - 14
[592] ['13', '14', '17', '19'] -> ((17 * 19) + 13) / 14
[593] ['14', '14', '16', '19'] -> ((16 - 14) * 19) - 14
[594] ['14', '14', '17', '18'] -> ((17 - 14) * 14) - 18
[595] ['14', '15', '18', '18'] -> ((18 - 15) * 14) - 18
[596] ['14', '17', '19', '19'] -> ((19 - 17) * 19) - 14
[597] ['1', '2', '7', '7'] -> ((7 * 7) - 1) / 2
[598] ['1', '12', '12', '12'] -> ((12 / 12) + 1) * 12
[599] ['1', '12', '12', '18'] -> 12 / ((18 / 12) - 1)
[600] ['1', '12', '13', '13'] -> ((13 / 13) + 1) * 12
