[435338] ['1/4', '1/5', '7/4', '8/5', '8/9'] -> ((((7/4 / 1/4) - 8/5) / 1/5) * 8/9)
[440929] ['1/4', '1/6', '2/7', '4/7', '5/7'] -> (5/7 / (1/4 * ((4/7 - 1/6) - 2/7)))
[440938] ['1/4', '1/6', '2/7', '4/7', '7/6'] -> ((((2/7 + 4/7) / 1/4) / 1/6) * 7/6)
[440939] ['1/4', '1/6', '2/7', '4/7', '7/8'] -> ((1/4 / ((1/6 / 2/7) - 4/7)) / 7/8)
[440945] ['1/4', '1/6', '2/7', '4/7', '9/2'] -> (((2/7 / (4/7 - 1/4)) / 1/6) * 9/2)
[440954] ['1/4', '1/6', '2/7', '4/9', '5/6'] -> (5/6 / (1/4 * ((1/6 / 2/7) - 4/9)))
[440959] ['1/4', '1/6', '2/7', '4/9', '6/7'] -> (6/7 / (2/7 * ((1/6 / 4/9) - 1/4)))
[440961] ['1/4', '1/6', '2/7', '4/9', '7/3'] -> ((2/7 / ((4/9 - 1/4) - 1/6)) * 7/3)
[440974] ['1/4', '1/6', '2/7', '4/9', '9/7'] -> (9/7 / (((1/4 - 1/6) * 2/7) / 4/9))
[440984] ['1/4', '1/6', '2/7', '5/2', '6/7'] -> (((5/2 / (1/4 + 2/7)) / 1/6) * 6/7)
[440985] ['1/4', '1/6', '2/7', '5/2', '7/2'] -> (((5/2 / (2/7 - 1/6)) / 1/4) / 7/2)
[440988] ['1/4', '1/6', '2/7', '5/2', '7/5'] -> (7/5 / (((1/4 * 1/6) / 2/7) / 5/2))
[440989] ['1/4', '1/6', '2/7', '5/2', '7/6'] -> (((5/2 / (1/4 + 2/7)) / 1/6) / 7/6)
[440990] ['1/4', '1/6', '2/7', '5/2', '7/8'] -> (((5/2 / (1/4 + 1/6)) / 2/7) / 7/8)
[440997] ['1/4', '1/6', '2/7', '5/2', '9/4'] -> ((5/2 / (1/6 - (1/4 * 2/7))) - 9/4)
[441001] ['1/4', '1/6', '2/7', '5/3', '5/3'] -> ((((1/6 + 5/3) / 1/4) / 2/7) - 5/3)
[441003] ['1/4', '1/6', '2/7', '5/3', '5/6'] -> ((((5/3 / 1/4) / 2/7) - 1/6) + 5/6)
[441009] ['1/4', '1/6', '2/7', '5/3', '7/2'] -> (7/2 / (1/4 / ((1/6 * 2/7) + 5/3)))
[441010] ['1/4', '1/6', '2/7', '5/3', '7/3'] -> ((2/7 / ((1/6 * 5/3) - 1/4)) * 7/3)
[441012] ['1/4', '1/6', '2/7', '5/3', '7/5'] -> (7/5 / ((1/6 - (1/4 / 5/3)) / 2/7))
[441014] ['1/4', '1/6', '2/7', '5/3', '7/8'] -> ((((5/3 - 1/6) / 1/4) / 2/7) / 7/8)
[441016] ['1/4', '1/6', '2/7', '5/3', '8/3'] -> ((((1/6 / 2/7) + 5/3) / 1/4) * 8/3)
[441027] ['1/4', '1/6', '2/7', '5/4', '5/7'] -> (5/7 / (((1/4 - 1/6) * 2/7) * 5/4))
[441032] ['1/4', '1/6', '2/7', '5/4', '7/2'] -> ((2/7 / (1/4 - (1/6 * 5/4))) * 7/2)
[441034] ['1/4', '1/6', '2/7', '5/4', '7/4'] -> (((5/4 / (2/7 - 1/6)) / 1/4) / 7/4)
[441037] ['1/4', '1/6', '2/7', '5/4', '7/8'] -> ((((5/4 - 1/4) / 1/6) / 2/7) / 7/8)
[441054] ['1/4', '1/6', '2/7', '5/6', '7/2'] -> ((2/7 / ((1/4 * 5/6) - 1/6)) * 7/2)
[441061] ['1/4', '1/6', '2/7', '5/6', '8/3'] -> (8/3 / (2/7 * (1/4 + (1/6 * 5/6))))
[441076] ['1/4', '1/6', '2/7', '5/7', '7/3'] -> ((((5/7 - 2/7) / 1/4) / 1/6) * 7/3)
[441083] ['1/4', '1/6', '2/7', '5/7', '8/5'] -> (8/5 / (1/6 - ((1/4 * 2/7) / 5/7)))
[441084] ['1/4', '1/6', '2/7', '5/7', '8/7'] -> (8/7 / ((1/6 * 5/7) - (1/4 * 2/7)))
[441087] ['1/4', '1/6', '2/7', '5/7', '9/4'] -> (((1/6 + (5/7 / 2/7)) / 1/4) * 9/4)
[441095] ['1/4', '1/6', '2/7', '5/8', '7/2'] -> (7/2 / (((1/6 / 1/4) - 5/8) / 2/7))
[441098] ['1/4', '1/6', '2/7', '5/8', '7/5'] -> (7/5 / (((1/6 / 5/8) - 1/4) / 2/7))
[441102] ['1/4', '1/6', '2/7', '5/8', '8/3'] -> ((((1/4 / 2/7) + 5/8) / 1/6) * 8/3)
[441103] ['1/4', '1/6', '2/7', '5/8', '8/5'] -> (8/5 / (2/7 * ((1/4 / 5/8) - 1/6)))
[441107] ['1/4', '1/6', '2/7', '5/8', '9/4'] -> (((5/8 / (1/4 - 1/6)) / 2/7) - 9/4)
[441115] ['1/4', '1/6', '2/7', '5/9', '7/3'] -> ((2/7 / (1/6 - (1/4 * 5/9))) * 7/3)
[441121] ['1/4', '1/6', '2/7', '5/9', '8/3'] -> ((1/4 / ((1/6 / 2/7) - 5/9)) * 8/3)
[441128] ['1/4', '1/6', '2/7', '5/9', '9/7'] -> (9/7 / ((1/4 * (2/7 - 1/6)) / 5/9))
[441131] ['1/4', '1/6', '2/7', '6/5', '6/7'] -> (6/7 / ((1/4 * (2/7 - 1/6)) * 6/5))
[441132] ['1/4', '1/6', '2/7', '6/5', '7/2'] -> ((2/7 / ((1/4 / 6/5) - 1/6)) * 7/2)
[441139] ['1/4', '1/6', '2/7', '6/5', '8/3'] -> (8/3 / (2/7 * (1/4 + (1/6 / 6/5))))
[441153] ['1/4', '1/6', '2/7', '6/7', '7/6'] -> ((1/6 / ((1/4 / 6/7) - 2/7)) / 7/6)
[441154] ['1/4', '1/6', '2/7', '6/7', '7/8'] -> (7/8 / ((1/4 * 1/6) / (2/7 + 6/7)))
[441163] ['1/4', '1/6', '2/7', '6/7', '9/7'] -> (9/7 / (1/6 * ((6/7 - 1/4) - 2/7)))
[441169] ['1/4', '1/6', '2/7', '7/2', '7/6'] -> (((7/2 - (1/4 * 2/7)) / 1/6) * 7/6)
[441177] ['1/4', '1/6', '2/7', '7/2', '9/4'] -> ((((1/4 / 2/7) + 7/2) / 1/6) - 9/4)
[441181] ['1/4', '1/6', '2/7', '7/3', '7/3'] -> ((2/7 + ((1/6 + 7/3) / 1/4)) * 7/3)
[441187] ['1/4', '1/6', '2/7', '7/3', '8/3'] -> ((1/4 + ((1/6 + 7/3) / 2/7)) * 8/3)
[441194] ['1/4', '1/6', '2/7', '7/3', '9/7'] -> (9/7 / (1/4 * (2/7 - (1/6 / 7/3))))
[441198] ['1/4', '1/6', '2/7', '7/4', '7/6'] -> (((1/6 + (7/4 / 2/7)) / 1/4) - 7/6)
[441215] ['1/4', '1/6', '2/7', '7/5', '8/5'] -> (8/5 / (1/6 - ((1/4 * 2/7) * 7/5)))
[441216] ['1/4', '1/6', '2/7', '7/5', '8/7'] -> (8/7 / ((1/6 / 7/5) - (1/4 * 2/7)))
[441225] ['1/4', '1/6', '2/7', '7/6', '7/9'] -> ((((1/6 + 7/6) / 1/4) / 2/7) / 7/9)
[441241] ['1/4', '1/6', '2/7', '7/8', '9/2'] -> (((1/6 / (2/7 - 1/4)) / 7/8) * 9/2)
[441247] ['1/4', '1/6', '2/7', '7/9', '8/3'] -> (8/3 / (1/6 - ((1/4 * 2/7) * 7/9)))
[441251] ['1/4', '1/6', '2/7', '7/9', '9/2'] -> ((((2/7 * 7/9) / 1/4) / 1/6) * 9/2)
[441257] ['1/4', '1/6', '2/7', '8/3', '8/5'] -> (((8/3 / (1/4 + 1/6)) / 2/7) + 8/5)
[441258] ['1/4', '1/6', '2/7', '8/3', '8/7'] -> ((((2/7 / 1/4) + 8/3) / 1/6) + 8/7)
[441263] ['1/4', '1/6', '2/7', '8/3', '9/7'] -> (9/7 / (2/7 * (1/4 - (1/6 / 8/3))))
[441265] ['1/4', '1/6', '2/7', '8/5', '8/5'] -> (8/5 / (2/7 * ((1/4 * 8/5) - 1/6)))
[441273] ['1/4', '1/6', '2/7', '8/7', '8/7'] -> (8/7 / ((1/4 * (8/7 - 2/7)) - 1/6))
[441275] ['1/4', '1/6', '2/7', '8/7', '9/2'] -> (((1/6 * 8/7) / (2/7 - 1/4)) * 9/2)
[441278] ['1/4', '1/6', '2/7', '8/7', '9/7'] -> (9/7 / (2/7 - (1/6 * (1/4 + 8/7))))
[441293] ['1/4', '1/6', '2/7', '9/4', '9/7'] -> (9/7 / (((1/4 - 1/6) * 2/7) * 9/4))
[441296] ['1/4', '1/6', '2/7', '9/5', '9/7'] -> (9/7 / ((1/4 * (2/7 - 1/6)) * 9/5))
[441298] ['1/4', '1/6', '2/7', '9/7', '9/7'] -> (9/7 / (1/4 / (1/6 + (9/7 / 2/7))))
[441300] ['1/4', '1/6', '2/7', '9/8', '9/8'] -> (((1/4 + (9/8 / 2/7)) / 1/6) - 9/8)
[441308] ['1/4', '1/6', '2/9', '2/9', '4/5'] -> ((2/9 / 2/9) / (1/4 - (1/6 / 4/5)))
[441309] ['1/4', '1/6', '2/9', '2/9', '4/7'] -> ((2/9 / 2/9) / ((1/6 / 4/7) - 1/4))
[441311] ['1/4', '1/6', '2/9', '2/9', '5/2'] -> (((1/6 + 5/2) / 1/4) / (2/9 + 2/9))
[441313] ['1/4', '1/6', '2/9', '2/9', '5/4'] -> ((2/9 / 2/9) / (1/4 - (1/6 * 5/4)))
[441316] ['1/4', '1/6', '2/9', '2/9', '5/8'] -> ((2/9 / 2/9) / ((1/6 / 1/4) - 5/8))
[441318] ['1/4', '1/6', '2/9', '2/9', '6/5'] -> ((2/9 / 2/9) / ((1/4 / 6/5) - 1/6))
[441322] ['1/4', '1/6', '2/9', '2/9', '7/4'] -> ((2/9 / 2/9) / ((1/6 * 7/4) - 1/4))
[441326] ['1/4', '1/6', '2/9', '2/9', '7/9'] -> ((7/9 / 1/6) / ((2/9 + 2/9) - 1/4))
[441332] ['1/4', '1/6', '2/9', '2/9', '9/4'] -> ((((2/9 + 2/9) / 1/4) / 1/6) * 9/4)
[441335] ['1/4', '1/6', '2/9', '2/9', '9/8'] -> (((1/6 / (1/4 - 2/9)) / 2/9) / 9/8)
[441337] ['1/4', '1/6', '2/9', '3/2', '3/4'] -> ((3/2 / (2/9 - 1/6)) - (3/4 / 1/4))
[441342] ['1/4', '1/6', '2/9', '3/2', '4/5'] -> ((((1/6 + 3/2) / 1/4) / 2/9) * 4/5)
[441343] ['1/4', '1/6', '2/9', '3/2', '4/7'] -> (((1/4 + (3/2 / 2/9)) / 1/6) * 4/7)
[441345] ['1/4', '1/6', '2/9', '3/2', '5/2'] -> (((1/6 + 3/2) / (1/4 - 2/9)) / 5/2)
[441347] ['1/4', '1/6', '2/9', '3/2', '5/4'] -> ((((1/6 + 3/2) / 1/4) / 2/9) / 5/4)
[441354] ['1/4', '1/6', '2/9', '3/2', '7/2'] -> (7/2 / ((1/4 * (1/6 + 2/9)) * 3/2))
[441370] ['1/4', '1/6', '2/9', '3/4', '3/4'] -> (((1/4 + 3/4) / (2/9 - 1/6)) / 3/4)
[441378] ['1/4', '1/6', '2/9', '3/4', '5/2'] -> (5/2 / (((1/6 + 2/9) - 1/4) * 3/4))
[441385] ['1/4', '1/6', '2/9', '3/4', '6/5'] -> ((((3/4 / 1/6) / 2/9) - 1/4) * 6/5)
[441388] ['1/4', '1/6', '2/9', '3/4', '7/3'] -> (7/3 / ((1/6 * 3/4) - (1/4 - 2/9)))
[441389] ['1/4', '1/6', '2/9', '3/4', '7/4'] -> ((7/4 / 1/4) / ((1/6 + 2/9) * 3/4))
[441391] ['1/4', '1/6', '2/9', '3/4', '7/6'] -> ((7/6 - 1/6) / ((1/4 * 2/9) * 3/4))
[441400] ['1/4', '1/6', '2/9', '3/4', '9/5'] -> ((((3/4 / 1/4) / 2/9) - 1/6) * 9/5)
[441402] ['1/4', '1/6', '2/9', '3/4', '9/8'] -> ((((1/4 + 3/4) / 1/6) / 2/9) / 9/8)
[441407] ['1/4', '1/6', '2/9', '3/5', '4/5'] -> (4/5 / (2/9 * (1/4 - (1/6 * 3/5))))
[441417] ['1/4', '1/6', '2/9', '3/5', '6/5'] -> (6/5 / ((1/6 + (2/9 * 3/5)) - 1/4))
[441422] ['1/4', '1/6', '2/9', '3/5', '7/5'] -> (7/5 / ((1/4 * (1/6 + 2/9)) * 3/5))
[441425] ['1/4', '1/6', '2/9', '3/5', '7/9'] -> (7/9 / (1/6 * ((1/4 / 3/5) - 2/9)))
[441435] ['1/4', '1/6', '2/9', '3/7', '3/7'] -> (3/7 / (1/4 * (1/6 - (2/9 * 3/7))))
[441442] ['1/4', '1/6', '2/9', '3/7', '5/3'] -> (5/3 / ((1/6 + 2/9) * (3/7 - 1/4)))
[441456] ['1/4', '1/6', '2/9', '3/7', '7/9'] -> (((3/7 / (2/9 - 1/6)) / 1/4) * 7/9)
[441459] ['1/4', '1/6', '2/9', '3/7', '8/7'] -> (8/7 / ((1/6 - (1/4 * 2/9)) * 3/7))
[441460] ['1/4', '1/6', '2/9', '3/7', '8/9'] -> (8/9 / (1/6 - ((1/4 * 2/9) / 3/7)))
[441471] ['1/4', '1/6', '2/9', '3/8', '5/2'] -> (5/2 / (1/4 - ((1/6 + 2/9) * 3/8)))
[441473] ['1/4', '1/6', '2/9', '3/8', '5/4'] -> (5/4 / (((1/6 + 2/9) - 1/4) * 3/8))
[441480] ['1/4', '1/6', '2/9', '3/8', '7/2'] -> (7/2 / (1/6 - ((1/4 * 2/9) * 3/8)))
[441482] ['1/4', '1/6', '2/9', '3/8', '7/4'] -> (7/4 / (((1/4 + 1/6) - 2/9) * 3/8))
[441484] ['1/4', '1/6', '2/9', '3/8', '7/6'] -> (7/6 / ((1/6 + 2/9) * (3/8 - 1/4)))
[441485] ['1/4', '1/6', '2/9', '3/8', '7/8'] -> (7/8 / ((1/4 * (1/6 + 2/9)) * 3/8))
[441490] ['1/4', '1/6', '2/9', '3/8', '8/9'] -> (((3/8 / (2/9 - 1/6)) / 1/4) * 8/9)
[441493] ['1/4', '1/6', '2/9', '3/8', '9/5'] -> (((3/8 / (1/4 - 2/9)) - 1/6) * 9/5)
[441495] ['1/4', '1/6', '2/9', '3/8', '9/8'] -> (((3/8 / (2/9 - 1/6)) / 1/4) / 9/8)
[441500] ['1/4', '1/6', '2/9', '4/3', '5/2'] -> ((4/3 / ((1/6 + 2/9) - 1/4)) * 5/2)
[441510] ['1/4', '1/6', '2/9', '4/3', '7/3'] -> (7/3 / ((1/6 / 4/3) - (1/4 - 2/9)))
[441512] ['1/4', '1/6', '2/9', '4/3', '7/5'] -> (7/5 / ((1/4 / (4/3 - 2/9)) - 1/6))
[441514] ['1/4', '1/6', '2/9', '4/3', '7/8'] -> ((((4/3 - 1/6) / 1/4) / 2/9) / 7/8)
[441518] ['1/4', '1/6', '2/9', '4/3', '8/7'] -> ((((4/3 - 1/6) / 1/4) / 2/9) * 8/7)
[441523] ['1/4', '1/6', '2/9', '4/3', '9/7'] -> (((2/9 + 4/3) / (1/4 - 1/6)) * 9/7)
[441524] ['1/4', '1/6', '2/9', '4/3', '9/8'] -> ((((1/6 + 4/3) / 1/4) / 2/9) / 9/8)
[441534] ['1/4', '1/6', '2/9', '4/5', '5/9'] -> (((4/5 / (1/4 - 1/6)) / 2/9) * 5/9)
[441538] ['1/4', '1/6', '2/9', '4/5', '7/3'] -> (7/3 / (1/6 - ((1/4 * 2/9) / 4/5)))
[441540] ['1/4', '1/6', '2/9', '4/5', '7/5'] -> (7/5 / ((2/9 - 1/6) * (1/4 + 4/5)))
[441543] ['1/4', '1/6', '2/9', '4/5', '7/9'] -> (7/9 / (2/9 * ((1/4 / 4/5) - 1/6)))
[441545] ['1/4', '1/6', '2/9', '4/5', '8/5'] -> (8/5 / ((2/9 * (1/4 + 4/5)) - 1/6))
[441548] ['1/4', '1/6', '2/9', '4/5', '9/2'] -> ((2/9 / (1/4 - (1/6 / 4/5))) * 9/2)
[441550] ['1/4', '1/6', '2/9', '4/5', '9/5'] -> (((4/5 / (1/4 - 1/6)) / 2/9) / 9/5)
[441556] ['1/4', '1/6', '2/9', '4/7', '5/3'] -> (5/3 / (1/6 - ((1/4 * 2/9) / 4/7)))
[441561] ['1/4', '1/6', '2/9', '4/7', '5/9'] -> (5/9 / (1/6 * ((2/9 / 4/7) - 1/4)))
[441568] ['1/4', '1/6', '2/9', '4/7', '7/6'] -> (7/6 / (((1/4 / 4/7) - 1/6) - 2/9))
[441570] ['1/4', '1/6', '2/9', '4/7', '7/9'] -> (((4/7 / (1/4 - 1/6)) / 2/9) * 7/9)
[441571] ['1/4', '1/6', '2/9', '4/7', '8/3'] -> (8/3 / (((1/4 + 1/6) - 2/9) * 4/7))
[441575] ['1/4', '1/6', '2/9', '4/7', '9/2'] -> ((2/9 / ((1/6 / 4/7) - 1/4)) * 9/2)
[441578] ['1/4', '1/6', '2/9', '4/7', '9/7'] -> (((4/7 / (1/4 - 1/6)) / 2/9) / 9/7)
[441590] ['1/4', '1/6', '2/9', '4/9', '7/2'] -> (((2/9 / (4/9 - 1/4)) / 1/6) * 7/2)
[441592] ['1/4', '1/6', '2/9', '4/9', '7/4'] -> ((1/4 + 7/4) / ((1/6 * 2/9) / 4/9))
[441602] ['1/4', '1/6', '2/9', '4/9', '9/4'] -> (((4/9 / 1/6) / 2/9) * (9/4 - 1/4))
[441609] ['1/4', '1/6', '2/9', '5/2', '5/6'] -> (5/6 / ((1/4 * (2/9 - 1/6)) * 5/2))
[441611] ['1/4', '1/6', '2/9', '5/2', '5/8'] -> (((1/6 * 5/2) / (1/4 - 2/9)) / 5/8)
[441613] ['1/4', '1/6', '2/9', '5/2', '6/5'] -> (6/5 / (((1/6 / 2/9) / 5/2) - 1/4))
[441617] ['1/4', '1/6', '2/9', '5/2', '7/4'] -> ((((5/2 - 1/6) / 1/4) / 2/9) / 7/4)
[441619] ['1/4', '1/6', '2/9', '5/2', '7/6'] -> (7/6 / (1/4 * ((1/6 * 5/2) - 2/9)))
[441623] ['1/4', '1/6', '2/9', '5/2', '8/5'] -> (((1/6 * 5/2) / (1/4 - 2/9)) * 8/5)
[441626] ['1/4', '1/6', '2/9', '5/2', '9/2'] -> ((((1/4 + 2/9) / 1/6) + 5/2) * 9/2)
[441627] ['1/4', '1/6', '2/9', '5/2', '9/4'] -> ((((1/4 / 2/9) + 5/2) / 1/6) + 9/4)
[441628] ['1/4', '1/6', '2/9', '5/2', '9/5'] -> ((((2/9 * 5/2) / 1/4) / 1/6) * 9/5)
[441630] ['1/4', '1/6', '2/9', '5/2', '9/8'] -> (((5/2 / (1/4 + 1/6)) / 2/9) / 9/8)
[441635] ['1/4', '1/6', '2/9', '5/3', '5/8'] -> ((5/3 / (1/6 - (1/4 * 2/9))) / 5/8)
[441637] ['1/4', '1/6', '2/9', '5/3', '6/5'] -> (6/5 / ((1/6 + (2/9 / 5/3)) - 1/4))
[441640] ['1/4', '1/6', '2/9', '5/3', '7/3'] -> (7/3 / ((1/6 * (1/4 + 5/3)) - 2/9))
[441642] ['1/4', '1/6', '2/9', '5/3', '7/5'] -> (7/5 / ((1/4 * (1/6 + 2/9)) / 5/3))
[441645] ['1/4', '1/6', '2/9', '5/3', '7/9'] -> (7/9 / (1/6 * ((1/4 * 5/3) - 2/9)))
[441647] ['1/4', '1/6', '2/9', '5/3', '8/5'] -> ((5/3 / (1/6 - (1/4 * 2/9))) * 8/5)
[441650] ['1/4', '1/6', '2/9', '5/3', '9/2'] -> (((5/3 / 1/4) - (2/9 / 1/6)) * 9/2)
[441654] ['1/4', '1/6', '2/9', '5/3', '9/8'] -> ((((5/3 - 1/6) / 1/4) / 2/9) / 9/8)
[441656] ['1/4', '1/6', '2/9', '5/4', '5/6'] -> (((1/6 + (5/4 / 2/9)) / 1/4) + 5/6)
[441659] ['1/4', '1/6', '2/9', '5/4', '5/9'] -> (5/9 / (((1/4 - 1/6) * 2/9) * 5/4))
[441663] ['1/4', '1/6', '2/9', '5/4', '7/3'] -> (7/3 / (1/6 - ((1/4 * 2/9) * 5/4)))
[441666] ['1/4', '1/6', '2/9', '5/4', '7/6'] -> (7/6 / ((1/4 * (5/4 - 1/6)) - 2/9))
[441668] ['1/4', '1/6', '2/9', '5/4', '7/9'] -> (7/9 / (2/9 * ((1/4 * 5/4) - 1/6)))
[441685] ['1/4', '1/6', '2/9', '5/6', '7/3'] -> (7/3 / ((1/4 * (2/9 + 5/6)) - 1/6))
[441688] ['1/4', '1/6', '2/9', '5/6', '7/6'] -> (7/6 / (1/6 * ((1/4 / 2/9) - 5/6)))
[441689] ['1/4', '1/6', '2/9', '5/6', '7/8'] -> ((((5/6 / 2/9) - 1/4) / 1/6) / 7/8)
[441693] ['1/4', '1/6', '2/9', '5/6', '8/7'] -> ((((5/6 / 2/9) - 1/4) / 1/6) * 8/7)
[441698] ['1/4', '1/6', '2/9', '5/6', '9/7'] -> ((((5/6 / 1/4) - 2/9) / 1/6) * 9/7)
[441699] ['1/4', '1/6', '2/9', '5/6', '9/8'] -> (((2/9 + (5/6 / 1/4)) / 1/6) * 9/8)
[441702] ['1/4', '1/6', '2/9', '5/7', '5/9'] -> ((2/9 / (1/4 - (1/6 / 5/7))) / 5/9)
[441704] ['1/4', '1/6', '2/9', '5/7', '6/7'] -> (6/7 / ((1/6 * 2/9) * (1/4 + 5/7)))
[441714] ['1/4', '1/6', '2/9', '5/7', '8/7'] -> (8/7 / ((2/9 * (1/4 + 5/7)) - 1/6))
[441718] ['1/4', '1/6', '2/9', '5/7', '9/5'] -> ((2/9 / (1/4 - (1/6 / 5/7))) * 9/5)
[441722] ['1/4', '1/6', '2/9', '5/8', '5/9'] -> ((2/9 / ((1/6 / 5/8) - 1/4)) / 5/9)
[441725] ['1/4', '1/6', '2/9', '5/8', '7/2'] -> (7/2 / ((1/6 + 2/9) * (5/8 - 1/4)))
[441732] ['1/4', '1/6', '2/9', '5/8', '8/3'] -> ((1/4 / (1/6 - (2/9 * 5/8))) * 8/3)
[441738] ['1/4', '1/6', '2/9', '5/8', '9/5'] -> ((2/9 / ((1/6 / 5/8) - 1/4)) * 9/5)
[441740] ['1/4', '1/6', '2/9', '5/8', '9/8'] -> (9/8 / ((1/6 - (1/4 * 5/8)) / 2/9))
[441743] ['1/4', '1/6', '2/9', '5/9', '6/7'] -> (6/7 / (1/4 - (1/6 / (2/9 + 5/9))))
[441745] ['1/4', '1/6', '2/9', '5/9', '7/3'] -> (7/3 / (1/6 * ((1/4 + 5/9) - 2/9)))
[441747] ['1/4', '1/6', '2/9', '5/9', '7/5'] -> (7/5 / (1/4 * ((2/9 / 5/9) - 1/6)))
[441748] ['1/4', '1/6', '2/9', '5/9', '7/6'] -> (7/6 / (1/4 * ((1/6 / 2/9) - 5/9)))
[441751] ['1/4', '1/6', '2/9', '5/9', '8/3'] -> (8/3 / ((2/9 + 5/9) - (1/6 / 1/4)))
[441752] ['1/4', '1/6', '2/9', '5/9', '8/5'] -> (8/5 / (1/6 - ((1/4 * 2/9) / 5/9)))
[441754] ['1/4', '1/6', '2/9', '5/9', '8/9'] -> (8/9 / ((1/6 * 5/9) - (1/4 * 2/9)))
[441758] ['1/4', '1/6', '2/9', '5/9', '9/7'] -> ((((2/9 + 5/9) / 1/4) / 1/6) * 9/7)
[441770] ['1/4', '1/6', '2/9', '6/5', '8/5'] -> (8/5 / (2/9 * ((1/4 / 1/6) - 6/5)))
[441779] ['1/4', '1/6', '2/9', '6/7', '7/2'] -> (7/2 / (2/9 / ((1/6 / 1/4) + 6/7)))
[441780] ['1/4', '1/6', '2/9', '6/7', '7/3'] -> (7/3 / ((1/6 + 2/9) - (1/4 / 6/7)))
[441784] ['1/4', '1/6', '2/9', '6/7', '7/8'] -> ((1/6 / (2/9 - (1/4 * 6/7))) / 7/8)
[441786] ['1/4', '1/6', '2/9', '6/7', '8/3'] -> ((1/4 / (2/9 - (1/6 / 6/7))) * 8/3)
[441788] ['1/4', '1/6', '2/9', '6/7', '8/7'] -> ((1/6 / (2/9 - (1/4 * 6/7))) * 8/7)
[441796] ['1/4', '1/6', '2/9', '7/2', '7/3'] -> ((((2/9 / 1/4) + 7/2) / 1/6) - 7/3)
[441799] ['1/4', '1/6', '2/9', '7/2', '7/6'] -> (7/6 / ((1/4 * (2/9 - 1/6)) * 7/2))
[441800] ['1/4', '1/6', '2/9', '7/2', '7/8'] -> (((1/6 * 7/2) / (1/4 - 2/9)) / 7/8)
[441801] ['1/4', '1/6', '2/9', '7/2', '7/9'] -> (7/9 / (((1/4 * 1/6) * 2/9) * 7/2))
[441804] ['1/4', '1/6', '2/9', '7/2', '8/7'] -> (((1/6 * 7/2) / (1/4 - 2/9)) * 8/7)
[441809] ['1/4', '1/6', '2/9', '7/2', '9/7'] -> (9/7 / (((1/4 * 1/6) / 2/9) / 7/2))
[441810] ['1/4', '1/6', '2/9', '7/2', '9/8'] -> (9/8 / (1/6 / ((1/4 * 2/9) + 7/2)))
[441815] ['1/4', '1/6', '2/9', '7/3', '7/8'] -> ((7/3 / (1/6 - (1/4 * 2/9))) / 7/8)
[441816] ['1/4', '1/6', '2/9', '7/3', '7/9'] -> (7/9 / ((1/4 * (2/9 - 1/6)) * 7/3))
[441817] ['1/4', '1/6', '2/9', '7/3', '8/3'] -> (((7/3 / 2/9) - (1/4 / 1/6)) * 8/3)
[441819] ['1/4', '1/6', '2/9', '7/3', '8/7'] -> ((7/3 / (1/6 - (1/4 * 2/9))) * 8/7)
[441820] ['1/4', '1/6', '2/9', '7/3', '8/9'] -> (8/9 / (1/6 - ((1/4 * 2/9) * 7/3)))
[441821] ['1/4', '1/6', '2/9', '7/3', '9/2'] -> ((((1/6 / 1/4) / 2/9) + 7/3) * 9/2)
[441822] ['1/4', '1/6', '2/9', '7/3', '9/4'] -> (((2/9 / 1/6) + (7/3 / 1/4)) * 9/4)
[441824] ['1/4', '1/6', '2/9', '7/3', '9/7'] -> (9/7 / ((2/9 / 7/3) - (1/4 * 1/6)))
[441828] ['1/4', '1/6', '2/9', '7/4', '7/6'] -> (7/6 / (((1/4 * 7/4) - 1/6) - 2/9))
[441830] ['1/4', '1/6', '2/9', '7/4', '7/9'] -> (7/9 / (((1/4 - 1/6) * 2/9) * 7/4))
[441835] ['1/4', '1/6', '2/9', '7/4', '9/2'] -> ((2/9 / ((1/6 * 7/4) - 1/4)) * 9/2)
[441837] ['1/4', '1/6', '2/9', '7/4', '9/5'] -> ((((1/4 + 2/9) + 7/4) / 1/6) * 9/5)
[441850] ['1/4', '1/6', '2/9', '7/5', '9/5'] -> ((2/9 / (1/4 - (1/6 * 7/5))) * 9/5)
[441851] ['1/4', '1/6', '2/9', '7/5', '9/7'] -> (9/7 / (((1/4 / 7/5) - 1/6) / 2/9))
[441854] ['1/4', '1/6', '2/9', '7/6', '7/8'] -> ((1/6 / (2/9 - (1/4 / 7/6))) / 7/8)
[441858] ['1/4', '1/6', '2/9', '7/6', '8/7'] -> ((1/6 / (2/9 - (1/4 / 7/6))) * 8/7)
[441860] ['1/4', '1/6', '2/9', '7/6', '9/2'] -> (((1/4 + (7/6 / 2/9)) - 1/6) * 9/2)
[441861] ['1/4', '1/6', '2/9', '7/6', '9/4'] -> (((1/6 + (7/6 / 1/4)) / 2/9) + 9/4)
[441868] ['1/4', '1/6', '2/9', '7/8', '8/5'] -> ((((7/8 / 1/4) - 1/6) / 2/9) * 8/5)
[441875] ['1/4', '1/6', '2/9', '7/8', '9/8'] -> (((1/4 + (7/8 / 2/9)) / 1/6) - 9/8)
[441887] ['1/4', '1/6', '2/9', '8/3', '8/5'] -> ((((1/6 / 1/4) + 8/3) / 2/9) * 8/5)
